# STATION: VLYC1
# STATION NAME: VALYERMO
# LATITUDE: 34.445560
# LONGITUDE: -117.851110
# ELEVATION [ft]: 3780.0
# STATE: CA
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_set_1,water_temp_set_1,peak_wind_speed_set_1,fuel_temp_set_1,fuel_moisture_set_1,volt_set_1,snow_interval_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,W/m**2,Inches,Fahrenheit,Miles/hour,Fahrenheit,gm,volts,Inches,Fahrenheit,Fahrenheit,Degrees,Fahrenheit,code,Fahrenheit,Fahrenheit
VLYC1,09/10/2020 21:54 PDT,58.0,20.0,3.0,75.0,5.0,0.0,11.63,,5.0,51.0,2.3,12.9,,,,117.0,,ENE,,17.0
VLYC1,09/10/2020 22:54 PDT,59.0,19.0,2.0,82.0,5.99,0.0,11.63,,5.99,52.0,2.4,12.9,,,,125.0,,E,,16.65
VLYC1,09/10/2020 23:54 PDT,58.0,19.0,2.0,133.0,5.99,0.0,11.63,,5.99,51.0,2.4,12.9,,,,71.0,,SE,,15.82
VLYC1,09/11/2020 00:54 PDT,55.0,21.0,4.0,104.0,5.0,0.0,11.63,,5.0,49.0,2.4,12.8,,,,99.0,,ESE,,15.6
VLYC1,09/11/2020 01:54 PDT,55.0,21.0,4.0,103.0,5.99,0.0,11.63,,5.99,49.0,2.5,12.8,,,,77.0,,ESE,,15.6
VLYC1,09/11/2020 02:54 PDT,56.0,20.0,3.0,66.0,5.99,0.0,11.63,,5.99,48.0,3.1,12.8,,,,79.0,,ENE,,15.33
VLYC1,09/11/2020 03:54 PDT,57.0,19.0,1.0,109.0,5.0,0.0,11.63,,5.0,49.0,3.1,12.8,,,,66.0,,ESE,,14.99
VLYC1,09/11/2020 04:54 PDT,56.0,19.0,4.0,111.0,5.99,0.0,11.63,,5.99,49.0,3.2,12.7,,,,89.0,,ESE,,14.16
VLYC1,09/11/2020 05:54 PDT,54.0,21.0,2.0,111.0,5.99,0.0,11.63,,5.99,46.0,3.2,12.7,,,,87.0,,ESE,,14.76
VLYC1,09/11/2020 06:54 PDT,55.0,21.0,3.0,107.0,5.99,3.0,11.63,,5.99,47.0,3.3,12.7,,,,93.0,,ESE,,15.6
VLYC1,09/11/2020 07:54 PDT,59.0,21.0,2.0,104.0,5.99,65.0,11.63,,5.99,55.0,3.4,12.9,,,,94.0,,ESE,,18.96
VLYC1,09/11/2020 08:54 PDT,69.0,16.0,0.0,,4.0,201.0,11.63,,4.0,68.0,3.6,13.3,,,,78.0,,,,20.91
VLYC1,09/11/2020 09:54 PDT,74.0,17.0,2.0,241.0,4.0,383.0,11.63,,4.0,77.0,3.6,13.4,,,,280.0,,WSW,,26.44
VLYC1,09/11/2020 10:54 PDT,77.0,12.0,3.0,275.0,5.99,557.0,11.63,,5.99,84.0,3.7,13.4,,,,285.0,,W,,20.63
VLYC1,09/11/2020 11:54 PDT,80.0,10.0,5.99,347.0,12.0,691.0,11.63,,12.0,88.0,3.5,13.3,,,,311.0,,NNW,,18.77
VLYC1,09/11/2020 12:54 PDT,81.0,9.0,5.0,327.0,12.0,755.0,11.63,,12.0,92.0,3.4,13.9,,,,340.0,,NNW,79.22,17.14
VLYC1,09/11/2020 13:54 PDT,84.0,8.0,4.0,324.0,13.0,786.0,11.63,,13.0,96.0,3.2,13.2,,83.0,53.0,310.0,,NW,80.4,16.75
VLYC1,09/11/2020 14:54 PDT,85.0,8.0,5.99,6.0,16.0,740.0,11.63,,16.0,96.0,3.0,13.2,,,,294.0,,N,81.13,17.51
VLYC1,09/11/2020 15:54 PDT,84.0,8.0,7.0,317.0,13.0,573.0,11.63,,13.0,93.0,3.0,13.2,,,,318.0,,NW,80.4,16.75
VLYC1,09/11/2020 16:54 PDT,82.0,9.0,7.0,314.0,12.0,365.0,11.63,,12.0,87.0,2.9,13.2,,,,321.0,,NW,79.1,17.9
VLYC1,09/11/2020 17:54 PDT,77.0,13.0,4.0,276.0,12.0,157.0,11.63,,12.0,78.0,2.9,13.3,,,,316.0,,W,,22.5
VLYC1,09/11/2020 18:54 PDT,72.0,13.0,0.0,,5.0,46.0,11.63,,5.0,66.0,2.9,13.1,,,,272.0,,,,18.52
VLYC1,09/11/2020 19:54 PDT,63.0,18.0,1.0,106.0,3.0,1.0,11.63,,3.0,57.0,2.4,13.0,,,,73.0,,ESE,,18.72
VLYC1,09/11/2020 20:54 PDT,61.0,19.0,1.0,134.0,3.0,0.0,11.63,,3.0,54.0,2.4,12.9,,,,72.0,,SE,,18.32
VLYC1,09/11/2020 21:54 PDT,64.0,18.0,0.0,,3.0,0.0,11.63,,3.0,56.0,2.4,12.9,,,,119.0,,,,19.55
VLYC1,09/11/2020 22:54 PDT,61.0,20.0,1.0,119.0,3.0,0.0,11.63,,3.0,52.0,2.4,12.9,,,,107.0,,ESE,,19.51
VLYC1,09/11/2020 23:54 PDT,61.0,20.0,0.0,,4.0,0.0,11.63,,4.0,51.0,2.4,12.9,,,,42.0,,,,19.51
VLYC1,09/12/2020 00:54 PDT,61.0,20.0,0.0,,5.0,0.0,11.63,,5.0,53.0,2.5,12.8,,,,48.0,,,,19.51
VLYC1,09/12/2020 01:54 PDT,60.0,21.0,2.0,169.0,5.0,0.0,11.63,,5.0,53.0,3.1,12.8,,,,78.0,,S,,19.8
VLYC1,09/12/2020 02:54 PDT,57.0,24.0,3.0,106.0,5.99,0.0,11.63,,5.99,49.0,2.5,12.8,,,,101.0,,ESE,,20.39
VLYC1,09/12/2020 03:54 PDT,55.0,27.0,4.0,96.0,5.0,0.0,11.63,,5.0,47.0,3.2,12.8,,,,58.0,,E,,21.44
VLYC1,09/12/2020 04:54 PDT,56.0,26.0,4.0,81.0,5.99,0.0,11.63,,5.99,49.0,3.2,12.8,,,,78.0,,E,,21.41
VLYC1,09/12/2020 05:54 PDT,52.0,30.0,2.0,100.0,5.0,0.0,11.63,,5.0,45.0,3.2,12.7,,,,96.0,,E,,21.32
VLYC1,09/12/2020 06:54 PDT,53.0,29.0,1.0,110.0,5.0,3.0,11.63,,5.0,45.0,3.3,12.7,,,,74.0,,ESE,,21.39
VLYC1,09/12/2020 07:54 PDT,56.0,30.0,1.0,74.0,4.0,58.0,11.63,,4.0,52.0,3.4,12.9,,,,74.0,,ENE,,24.81
VLYC1,09/12/2020 08:54 PDT,69.0,21.0,0.0,,2.0,188.0,11.63,,2.0,68.0,3.6,13.2,,,,80.0,,,,27.37
VLYC1,09/12/2020 09:54 PDT,78.0,15.0,0.0,,3.0,347.0,11.63,,3.0,79.0,3.8,13.5,,,,47.0,,,,26.7
VLYC1,09/12/2020 10:54 PDT,80.0,12.0,3.0,341.0,8.0,501.0,11.63,,8.0,85.0,3.8,13.3,,,,8.0,,NNW,,23.01
VLYC1,09/12/2020 11:54 PDT,82.0,11.0,4.0,329.0,9.0,622.0,11.63,,9.0,89.0,3.7,14.0,,,,340.0,,NNW,79.36,22.54
VLYC1,09/12/2020 12:54 PDT,83.0,11.0,7.0,331.0,11.0,694.0,11.63,,11.0,92.0,3.5,13.2,,,,330.0,,NNW,80.07,23.32
VLYC1,09/12/2020 13:54 PDT,85.0,9.0,7.0,335.0,12.0,689.0,11.63,,12.0,95.0,3.3,13.2,,86.0,52.0,353.0,,NNW,81.26,20.2
VLYC1,09/12/2020 14:54 PDT,86.0,9.0,5.0,305.0,12.0,647.0,11.63,,12.0,97.0,3.2,13.2,,,,319.0,,NW,82.01,20.97
VLYC1,09/12/2020 15:54 PDT,87.0,9.0,5.99,359.0,16.0,547.0,11.63,,16.0,95.0,3.0,13.9,,,,329.0,,N,82.76,21.73
VLYC1,09/12/2020 16:54 PDT,86.0,9.0,5.99,21.0,14.01,370.0,11.63,,14.01,91.0,3.1,13.3,,,,59.0,,NNE,82.01,20.97
VLYC1,09/12/2020 17:54 PDT,84.0,10.0,5.0,29.0,10.0,192.0,11.63,,10.0,85.0,3.0,13.4,,,,37.0,,NNE,80.66,21.87
VLYC1,09/12/2020 18:54 PDT,75.0,15.0,0.0,,7.0,53.0,11.63,,7.0,71.0,2.9,13.1,,,,65.0,,,,24.27
VLYC1,09/12/2020 19:54 PDT,67.0,19.0,1.0,101.0,5.0,1.0,11.63,,5.0,60.0,3.0,13.0,,,,82.0,,E,,23.3
VLYC1,09/12/2020 20:54 PDT,67.0,19.0,1.0,163.0,3.0,0.0,11.63,,3.0,58.0,3.1,12.9,,,,63.0,,SSE,,23.3
VLYC1,09/12/2020 21:54 PDT,63.0,21.0,1.0,181.0,5.0,0.0,11.63,,5.0,54.0,2.5,12.9,,,,21.0,,S,,22.33
VLYC1,09/12/2020 22:54 PDT,62.0,20.0,3.0,85.0,5.0,0.0,11.63,,5.0,53.0,2.5,12.9,,,,64.0,,E,,20.34
VLYC1,09/12/2020 23:54 PDT,58.0,24.0,2.0,120.0,4.0,0.0,11.63,,4.0,51.0,3.1,12.9,,,,72.0,,ESE,,21.24
VLYC1,09/13/2020 00:54 PDT,57.0,24.0,2.0,99.0,4.0,0.0,11.63,,4.0,50.0,3.1,12.9,,,,105.0,,E,,20.39
VLYC1,09/13/2020 01:54 PDT,56.0,25.0,3.0,91.0,5.0,0.0,11.63,,5.0,49.0,2.5,12.8,,,,68.0,,E,,20.49
VLYC1,09/13/2020 02:54 PDT,56.0,26.0,1.0,149.0,5.99,0.0,11.63,,5.99,49.0,3.2,12.8,,,,59.0,,SSE,,21.41
VLYC1,09/13/2020 03:54 PDT,54.0,28.0,4.0,101.0,5.0,0.0,11.63,,5.0,48.0,3.3,12.8,,,,108.0,,E,,21.43
VLYC1,09/13/2020 04:54 PDT,55.0,27.0,3.0,65.0,5.0,0.0,11.63,,5.0,48.0,3.3,12.7,,,,62.0,,ENE,,21.44
VLYC1,09/13/2020 05:54 PDT,53.0,30.0,2.0,99.0,4.0,0.0,11.63,,4.0,47.0,3.4,12.7,,,,67.0,,E,,22.19
VLYC1,09/13/2020 06:54 PDT,54.0,30.0,3.0,86.0,5.0,6.0,11.63,,5.0,48.0,3.5,12.7,,,,52.0,,E,,23.07
VLYC1,09/13/2020 07:54 PDT,68.0,24.0,1.0,46.0,5.0,123.0,11.63,,5.0,65.0,3.7,12.9,,,,70.0,,NE,,29.77
VLYC1,09/13/2020 08:54 PDT,79.0,21.0,1.0,247.0,3.0,312.0,11.63,,3.0,79.0,3.8,13.2,,,,27.0,,WSW,,35.77
VLYC1,09/13/2020 09:54 PDT,83.0,14.0,4.0,273.0,7.0,511.0,11.63,,7.0,88.0,4.0,13.3,,,,285.0,,W,80.37,29.07
VLYC1,09/13/2020 10:54 PDT,86.0,11.0,5.99,303.0,10.0,692.0,11.63,,10.0,94.0,3.8,13.2,,,,325.0,,WNW,82.3,25.67
VLYC1,09/13/2020 11:54 PDT,88.0,10.0,4.0,35.0,12.0,812.0,11.63,,12.0,98.0,3.6,13.2,,,,14.0,,NE,83.69,24.97
VLYC1,09/13/2020 13:54 PDT,92.0,11.0,4.0,228.0,11.0,870.0,11.63,,11.0,107.0,3.1,13.1,,91.0,53.0,3.0,,SW,87.15,30.37
VLYC1,09/13/2020 14:54 PDT,94.0,9.0,7.0,60.0,19.0,786.0,11.63,,19.0,106.0,2.8,13.1,,,,15.0,,ENE,88.33,27.1
VLYC1,09/13/2020 15:54 PDT,94.0,9.0,7.0,63.0,16.0,641.0,11.63,,16.0,104.0,2.8,13.1,,,,94.0,,ENE,88.33,27.1
VLYC1,09/13/2020 16:54 PDT,93.0,9.0,5.0,334.0,14.01,450.0,11.63,,14.01,100.0,2.7,13.1,,,,354.0,,NNW,87.51,26.33
VLYC1,09/13/2020 17:54 PDT,87.0,14.0,5.0,273.0,14.01,221.0,11.63,,14.01,89.0,2.7,13.3,,,,293.0,,W,83.43,32.29
VLYC1,09/13/2020 18:54 PDT,79.0,18.0,1.0,169.0,8.0,44.0,11.63,,8.0,75.0,2.7,13.0,,,,268.0,,S,,31.94
VLYC1,09/13/2020 19:54 PDT,77.0,18.0,4.0,76.0,7.0,1.0,11.63,,7.0,71.0,2.9,13.0,,,,68.0,,ENE,,30.29
VLYC1,09/13/2020 20:54 PDT,74.0,20.0,2.0,167.0,8.0,0.0,11.63,,8.0,67.0,2.9,12.9,,,,47.0,,SSE,,30.37
VLYC1,09/13/2020 21:54 PDT,70.0,22.0,1.0,67.0,5.0,0.0,11.63,,5.0,62.0,2.9,12.9,,,,51.0,,ENE,,29.34
VLYC1,09/13/2020 22:54 PDT,70.0,22.0,1.0,291.0,5.99,0.0,11.63,,5.99,61.0,3.0,12.9,,,,50.0,,WNW,,29.34
VLYC1,09/13/2020 23:54 PDT,69.0,22.0,1.0,323.0,5.0,0.0,11.63,,5.0,61.0,3.0,12.8,,,,348.0,,NW,,28.5
VLYC1,09/14/2020 00:54 PDT,65.0,25.0,0.0,,5.0,0.0,11.63,,5.0,56.0,3.0,12.8,,,,129.0,,,,28.2
VLYC1,09/14/2020 01:54 PDT,64.0,26.0,2.0,145.0,5.99,0.0,11.63,,5.99,58.0,3.1,12.8,,,,90.0,,SE,,28.29
VLYC1,09/14/2020 02:54 PDT,62.0,28.0,2.0,123.0,5.99,0.0,11.63,,5.99,55.0,3.2,12.8,,,,78.0,,ESE,,28.37
VLYC1,09/14/2020 03:54 PDT,61.0,30.0,2.0,135.0,5.99,0.0,11.63,,5.99,55.0,3.3,12.8,,,,85.0,,SE,,29.19
VLYC1,09/14/2020 04:54 PDT,59.0,31.0,5.0,94.0,5.99,0.0,11.63,,5.99,54.0,3.4,12.8,,,,114.0,,E,,28.24
VLYC1,09/14/2020 05:54 PDT,58.0,34.0,5.0,87.0,8.0,0.0,11.63,,8.0,52.0,3.5,12.7,,,,91.0,,E,,29.62
VLYC1,09/14/2020 06:54 PDT,58.0,34.0,4.0,96.0,7.0,6.0,11.63,,7.0,52.0,3.5,12.8,,,,94.0,,E,,29.62
VLYC1,09/14/2020 07:54 PDT,67.0,27.0,2.0,108.0,5.99,91.0,11.63,,5.99,64.0,3.8,12.9,,,,86.0,,ESE,,31.81
VLYC1,09/14/2020 08:54 PDT,76.0,22.0,1.0,53.0,3.0,256.0,11.63,,3.0,76.0,4.0,13.3,,,,244.0,,NE,,34.41
VLYC1,09/14/2020 09:54 PDT,83.0,18.0,2.0,263.0,5.0,446.0,11.63,,5.0,86.0,4.1,13.3,,,,277.0,,W,80.48,35.25
VLYC1,09/14/2020 11:54 PDT,87.0,14.0,7.0,334.0,11.0,718.0,11.63,,11.0,96.0,3.9,13.6,,,,344.0,,NNW,83.43,32.29
VLYC1,09/14/2020 12:54 PDT,89.0,12.0,3.0,310.0,12.0,792.0,11.63,,12.0,101.0,3.6,13.1,,,,354.0,,NW,84.86,30.12
VLYC1,09/14/2020 13:54 PDT,91.0,11.0,3.0,319.0,12.0,788.0,11.63,,12.0,104.0,3.3,13.2,,94.0,58.0,303.0,,NW,86.31,29.59
VLYC1,09/14/2020 14:54 PDT,91.0,12.0,5.0,263.0,11.0,704.0,11.63,,11.0,104.0,3.1,13.1,,,,312.0,,W,86.54,31.7
VLYC1,09/14/2020 15:54 PDT,91.0,12.0,5.0,283.0,11.0,560.0,11.63,,11.0,102.0,3.0,13.6,,,,284.0,,WNW,86.54,31.7
VLYC1,09/14/2020 16:54 PDT,89.0,12.0,5.99,313.0,11.0,331.0,11.63,,11.0,93.0,3.0,13.3,,,,294.0,,NW,84.86,30.12
VLYC1,09/14/2020 17:54 PDT,84.0,17.0,4.0,267.0,16.0,198.0,11.63,,16.0,86.0,3.0,13.4,,,,296.0,,W,81.17,34.65
VLYC1,09/14/2020 18:54 PDT,82.0,15.0,5.99,149.0,11.0,55.0,11.63,,11.0,80.0,3.1,13.1,,,,135.0,,SSE,79.68,29.94
VLYC1,09/14/2020 19:54 PDT,80.0,17.0,7.0,150.0,12.0,1.0,11.63,,12.0,77.0,3.1,13.0,,,,153.0,,SSE,,31.36
VLYC1,09/14/2020 20:54 PDT,76.0,19.0,5.0,59.0,16.0,0.0,11.63,,16.0,72.0,3.1,12.9,,,,161.0,,ENE,,30.78
VLYC1,09/14/2020 21:54 PDT,72.0,20.0,3.0,136.0,9.0,0.0,11.63,,9.0,66.0,3.1,12.9,,,,77.0,,SE,,28.7
VLYC1,09/14/2020 22:54 PDT,68.0,25.0,2.0,210.0,5.99,0.0,11.63,,5.99,61.0,3.2,12.9,,,,129.0,,SSW,,30.77
VLYC1,09/14/2020 23:54 PDT,65.0,27.0,1.0,327.0,5.0,0.0,11.63,,5.0,58.0,3.2,12.9,,,,82.0,,NNW,,30.08
VLYC1,09/15/2020 00:54 PDT,66.0,28.0,2.0,127.0,5.0,0.0,11.63,,5.0,57.0,3.3,12.8,,,,135.0,,SE,,31.84
VLYC1,09/15/2020 01:54 PDT,61.0,33.0,2.0,136.0,5.99,0.0,11.63,,5.99,54.0,3.3,12.8,,,,115.0,,SE,,31.53
VLYC1,09/15/2020 02:54 PDT,60.0,34.0,3.0,103.0,7.0,0.0,11.63,,7.0,54.0,3.5,12.8,,,,145.0,,ESE,,31.39
VLYC1,09/15/2020 03:54 PDT,60.0,34.0,3.0,103.0,8.0,0.0,11.63,,8.0,54.0,3.5,12.8,,,,108.0,,ESE,,31.39
VLYC1,09/15/2020 04:54 PDT,56.0,39.0,2.0,92.0,5.99,0.0,11.63,,5.99,51.0,3.6,12.8,,,,104.0,,E,,31.22
VLYC1,09/15/2020 05:54 PDT,55.0,40.0,4.0,79.0,5.99,0.0,11.63,,5.99,49.0,3.7,12.8,,,,53.0,,E,,30.94
VLYC1,09/15/2020 06:54 PDT,55.0,40.0,3.0,84.0,5.0,2.0,11.63,,5.0,48.0,3.8,12.7,,,,81.0,,E,,30.94
VLYC1,09/15/2020 07:54 PDT,63.0,33.0,2.0,101.0,4.0,86.0,11.63,,4.0,60.0,4.1,12.9,,,,63.0,,E,,33.3
VLYC1,09/15/2020 08:54 PDT,76.0,19.0,0.0,,3.0,263.0,11.63,,3.0,76.0,4.3,13.3,,,,79.0,,,,30.78
VLYC1,09/15/2020 09:54 PDT,81.0,19.0,4.0,260.0,5.99,457.0,11.63,,5.99,85.0,4.4,13.3,,,,257.0,,W,79.69,34.94
VLYC1,09/15/2020 10:54 PDT,85.0,15.0,5.0,333.0,10.0,620.0,11.63,,10.0,91.0,4.3,13.2,,,,352.0,,NNW,81.88,32.37
VLYC1,09/15/2020 11:54 PDT,87.0,14.0,5.0,317.0,9.0,740.0,11.63,,9.0,97.0,4.1,13.2,,,,333.0,,NW,83.43,32.29
VLYC1,09/15/2020 12:54 PDT,89.0,13.0,3.0,9.0,11.0,831.0,11.63,,11.0,101.0,3.8,13.1,,,,6.0,,N,85.07,32.07
VLYC1,09/15/2020 13:54 PDT,88.0,14.0,5.99,275.0,14.01,761.0,11.63,,14.01,99.0,3.3,13.5,,92.0,54.0,310.0,,W,84.25,33.09
VLYC1,09/15/2020 14:54 PDT,88.0,14.0,5.0,275.0,10.0,538.0,11.63,,10.0,97.0,3.3,13.2,,,,338.0,,W,84.25,33.09
VLYC1,09/15/2020 15:54 PDT,86.0,16.0,5.99,281.0,13.0,386.0,11.63,,13.0,91.0,3.3,13.5,,,,306.0,,W,82.67,34.78
VLYC1,09/15/2020 16:54 PDT,85.0,16.0,3.0,281.0,9.0,222.0,11.63,,9.0,88.0,3.3,13.3,,,,285.0,,W,81.9,33.96
VLYC1,09/15/2020 17:54 PDT,83.0,18.0,1.0,269.0,5.99,140.0,11.63,,5.99,82.0,3.3,13.3,,,,295.0,,W,80.48,35.25
VLYC1,09/15/2020 18:54 PDT,74.0,21.0,2.0,146.0,4.0,44.0,11.63,,4.0,70.0,3.3,13.1,,,,135.0,,SE,,31.57
VLYC1,09/15/2020 19:54 PDT,69.0,24.0,3.0,86.0,5.99,1.0,11.63,,5.99,62.0,3.4,13.0,,,,64.0,,E,,30.62
VLYC1,09/15/2020 20:54 PDT,67.0,18.0,3.0,130.0,7.0,0.0,11.63,,7.0,60.0,3.4,12.9,,,,98.0,,SE,,22.03
VLYC1,09/15/2020 21:54 PDT,69.0,15.0,2.0,135.0,5.0,0.0,11.63,,5.0,60.0,3.5,12.9,,,,131.0,,SE,,19.41
VLYC1,09/15/2020 22:54 PDT,63.0,19.0,3.0,119.0,7.0,0.0,11.63,,7.0,56.0,3.5,12.9,,,,78.0,,ESE,,19.98
VLYC1,09/15/2020 23:54 PDT,61.0,19.0,1.0,84.0,5.0,0.0,11.63,,5.0,54.0,3.5,12.9,,,,76.0,,E,,18.32
VLYC1,09/16/2020 00:54 PDT,61.0,20.0,2.0,110.0,5.0,0.0,11.63,,5.0,54.0,3.6,12.9,,,,79.0,,ESE,,19.51
VLYC1,09/16/2020 01:54 PDT,59.0,22.0,4.0,92.0,5.99,0.0,11.63,,5.99,53.0,3.7,12.8,,,,91.0,,E,,20.05
VLYC1,09/16/2020 02:54 PDT,60.0,22.0,4.0,68.0,7.0,0.0,11.63,,7.0,53.0,3.7,12.8,,,,63.0,,ENE,,20.89
VLYC1,09/16/2020 03:54 PDT,62.0,21.0,4.0,86.0,5.99,0.0,11.63,,5.99,54.0,3.8,12.8,,,,75.0,,E,,21.48
VLYC1,09/16/2020 04:54 PDT,58.0,24.0,2.0,109.0,5.99,0.0,11.63,,5.99,51.0,3.7,12.8,,,,98.0,,ESE,,21.24
VLYC1,09/16/2020 05:54 PDT,55.0,28.0,3.0,115.0,5.0,0.0,11.63,,5.0,50.0,3.8,12.8,,,,73.0,,ESE,,22.3
VLYC1,09/16/2020 06:54 PDT,56.0,28.0,4.0,91.0,7.0,4.0,11.63,,7.0,51.0,3.9,12.8,,,,84.0,,E,,23.17
VLYC1,09/16/2020 07:54 PDT,65.0,26.0,2.0,78.0,5.99,91.0,11.63,,5.99,62.0,4.2,12.9,,,,118.0,,ENE,,29.16
VLYC1,09/16/2020 08:54 PDT,77.0,18.0,0.0,,3.0,268.0,11.63,,3.0,77.0,4.3,13.2,,,,121.0,,,,30.29
VLYC1,09/16/2020 09:54 PDT,84.0,12.0,2.0,241.0,4.0,462.0,11.63,,4.0,88.0,4.4,13.3,,,,271.0,,WSW,80.95,26.17
VLYC1,09/16/2020 10:54 PDT,87.0,10.0,3.0,319.0,7.0,623.0,11.63,,7.0,94.0,4.1,13.2,,,,347.0,,NW,82.92,24.2
VLYC1,09/16/2020 11:54 PDT,87.0,11.0,5.0,280.0,9.0,752.0,11.63,,9.0,97.0,3.7,13.2,,,,324.0,,W,83.08,26.46
VLYC1,09/16/2020 12:54 PDT,89.0,13.0,5.0,280.0,9.0,616.0,11.63,,9.0,98.0,3.7,13.2,,,,295.0,,W,85.07,32.07
VLYC1,09/16/2020 13:54 PDT,88.0,12.0,5.0,284.0,10.0,619.0,11.63,,10.0,96.0,3.4,13.3,,90.0,55.0,296.0,,WNW,84.05,29.33
VLYC1,09/16/2020 14:54 PDT,88.0,12.0,3.0,287.0,7.0,367.0,11.63,,7.0,92.0,3.4,13.2,,,,285.0,,WNW,84.05,29.33
VLYC1,09/16/2020 15:54 PDT,88.0,11.0,2.0,290.0,8.0,288.0,11.63,,8.0,91.0,3.3,13.3,,,,319.0,,WNW,83.86,27.24
VLYC1,09/16/2020 16:54 PDT,85.0,13.0,0.0,,4.0,141.0,11.63,,4.0,84.0,3.3,13.2,,,,311.0,,,81.86,28.88
VLYC1,09/16/2020 17:54 PDT,81.0,13.0,2.0,73.0,4.0,51.0,11.63,,4.0,78.0,3.3,13.0,,,,55.0,,ENE,79.41,25.69
VLYC1,09/16/2020 18:54 PDT,73.0,19.0,3.0,91.0,5.0,21.0,11.63,,5.0,69.0,3.2,13.0,,,,82.0,,E,,28.29
VLYC1,09/16/2020 19:54 PDT,71.0,16.0,2.0,81.0,5.99,0.0,11.63,,5.99,64.0,3.3,12.9,,,,64.0,,E,,22.54
VLYC1,09/16/2020 20:54 PDT,67.0,16.0,3.0,105.0,5.0,0.0,11.63,,5.0,59.0,3.4,12.9,,,,80.0,,ESE,,19.28
VLYC1,09/16/2020 21:54 PDT,66.0,13.0,3.0,104.0,7.0,0.0,11.63,,7.0,59.0,3.4,12.9,,,,72.0,,ESE,,13.73
VLYC1,09/16/2020 22:54 PDT,63.0,14.0,3.0,102.0,7.0,0.0,11.63,,7.0,56.0,3.4,12.9,,,,79.0,,ESE,,12.99
VLYC1,09/16/2020 23:54 PDT,63.0,14.0,2.0,84.0,8.0,0.0,11.63,,8.0,57.0,3.4,12.8,,,,51.0,,E,,12.99
VLYC1,09/17/2020 00:54 PDT,60.0,16.0,3.0,118.0,7.0,0.0,11.63,,7.0,54.0,3.5,12.8,,,,59.0,,ESE,,13.57
VLYC1,09/17/2020 01:54 PDT,61.0,16.0,4.0,113.0,5.99,0.0,11.63,,5.99,55.0,3.5,12.8,,,,88.0,,ESE,,14.38
VLYC1,09/17/2020 02:54 PDT,61.0,16.0,3.0,115.0,7.0,0.0,11.63,,7.0,54.0,3.5,12.8,,,,50.0,,ESE,,14.38
VLYC1,09/17/2020 03:54 PDT,62.0,16.0,4.0,100.0,8.0,0.0,11.63,,8.0,57.0,3.5,12.8,,,,78.0,,E,,15.2
VLYC1,09/17/2020 04:54 PDT,60.0,18.0,2.0,83.0,5.0,0.0,11.63,,5.0,53.0,3.6,12.7,,,,71.0,,E,,16.24
VLYC1,09/17/2020 05:54 PDT,58.0,21.0,3.0,100.0,5.99,0.0,11.63,,5.99,52.0,3.6,12.7,,,,105.0,,E,,18.12
VLYC1,09/17/2020 06:54 PDT,60.0,20.0,3.0,95.0,5.99,4.0,11.63,,5.99,54.0,3.6,12.8,,,,43.0,,E,,18.67
VLYC1,09/17/2020 07:54 PDT,64.0,21.0,1.0,87.0,4.0,56.0,11.63,,4.0,61.0,3.8,12.8,,,,93.0,,E,,23.17
VLYC1,09/17/2020 08:54 PDT,70.0,24.0,0.0,,3.0,139.0,11.63,,3.0,69.0,3.9,13.0,,,,44.0,,,,31.47
VLYC1,09/17/2020 09:54 PDT,76.0,25.0,0.0,,2.0,254.0,11.63,,2.0,76.0,3.9,13.4,,,,191.0,,,,37.62
VLYC1,09/17/2020 10:54 PDT,82.0,13.0,3.0,276.0,5.0,425.0,11.63,,5.0,86.0,4.0,13.3,,,,283.0,,W,79.64,26.49
VLYC1,09/17/2020 11:54 PDT,83.0,8.0,3.0,333.0,7.0,449.0,11.63,,7.0,87.0,3.8,13.3,,,,326.0,,NNW,79.68,15.99
VLYC1,09/17/2020 12:54 PDT,84.0,9.0,1.0,198.0,5.0,346.0,11.63,,5.0,87.0,3.8,13.3,,,,290.0,,SSW,80.53,19.44
VLYC1,09/17/2020 13:54 PDT,83.0,9.0,0.0,,4.0,235.0,11.63,,4.0,84.0,3.7,13.4,,89.0,58.0,273.0,,,79.8,18.67
VLYC1,09/17/2020 14:54 PDT,82.0,13.0,1.0,201.0,3.0,129.0,11.63,,3.0,82.0,3.6,13.3,,,,151.0,,SSW,79.64,26.49
VLYC1,09/17/2020 15:54 PDT,81.0,13.0,0.0,,3.0,111.0,11.63,,3.0,81.0,3.6,13.2,,,,138.0,,,79.41,25.69
VLYC1,09/17/2020 16:54 PDT,80.0,9.0,1.0,88.0,5.0,56.0,11.63,,5.0,77.0,3.6,13.1,,,,166.0,,E,,16.37
VLYC1,09/17/2020 17:54 PDT,84.0,15.0,5.99,150.0,14.01,34.0,11.63,,14.01,82.0,3.6,13.0,,,,126.0,,SSE,81.12,31.56
