nftype,speed,carga,heat,ch,wind,slope,fch,fp,fv,HROS,BROS,FROS
22,0.16272,3.249,4870,15,50,25,0.28950439437739456,1.66795625,8.731499999999997,0.489899197492822,0.0,2.142354688790274e-27
22,0.16272,3.249,4870,15,50,30,0.28950439437739456,1.821925,8.731499999999997,0.4971523812411524,0.0,2.1740732388336647e-27
22,0.16272,3.249,4870,15,50,35,0.28950439437739456,1.9826862499999998,8.731499999999997,0.5047255471326809,0.0,2.2071910874436137e-27
22,0.16272,3.249,4870,15,50,40,0.28950439437739456,2.15024,8.731499999999997,0.5126186951674075,0.0,2.2417082346201203e-27
22,0.16272,3.249,4870,15,50,45,0.28950439437739456,2.32458625,8.731499999999997,0.5208318253453322,0.0,2.277624680363185e-27
22,0.16272,3.249,4870,15,50,50,0.28950439437739456,2.505725,8.731499999999997,0.5293649376664551,0.0,2.314940424672808e-27
22,0.16272,3.249,4870,15,50,55,0.28950439437739456,2.6936562499999996,8.731499999999997,0.5382180321307761,0.0,2.3536554675489893e-27
22,0.16272,3.249,4870,15,50,60,0.28950439437739456,2.8883799999999997,8.731499999999997,0.5473911087382951,0.0,2.3937698089917278e-27
22,0.16272,3.249,4870,15,55,0,0.28950439437739456,1.0,7.538124999999997,0.4022153163626609,0.0,4.77856014827214e-30
22,0.16272,3.249,4870,15,55,5,0.28950439437739456,1.12000625,7.538124999999997,0.4078685893950007,0.0,4.8457244359575016e-30
22,0.16272,3.249,4870,15,55,10,0.28950439437739456,1.246805,7.538124999999997,0.4138418445705387,0.0,4.916690304178068e-30
22,0.16272,3.249,4870,15,55,15,0.28950439437739456,1.3803962499999998,7.538124999999997,0.42013508188927473,0.0,4.9914577529338384e-30
22,0.16272,3.249,4870,15,55,20,0.28950439437739456,1.52078,7.538124999999997,0.4267483013512089,0.0,5.070026782224812e-30
22,0.16272,3.249,4870,15,55,25,0.28950439437739456,1.66795625,7.538124999999997,0.43368150295634117,0.0,5.1523973920509904e-30
22,0.16272,3.249,4870,15,55,30,0.28950439437739456,1.821925,7.538124999999997,0.4409346867046716,0.0,5.238569582412373e-30
22,0.16272,3.249,4870,15,55,35,0.28950439437739456,1.9826862499999998,7.538124999999997,0.44850785259620013,0.0,5.328543353308959e-30
22,0.16272,3.249,4870,15,55,40,0.28950439437739456,2.15024,7.538124999999997,0.4564010006309267,0.0,5.422318704740749e-30
22,0.16272,3.249,4870,15,55,45,0.28950439437739456,2.32458625,7.538124999999997,0.4646141308088514,0.0,5.5198956367077426e-30
