Ecc,F1,K1,K2,K3,K4,K5
0,0.75,0.38699109794096287,1.6389327562249811,0.7503597062401814,0.32546220197255793,1.6020360396423667
0.777501,0.94,0.4697796402224726,1.0428434977844057,0.009345851552666096,0.16741459494563826,1.0404140154199497
0.933123,0.92,0.3599172237598142,1.0678901512084928,0.5893317477870694,0.1634603415662198,1.3060018646304263
0.979768,0.93,0.3404381245769535,1.0402622599958202,0.5216376817468034,0.5470749105358049,1.52466527055808
0.993808,0.93,0.3483766357800673,1.115482635576516,0.46366225216156653,0.8931890365257562,1.0130453276615972
0.998082,0.93,0.4120299674069938,1.6643558782244243,0.6850078641097923,0.050442327300009956,1.917402036208386
0.999401,0.95,0.6422746399731386,1.4496820950888043,0.4325250554798135,0.16974638455665736,1.3427347296811614
