Ecc,F1,K1,K2,K3,K4,K5
0,0.75,0.12446266110844673,1.9298216799397725,0.8141961091550877,0.544637392770342,1.794606845394189
0.5,0.89,0.16759852329851366,1.005918354680445,0.09048087025356288,0.6742919295343586,1.4122602308886492
0.7,0.9,0.42120062094936545,1.2419749537102205,0.7753182303879806,0.48131212715612137,1.2205167840337665
0.9,0.89,0.14060200087116292,1.5746393458681789,0.9149974219008618,0.6041280734805385,1.1217557395584745
0.95,0.91,0.13698272431735029,1.835447733433461,0.9977612483823407,0.6877270320545131,1.6099473860233529
