125020,125021,6,14.6147,0
125021,125022,13,14.6147,0
125022,125023,20,14.6147,0
125023,125024,27,14.6147,0
125024,125025,34,14.6147,0
125025,125026,41,14.6147,0
125026,125027,48,14.6147,0
125027,125028,55,14.6147,0
125028,125029,62,14.6147,0
125029,125030,69,14.6147,0
125030,125031,76,14.6147,0
125031,125032,83,14.6147,0
125032,125033,90,14.6147,0
125033,125034,97,14.6147,0
125034,125035,104,14.6147,0
125035,125036,111,14.6147,0
125036,125037,118,14.6147,0
125037,125038,125,14.6147,0
125038,125039,132,14.6147,0
125039,125040,139,14.6147,0
125040,125041,146,14.6147,0
125041,125042,153,14.6147,0
125042,125043,160,14.6147,0
125043,125044,167,14.6147,0
125044,125045,174,14.6147,0
125045,125046,181,14.6147,0
125046,125047,188,14.6147,0
125047,125048,195,14.6147,0
125048,125049,202,14.6147,0
125049,125050,209,14.6147,0
125050,125051,216,14.6147,0
125051,125052,223,14.6147,0
125052,125053,230,14.6147,0
125053,125054,237,14.6147,0
125054,125055,244,14.6147,0
125055,125056,251,14.6147,0
125056,125057,258,14.6147,0
125057,125058,265,14.6147,0
125058,125059,272,14.6147,0
125059,125060,279,14.6147,0
125060,125061,286,14.6147,0
125061,125062,293,14.6147,0
