,Instance,HFactor,BFactor,FFactor,EFactor,fperiod,ADI,ADI_ue,ADIoe,F1,norm,MSE,area_c2f,SSIM,area_ref,time
0,0,0.5,0.0,2.0,2.0,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,1.2607543468475342
1,1,0.5,0.0,2.0,2.0,0.5,9.455958549222798,6.557364914877868,2.89859363434493,0.5428544904139903,113.02654555457315,0.1604677745537677,5267,0.8013923664302594,10210,3.475834846496582
2,2,0.5,0.0,2.0,2.0,1.0,9.512378094523632,6.659414853713429,2.8529632408102024,0.5427973029340538,112.60550608207397,0.15927447212068685,5136,0.8028538594862609,10210,2.4804790019989014
3,3,0.5,0.0,2.0,2.0,1.5,9.611827141774071,6.740712661106899,2.8711144806671722,0.5420695032210621,112.59662517144997,0.15924934996420093,5106,0.8028005146290909,10210,1.860008955001831
4,4,0.5,0.0,2.0,2.5,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,1.0668489933013916
5,5,0.5,0.0,2.0,2.5,0.5,8.46469104665826,5.437578814627995,3.027112232030265,0.548495459486913,115.86630226256467,0.16863247541168935,6387,0.7901477065540055,10210,3.8050358295440674
6,6,0.5,0.0,2.0,2.5,1.0,8.680546519193234,5.64281067013663,3.0377358490566038,0.5469144441283078,115.50757550914139,0.16758990591752396,6206,0.7915851129609611,10210,2.146182060241699
7,7,0.5,0.0,2.0,2.5,1.5,8.680473372781066,5.712689020381328,2.967784352399737,0.5474570469724931,114.90430801323335,0.16584391604175303,6035,0.7937356996659347,10210,1.775357961654663
8,8,0.5,0.0,2.5,2.0,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,0.8581409454345703
9,9,0.5,0.0,2.5,2.0,0.5,7.775462962962963,4.908564814814815,2.8668981481481484,0.555096776677334,115.91376104673681,0.16877064727236185,6682,0.7889346996754026,10210,3.5315182209014893
10,10,0.5,0.0,2.5,2.0,1.0,8.14580801944107,5.202916160388821,2.942891859052248,0.5515245222777667,115.79291860904102,0.16841893708155908,6490,0.790291030893692,10210,2.6503310203552246
11,11,0.5,0.0,2.5,2.0,1.5,8.295835922933499,5.3455562461156,2.950279676817899,0.5503427732440684,115.53354491228943,0.1676652723869817,6356,0.7915786435604134,10210,1.8234870433807373
12,12,0.5,0.0,2.5,2.5,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,0.875706672668457
13,13,0.5,0.0,2.5,2.5,0.5,6.246428571428571,3.5580357142857144,2.688392857142857,0.5715594657402842,118.28778466096996,0.1757546067754456,8262,0.7758938789549664,10210,4.163955926895142
14,14,0.5,0.0,2.5,2.5,1.0,6.418097447795824,3.737819025522042,2.680278422273782,0.5697737472894494,117.60527199067225,0.17373227317832962,7931,0.7797557063350032,10210,2.381606101989746
15,15,0.5,0.0,2.5,2.5,1.5,6.445018796992481,3.797932330827068,2.6470864661654137,0.5698646698587717,117.11105840184351,0.17227518810214668,7761,0.7816554951359688,10210,1.8806240558624268
16,16,0.5,0.5,2.0,2.0,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,0.8684639930725098
17,17,0.5,0.5,2.0,2.0,0.5,9.455958549222798,6.557364914877868,2.89859363434493,0.5428544904139903,113.02654555457315,0.1604677745537677,5267,0.8013923664302594,10210,3.2775259017944336
18,18,0.5,0.5,2.0,2.0,1.0,9.512378094523632,6.659414853713429,2.8529632408102024,0.5427973029340538,112.60550608207397,0.15927447212068685,5136,0.8028538594862609,10210,1.9850921630859375
19,19,0.5,0.5,2.0,2.0,1.5,9.611827141774071,6.740712661106899,2.8711144806671722,0.5420695032210621,112.59662517144997,0.15924934996420093,5106,0.8028005146290909,10210,1.5857579708099365
20,20,0.5,0.5,2.0,2.5,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,0.9013261795043945
21,21,0.5,0.5,2.0,2.5,0.5,8.46469104665826,5.437578814627995,3.027112232030265,0.548495459486913,115.86630226256467,0.16863247541168935,6387,0.7901477065540055,10210,3.594555139541626
22,22,0.5,0.5,2.0,2.5,1.0,8.680546519193234,5.64281067013663,3.0377358490566038,0.5469144441283078,115.50757550914139,0.16758990591752396,6206,0.7915851129609611,10210,2.517106771469116
23,23,0.5,0.5,2.0,2.5,1.5,8.680473372781066,5.712689020381328,2.967784352399737,0.5474570469724931,114.90430801323335,0.16584391604175303,6035,0.7937356996659347,10210,1.7503080368041992
24,24,0.5,0.5,2.5,2.0,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,0.8650729656219482
25,25,0.5,0.5,2.5,2.0,0.5,7.775462962962963,4.908564814814815,2.8668981481481484,0.555096776677334,115.91376104673681,0.16877064727236185,6682,0.7889346996754026,10210,3.4911110401153564
26,26,0.5,0.5,2.5,2.0,1.0,8.14580801944107,5.202916160388821,2.942891859052248,0.5515245222777667,115.79291860904102,0.16841893708155908,6490,0.790291030893692,10210,2.190035104751587
27,27,0.5,0.5,2.5,2.0,1.5,8.295835922933499,5.3455562461156,2.950279676817899,0.5503427732440684,115.53354491228943,0.1676652723869817,6356,0.7915786435604134,10210,2.3414011001586914
28,28,0.5,0.5,2.5,2.5,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,1.1072349548339844
29,29,0.5,0.5,2.5,2.5,0.5,6.246428571428571,3.5580357142857144,2.688392857142857,0.5715594657402842,118.28778466096996,0.1757546067754456,8262,0.7758938789549664,10210,4.578859090805054
30,30,0.5,0.5,2.5,2.5,1.0,6.418097447795824,3.737819025522042,2.680278422273782,0.5697737472894494,117.60527199067225,0.17373227317832962,7931,0.7797557063350032,10210,2.5529391765594482
31,31,0.5,0.5,2.5,2.5,1.5,6.445018796992481,3.797932330827068,2.6470864661654137,0.5698646698587717,117.11105840184351,0.17227518810214668,7761,0.7816554951359688,10210,2.241359233856201
32,32,0.5,1.0,2.0,2.0,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,0.9992630481719971
33,33,0.5,1.0,2.0,2.0,0.5,9.455958549222798,6.557364914877868,2.89859363434493,0.5428544904139903,113.02654555457315,0.1604677745537677,5267,0.8013923664302594,10210,3.1300618648529053
34,34,0.5,1.0,2.0,2.0,1.0,9.512378094523632,6.659414853713429,2.8529632408102024,0.5427973029340538,112.60550608207397,0.15927447212068685,5136,0.8028538594862609,10210,1.9712159633636475
35,35,0.5,1.0,2.0,2.0,1.5,9.611827141774071,6.740712661106899,2.8711144806671722,0.5420695032210621,112.59662517144997,0.15924934996420093,5106,0.8028005146290909,10210,1.8001718521118164
36,36,0.5,1.0,2.0,2.5,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,0.8882009983062744
37,37,0.5,1.0,2.0,2.5,0.5,8.46469104665826,5.437578814627995,3.027112232030265,0.548495459486913,115.86630226256467,0.16863247541168935,6387,0.7901477065540055,10210,4.6521031856536865
38,38,0.5,1.0,2.0,2.5,1.0,8.680546519193234,5.64281067013663,3.0377358490566038,0.5469144441283078,115.50757550914139,0.16758990591752396,6206,0.7915851129609611,10210,2.184465169906616
39,39,0.5,1.0,2.0,2.5,1.5,8.680473372781066,5.712689020381328,2.967784352399737,0.5474570469724931,114.90430801323335,0.16584391604175303,6035,0.7937356996659347,10210,1.8978328704833984
40,40,0.5,1.0,2.5,2.0,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,1.482187032699585
41,41,0.5,1.0,2.5,2.0,0.5,7.775462962962963,4.908564814814815,2.8668981481481484,0.555096776677334,115.91376104673681,0.16877064727236185,6682,0.7889346996754026,10210,3.483062982559204
42,42,0.5,1.0,2.5,2.0,1.0,8.14580801944107,5.202916160388821,2.942891859052248,0.5515245222777667,115.79291860904102,0.16841893708155908,6490,0.790291030893692,10210,2.390995979309082
43,43,0.5,1.0,2.5,2.0,1.5,8.295835922933499,5.3455562461156,2.950279676817899,0.5503427732440684,115.53354491228943,0.1676652723869817,6356,0.7915786435604134,10210,2.3481028079986572
44,44,0.5,1.0,2.5,2.5,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,0.8585691452026367
45,45,0.5,1.0,2.5,2.5,0.5,6.246428571428571,3.5580357142857144,2.688392857142857,0.5715594657402842,118.28778466096996,0.1757546067754456,8262,0.7758938789549664,10210,4.355938196182251
46,46,0.5,1.0,2.5,2.5,1.0,6.418097447795824,3.737819025522042,2.680278422273782,0.5697737472894494,117.60527199067225,0.17373227317832962,7931,0.7797557063350032,10210,2.9747698307037354
47,47,0.5,1.0,2.5,2.5,1.5,6.445018796992481,3.797932330827068,2.6470864661654137,0.5698646698587717,117.11105840184351,0.17227518810214668,7761,0.7816554951359688,10210,2.1301162242889404
48,48,0.5,1.5,2.0,2.0,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,0.8592171669006348
49,49,0.5,1.5,2.0,2.0,0.5,9.455958549222798,6.557364914877868,2.89859363434493,0.5428544904139903,113.02654555457315,0.1604677745537677,5267,0.8013923664302594,10210,3.4216179847717285
50,50,0.5,1.5,2.0,2.0,1.0,9.512378094523632,6.659414853713429,2.8529632408102024,0.5427973029340538,112.60550608207397,0.15927447212068685,5136,0.8028538594862609,10210,1.9625279903411865
51,51,0.5,1.5,2.0,2.0,1.5,9.611827141774071,6.740712661106899,2.8711144806671722,0.5420695032210621,112.59662517144997,0.15924934996420093,5106,0.8028005146290909,10210,1.576690912246704
52,52,0.5,1.5,2.0,2.5,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,0.8559648990631104
53,53,0.5,1.5,2.0,2.5,0.5,8.46469104665826,5.437578814627995,3.027112232030265,0.548495459486913,115.86630226256467,0.16863247541168935,6387,0.7901477065540055,10210,3.5536859035491943
54,54,0.5,1.5,2.0,2.5,1.0,8.680546519193234,5.64281067013663,3.0377358490566038,0.5469144441283078,115.50757550914139,0.16758990591752396,6206,0.7915851129609611,10210,2.506096839904785
55,55,0.5,1.5,2.0,2.5,1.5,8.680473372781066,5.712689020381328,2.967784352399737,0.5474570469724931,114.90430801323335,0.16584391604175303,6035,0.7937356996659347,10210,1.7340569496154785
56,56,0.5,1.5,2.5,2.0,0.0,10209.0,10209.0,0.0,0.4658420732954035,101.03959619871806,0.12823604778234163,1,0.8492667822668971,10210,0.8602609634399414
57,57,0.5,1.5,2.5,2.0,0.5,7.775462962962963,4.908564814814815,2.8668981481481484,0.555096776677334,115.91376104673681,0.16877064727236185,6682,0.7889346996754026,10210,3.3380558490753174
58,58,0.5,1.5,2.5,2.0,1.0,8.14580801944107,5.202916160388821,2.942891859052248,0.5515245222777667,115.79291860904102,0.16841893708155908,6490,0.790291030893692,10210,2.0878922939300537
