,datetime,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
0,2001-10-16 13:00:00,0.0,17.7,20,21,235,89.69416876982312,60.2788608,485.89,11.822469314344303,92.01849450493465,33.85333197042159
1,2001-10-16 14:00:00,0.0,16.9,18,25,235,89.76572912290315,60.2364352,485.746,14.611699003146288,91.96260285447703,38.89129791635273
2,2001-10-16 15:00:00,0.0,16.1,20,27,235,89.65332665234845,60.0849152,485.602,15.902635207676065,91.77948826135973,41.04221738661722
3,2001-10-16 16:00:00,0.0,15.8,20,37,270,89.68346448481626,60.0485504,485.548,26.43547584629247,91.73464901860933,56.51051635004651
4,2001-10-16 17:00:00,0.0,13.9,25,43,270,89.411791282861,59.7046,485.206,34.400617790092255,91.31761720687032,66.21559767450395
5,2001-10-16 18:00:00,0.0,12.1,35,45,235,89.04902732629014,59.3000416,484.882,36.11779013400835,90.82945751584002,68.02588314776563
6,2001-10-16 19:00:00,0.0,10.6,41,46,235,89.03301526295611,59.04594256,484.612,37.89718554885237,90.519319216591,69.91228383413247
7,2001-10-16 20:00:00,0.0,11.3,39,18,235,89.04902732629014,59.14609728,484.738,9.265108268743246,90.6424720754977,28.524807670099527
