125020,125021,4,21.958,0
125021,125022,9,21.958,0
125022,125023,14,21.958,0
125023,125024,19,21.958,0
125024,125025,24,21.958,0
125025,125026,29,21.958,0
125026,125027,34,21.958,0
125027,125028,39,21.958,0
125028,125029,44,21.958,0
125029,125030,49,21.958,0
125030,125031,54,21.958,0
125031,125032,59,21.958,0
125032,125033,64,21.958,0
125033,125034,69,21.958,0
125034,125035,74,21.958,0
125035,125036,79,21.958,0
125036,125037,84,21.958,0
125037,125038,89,21.958,0
125038,125039,94,21.958,0
125039,125040,99,21.958,0
125040,125041,104,21.958,0
125041,125042,109,21.958,0
125042,125043,114,21.958,0
125043,125044,119,21.958,0
125044,125045,124,21.958,0
125045,125046,129,21.958,0
125046,125047,134,21.958,0
125047,125048,139,21.958,0
125048,125049,144,21.958,0
125049,125050,149,21.958,0
125050,125051,154,21.958,0
125051,125052,159,21.958,0
125052,125053,164,21.958,0
125053,125054,169,21.958,0
125054,125055,174,21.958,0
125055,125056,179,21.958,0
125056,125057,184,21.958,0
125057,125058,189,21.958,0
125058,125059,194,21.958,0
125059,125060,199,21.958,0
125060,125061,204,21.958,0
125061,125062,209,21.958,0
125062,125063,214,21.958,0
125063,125064,219,21.958,0
125064,125065,224,21.958,0
125065,125066,229,21.958,0
125066,125067,234,21.958,0
125067,125068,239,21.958,0
125068,125069,244,21.958,0
125069,125070,249,21.958,0
125070,125071,254,21.958,0
125071,125072,259,21.958,0
125072,125073,264,21.958,0
125073,125074,269,21.958,0
125074,125075,274,21.958,0
125075,125076,279,21.958,0
125076,125077,284,21.958,0
125077,125078,289,21.958,0
125078,125079,294,21.958,0
125079,125080,299,21.958,0
