780,740,6,14.5537
780,781,10,9.77078
780,779,10,9.77078
780,739,11,12.7287
780,741,11,12.7287
780,820,13,7.35399
740,700,13,14.5537
780,821,17,7.92837
780,819,17,7.92837
740,701,18,12.7287
740,699,18,12.7287
739,699,18,14.5537
741,701,18,14.5537
700,660,20,14.5537
781,782,21,9.77078
779,778,21,9.77078
781,742,22,12.7287
739,738,22,9.77078
779,738,22,12.7287
741,742,22,9.77078
739,698,23,12.7287
741,702,23,12.7287
700,659,25,12.7287
700,661,25,12.7287
699,659,25,14.5537
701,661,25,14.5537
660,620,27,14.5537
820,860,27,7.35399
781,822,28,7.92837
821,822,28,9.77078
819,818,28,9.77078
779,818,28,7.92837
698,658,30,14.5537
702,662,30,14.5537
699,658,30,12.7287
701,662,30,12.7287
820,859,31,7.92837
820,861,31,7.92837
821,861,31,7.35399
819,859,31,7.35399
659,619,32,14.5537
661,621,32,14.5537
660,619,32,12.7287
660,621,32,12.7287
778,777,32,9.77078
782,783,32,9.77078
778,737,33,12.7287
782,743,33,12.7287
742,743,33,9.77078
738,737,33,9.77078
620,580,34,14.5537
698,697,34,9.77078
702,703,34,9.77078
742,703,34,12.7287
738,697,34,12.7287
698,657,35,12.7287
821,862,35,7.92837
702,663,35,12.7287
819,858,35,7.92837
658,618,37,14.5537
659,618,37,12.7287
661,622,37,12.7287
662,622,37,14.5537
619,579,39,14.5537
621,581,39,14.5537
822,823,39,9.77078
620,579,39,12.7287
620,581,39,12.7287
818,817,39,9.77078
778,817,39,7.92837
782,823,39,7.92837
580,540,41,14.5537
860,900,41,7.35399
663,623,42,14.5537
658,617,42,12.7287
657,617,42,14.5537
662,623,42,12.7287
777,776,43,9.77078
783,784,43,9.77078
618,578,44,14.5537
743,744,44,9.77078
737,736,44,9.77078
777,736,44,12.7287
783,744,44,12.7287
619,578,44,12.7287
621,582,44,12.7287
622,582,44,14.5537
697,696,45,9.77078
743,704,45,12.7287
737,696,45,12.7287
703,704,45,9.77078
861,901,45,7.35399
859,899,45,7.35399
860,899,45,7.92837
860,901,45,7.92837
579,539,46,14.5537
581,541,46,14.5537
862,863,46,9.77078
697,656,46,12.7287
580,539,46,12.7287
580,541,46,12.7287
663,664,46,9.77078
703,664,46,12.7287
822,863,46,7.92837
657,656,46,9.77078
818,857,46,7.92837
858,857,46,9.77078
663,624,47,12.7287
657,616,47,12.7287
540,500,48,14.5537
858,898,49,7.35399
622,583,49,12.7287
859,898,49,7.92837
861,902,49,7.92837
617,577,49,14.5537
623,583,49,14.5537
618,577,49,12.7287
862,902,49,7.35399
823,824,50,9.77078
817,816,50,9.77078
777,816,50,7.92837
783,824,50,7.92837
582,542,51,14.5537
581,542,51,12.7287
579,538,51,12.7287
578,538,51,14.5537
858,897,53,7.92837
541,501,53,14.5537
540,499,53,12.7287
540,501,53,12.7287
539,499,53,14.5537
862,903,53,7.92837
616,576,54,14.5537
624,584,54,14.5537
617,576,54,12.7287
623,584,54,12.7287
784,785,54,9.77078
776,775,54,9.77078
744,745,55,9.77078
500,460,55,14.5537
900,940,55,7.35399
784,745,55,12.7287
776,735,55,12.7287
736,735,55,9.77078
744,705,56,12.7287
582,543,56,12.7287
577,537,56,14.5537
696,695,56,9.77078
583,543,56,14.5537
