num,nftype,ws,wd,slope,mc1,mc10,mc100,mcHerb,mcWoody,Load_1h,Load_10h,Load_100h,Load_Live_Herb,Load_Live_Woody,SA/V_1h,SA/V_Live_Herb,SA/V_Live_Woody,Fuel_Bed_Depth,Mx_dead,HROS,FROS,BROS
40068,108,30,0,45,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,361.48,20.82424685,1.199649377
40072,108,30,0,50,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,364.19,20.86794547,1.195725165
40076,108,30,0,55,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,367.18,20.91228037,1.191032928
40080,108,30,0,60,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,370.46,20.96140976,1.186040865
40084,108,30,0,65,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,374.02,21.01092315,1.18030825
40088,108,30,0,70,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,377.87,21.06858788,1.174703986
40092,108,30,0,75,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,382.01,21.12687895,1.168411859
40096,108,30,0,80,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,386.43,21.18873544,1.161821053
40100,108,30,0,85,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,391.13,21.2575735,1.155330532
40320,108,35,0,0,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,421.56,21.66764753,1.113689509
40324,108,35,0,5,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,421.7,21.6679048,1.113346214
40328,108,35,0,10,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,422.13,21.67612129,1.113055774
40332,108,35,0,15,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,422.85,21.68534318,1.112106205
40336,108,35,0,20,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,423.84,21.69798516,1.110802567
40340,108,35,0,25,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,425.13,21.71554385,1.109225048
40344,108,35,0,30,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,426.69,21.73298489,1.106945633
40348,108,35,0,35,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,428.55,21.75867966,1.104748899
40352,108,35,0,40,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,430.69,21.78464768,1.101885055
40356,108,35,0,45,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,433.11,21.81768219,1.09905395
40360,108,35,0,50,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,435.82,21.85134109,1.095592463
40364,108,35,0,55,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,438.82,21.888954,1.091851573
40368,108,35,0,60,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,442.09,21.92941683,1.087786022
40372,108,35,0,65,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,445.66,21.97410638,1.083474737
40376,108,35,0,70,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,449.51,22.02190685,1.078873399
40380,108,35,0,75,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,453.64,22.07269454,1.073987841
40384,108,35,0,80,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,458.06,22.12349595,1.068526117
40388,108,35,0,85,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,462.77,22.1808404,1.063140827
40608,108,40,0,0,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,495.43,22.55787284,1.027102975
40612,108,40,0,5,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,495.57,22.55785193,1.026810912
40616,108,40,0,10,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,496.0,22.56463417,1.026537732
40620,108,40,0,15,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,496.71,22.57135943,1.025681518
40624,108,40,0,20,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,497.71,22.58165962,1.024555165
40628,108,40,0,25,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,499.0,22.598691,1.023448567
40632,108,40,0,30,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,500.56,22.61513494,1.021744303
40636,108,40,0,35,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,502.42,22.63549412,1.019795378
40640,108,40,0,40,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,504.56,22.65881221,1.017563364
40644,108,40,0,45,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,506.98,22.68503192,1.015051232
40648,108,40,0,50,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,509.69,22.71453517,1.012282187
40652,108,40,0,55,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,512.68,22.74680258,1.009239735
40656,108,40,0,60,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,515.96,22.78219978,1.005947412
40660,108,40,0,65,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,519.53,22.82063879,1.002409013
40664,108,40,0,70,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,523.38,22.86158915,0.998609535
40668,108,40,0,75,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,527.51,22.90495986,0.994554011
40672,108,40,0,80,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,531.93,22.95108764,0.990266433
40676,108,40,0,85,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,536.64,22.99986586,0.98575177
40896,108,45,0,0,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,571.31,23.34898411,0.954254361
40900,108,45,0,5,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,571.45,23.35173575,0.954245451
40904,108,45,0,10,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,571.88,23.35445725,0.953750216
40908,108,45,0,15,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,572.59,23.36266818,0.953237508
40912,108,45,0,20,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,573.59,23.37082699,0.952240371
40916,108,45,0,25,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,574.87,23.38443394,0.9512268
40920,108,45,0,30,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,576.44,23.39794536,0.949732578
40924,108,45,0,35,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,578.3,23.41724198,0.948240052
40928,108,45,0,40,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,580.43,23.43851446,0.946477543
40932,108,45,0,45,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,582.86,23.45999156,0.944259692
40936,108,45,0,50,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,585.57,23.48669899,0.942030892
40940,108,45,0,55,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,588.56,23.51563828,0.939556279
40944,108,45,0,60,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,591.84,23.54714967,0.93685499
40948,108,45,0,65,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,595.41,23.57826042,0.93370008
40952,108,45,0,70,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,599.26,23.61432659,0.930541702
40956,108,45,0,75,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,603.39,23.65236417,0.927152142
40960,108,45,0,80,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,607.81,23.69556506,0.923775199
40964,108,45,0,85,3,4,5,30,60,1.12,2.25,0.0,16.4,0.0,4921,4265,0,122,30,612.52,23.73808779,0.919964755
43776,109,0,0,0,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,3.3,3.3,3.3
43780,109,0,0,5,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,3.55,2.882813807,2.341018435
43784,109,0,0,10,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,4.28,3.04049949,2.159961951
43788,109,0,0,15,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,5.5,3.475654094,2.196394797
43792,109,0,0,20,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,7.22,4.109042259,2.338535774
43796,109,0,0,25,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,9.42,4.862031475,2.509485145
43800,109,0,0,30,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,12.11,5.717105525,2.699033491
43804,109,0,0,35,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,15.3,6.624653749,2.868368451
43808,109,0,0,40,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,18.97,7.584431199,3.032345631
43812,109,0,0,45,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,23.13,8.561173474,3.168771779
43816,109,0,0,50,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,27.78,9.552271908,3.284589583
43820,109,0,0,55,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,32.92,10.55897145,3.386752068
43824,109,0,0,60,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,38.55,11.56167299,3.467504083
43828,109,0,0,65,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,44.67,12.55403238,3.528178397
43832,109,0,0,70,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,51.28,13.54312334,3.576758771
43836,109,0,0,75,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,58.38,14.52528206,3.613974286
43840,109,0,0,80,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,65.96,15.49528383,3.640142828
43844,109,0,0,85,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,74.04,16.44376032,3.652042862
44064,109,5,0,0,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,66.24,15.52508708,3.638712696
44068,109,5,0,5,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,66.48,15.55736568,3.640668276
44072,109,5,0,10,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,67.21,15.64399242,3.641340557
44076,109,5,0,15,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,68.44,15.78553355,3.64089815
44080,109,5,0,20,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,70.15,15.99842883,3.6486062
44084,109,5,0,25,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,72.36,16.24763618,3.648226664
44088,109,5,0,30,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,75.05,16.55993604,3.653983765
44092,109,5,0,35,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,78.23,16.90862332,3.654627924
44096,109,5,0,40,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,81.9,17.30014461,3.654395648
44100,109,5,0,45,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,86.06,17.7406598,3.657111434
44104,109,5,0,50,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,90.71,18.21250708,3.656657638
44108,109,5,0,55,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,95.85,18.71002879,3.652218857
44112,109,5,0,60,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,101.48,19.22779027,3.643160411
44116,109,5,0,65,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,107.6,19.78403951,3.637622857
44120,109,5,0,70,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,114.21,20.3503793,3.626109253
44124,109,5,0,75,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,121.31,20.93396364,3.612487294
44128,109,5,0,80,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,128.9,21.53058146,3.59632225
44132,109,5,0,85,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,136.97,22.14621191,3.580745434
44352,109,10,0,0,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,165.15,24.08774195,3.513286782
44356,109,10,0,5,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,165.4,24.10188767,3.51209788
44360,109,10,0,10,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,166.13,24.15240682,3.511339043
44364,109,10,0,15,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,167.36,24.23060857,3.508140485
44368,109,10,0,20,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,169.07,24.34398362,3.50523179
44372,109,10,0,25,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,171.27,24.48184321,3.499507484
44376,109,10,0,30,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,173.97,24.64437233,3.491090922
44380,109,10,0,35,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,177.15,24.83832349,3.48259844
44384,109,10,0,40,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,180.82,25.06340306,3.474030378
44388,109,10,0,45,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,184.98,25.31772288,3.465169703
44392,109,10,0,50,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,189.63,25.58833163,3.452843514
44396,109,10,0,55,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,194.77,25.88412678,3.439893305
44400,109,10,0,60,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,200.4,26.20293253,3.426116134
44404,109,10,0,65,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,206.52,26.53176833,3.408554769
44408,109,10,0,70,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,213.13,26.89002244,3.392639736
44412,109,10,0,75,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,220.23,27.26467943,3.375392746
44416,109,10,0,80,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,227.82,27.65359356,3.356690532
44420,109,10,0,85,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,235.89,28.05349421,3.336294619
44640,109,15,0,0,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,284.55,30.28211346,3.222654702
44644,109,15,0,5,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,284.79,30.2873971,3.221062619
44648,109,15,0,10,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,285.53,30.32555822,3.220815611
44652,109,15,0,15,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,286.75,30.37403877,3.217374824
44656,109,15,0,20,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,288.47,30.44477285,3.213104288
44660,109,15,0,25,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,290.67,30.54529498,3.209877337
44664,109,15,0,30,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,293.36,30.65593787,3.203526474
44668,109,15,0,35,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,296.54,30.78614996,3.196152389
44672,109,15,0,40,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,300.21,30.93518457,3.187720744
44676,109,15,0,45,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,304.38,31.10323042,3.178299963
44680,109,15,0,50,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,309.03,31.28732583,3.167643133
44684,109,15,0,55,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,314.17,31.49743622,3.157807837
44688,109,15,0,60,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,319.8,31.71267955,3.144759363
44692,109,15,0,65,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,325.92,31.95176123,3.132409934
44696,109,15,0,70,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,332.52,32.20270042,3.118651252
44700,109,15,0,75,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,339.62,32.46632422,3.103651752
44704,109,15,0,80,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,347.21,32.7502043,3.089127276
44708,109,15,0,85,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,355.29,33.04342461,3.073173773
44928,109,20,0,0,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,419.55,35.19660175,2.952689251
44932,109,20,0,5,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,419.79,35.20749423,2.952827961
44936,109,20,0,10,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,420.53,35.22334215,2.950286145
44940,109,20,0,15,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,421.75,35.27007052,2.949562239
44944,109,20,0,20,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,423.46,35.32065953,2.946084611
44948,109,20,0,25,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,425.67,35.3849562,2.941469038
44952,109,20,0,30,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,428.36,35.47020617,2.937098528
44956,109,20,0,35,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,431.54,35.56768923,2.931502334
44960,109,20,0,40,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,435.21,35.68616658,2.926179281
44964,109,20,0,45,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,439.37,35.80687644,2.918115484
44968,109,20,0,50,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,444.03,35.94842371,2.910364541
44972,109,20,0,55,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,449.17,36.09950822,2.901294596
44976,109,20,0,60,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,454.8,36.26943042,2.892417729
44980,109,20,0,65,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,460.91,36.44770583,2.882200994
44984,109,20,0,70,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,467.52,36.64428445,2.872184255
44988,109,20,0,75,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,474.62,36.84868458,2.860868811
44992,109,20,0,80,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,482.21,37.06025318,2.848266037
44996,109,20,0,85,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,490.29,37.28719148,2.835739356
45216,109,25,0,0,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,567.48,39.31053983,2.723124236
45220,109,25,0,5,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,567.72,39.31866224,2.723098006
45224,109,25,0,10,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,568.46,39.33589356,2.721937379
45228,109,25,0,15,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,569.68,39.36079555,2.719548214
45232,109,25,0,20,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,571.4,39.41162986,2.718369913
45236,109,25,0,25,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,573.6,39.46141339,2.714789307
45240,109,25,0,30,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,576.29,39.5276334,2.711193673
45244,109,25,0,35,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,579.47,39.60160951,2.706417029
45248,109,25,0,40,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,583.14,39.69154964,2.701613871
45252,109,25,0,45,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,587.31,39.79782666,2.696816003
45256,109,25,0,50,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,591.96,39.91034325,2.690782313
45260,109,25,0,55,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,597.1,40.02946733,2.683567668
45264,109,25,0,60,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,602.73,40.16321867,2.676296408
45268,109,25,0,65,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,608.85,40.30284427,2.667848002
45272,109,25,0,70,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,615.45,40.4639135,2.660375815
45276,109,25,0,75,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,622.55,40.6223759,2.650674522
45280,109,25,0,80,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,630.14,40.80197815,2.641954837
45284,109,25,0,85,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,638.22,40.98570144,2.632051209
45504,109,30,0,0,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,726.61,42.87516404,2.529939984
45508,109,30,0,5,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,726.85,42.88143698,2.529844724
45512,109,30,0,10,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,727.58,42.89294661,2.528663334
45516,109,30,0,15,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,728.81,42.91812953,2.527360824
45520,109,30,0,20,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,730.52,42.95573725,2.525865634
45524,109,30,0,25,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,732.72,42.99839332,2.523285605
45528,109,30,0,30,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,735.42,43.05444017,2.520579829
45532,109,30,0,35,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,738.6,43.11470723,2.516758705
45536,109,30,0,40,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,742.27,43.18747445,2.512775606
45540,109,30,0,45,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,746.43,43.27254195,2.508624904
45544,109,30,0,50,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,751.08,43.36968614,2.504300042
45548,109,30,0,55,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,756.22,43.47087005,2.498897865
45552,109,30,0,60,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,761.85,43.57587935,2.492429299
45556,109,30,0,65,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,767.97,43.69998786,2.486671275
45560,109,30,0,70,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,774.58,43.82737345,2.479845418
45564,109,30,0,75,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,781.68,43.96548823,2.472833072
45568,109,30,0,80,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,789.27,44.10631586,2.464767569
45572,109,30,0,85,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,797.34,44.26434383,2.45733581
45792,109,35,0,0,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,895.69,46.03732616,2.366259978
45796,109,35,0,5,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,895.93,46.04228996,2.366136266
45800,109,35,0,10,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,896.67,46.05083067,2.36506073
45804,109,35,0,15,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,897.89,46.07662972,2.364494321
45808,109,35,0,20,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,899.6,46.10542011,2.362949937
45812,109,35,0,25,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,901.81,46.14501517,2.361209595
45816,109,35,0,30,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,904.5,46.18695674,2.358468737
45820,109,35,0,35,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,907.68,46.24635496,2.35625479
45824,109,35,0,40,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,911.35,46.30840202,2.353067535
45828,109,35,0,45,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,915.51,46.3729894,2.34891388
45832,109,35,0,50,3,4,5,30,60,2.25,2.25,0.0,20.22,0.0,5906,5249,0,152,40,920.17,46.45511318,2.345303086
