num,nftype,ws,wd,slope,mc1,mc10,mc100,mcHerb,mcWoody,Load_1h,Load_10h,Load_100h,Load_Live_Herb,Load_Live_Woody,SA/V_1h,SA/V_Live_Herb,SA/V_Live_Woody,Fuel_Bed_Depth,Mx_dead,HROS,FROS,BROS
116648,149,30,0,10,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,333.9,19.67713812,1.159597977
116652,149,30,0,15,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,334.6,19.68944996,1.158620561
116656,149,30,0,20,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,335.58,19.70734803,1.15733824
116660,149,30,0,25,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,336.83,19.72658161,1.155295021
116664,149,30,0,30,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,338.36,19.75127584,1.152952174
116668,149,30,0,35,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,340.18,19.78191921,1.150344899
116672,149,30,0,40,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,342.27,19.81723712,1.147406688
116676,149,30,0,45,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,344.64,19.85412314,1.143762203
116680,149,30,0,50,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,347.29,19.89602845,1.139831115
116684,149,30,0,55,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,350.22,19.94280436,1.135616029
116688,149,30,0,60,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,353.43,19.99429023,1.131119718
116692,149,30,0,65,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,356.91,20.0497529,1.126313612
116696,149,30,0,70,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,360.68,20.10664528,1.120874971
116700,149,30,0,75,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,364.72,20.17066383,1.115528843
116704,149,30,0,80,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,369.05,20.23575502,1.109567217
116708,149,30,0,85,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,373.65,20.30411218,1.10332389
116928,149,35,0,0,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,403.42,20.73527461,1.065766728
116932,149,35,0,5,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,403.56,20.73583035,1.06545411
116936,149,35,0,10,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,403.98,20.74412972,1.065198569
116940,149,35,0,15,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,404.68,20.75351703,1.064318645
116944,149,35,0,20,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,405.65,20.76676972,1.063130099
116948,149,35,0,25,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,406.91,20.78487039,1.061686459
116952,149,35,0,30,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,408.44,20.80344126,1.059600353
116956,149,35,0,35,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,410.26,20.83004531,1.057599541
116960,149,35,0,40,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,412.35,20.86028223,1.055296167
116964,149,35,0,45,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,414.72,20.89129588,1.05238774
116968,149,35,0,50,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,417.37,20.92628661,1.049211662
116972,149,35,0,55,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,420.3,20.96515056,1.045770968
116976,149,35,0,60,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,423.5,21.01052509,1.042366386
116980,149,35,0,65,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,426.99,21.05678037,1.038403709
116984,149,35,0,70,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,430.76,21.10654748,1.034186894
116988,149,35,0,75,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,434.8,21.15920567,1.029696376
116992,149,35,0,80,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,439.12,21.2151089,1.024960935
116996,149,35,0,85,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,443.73,21.27459265,1.020008321
117216,149,40,0,0,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,476.01,21.6736432,0.986842313
117220,149,40,0,5,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,476.15,21.67387291,0.986573069
117224,149,40,0,10,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,476.56,21.68024608,0.986304076
117228,149,40,0,15,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,477.26,21.68751787,0.985518232
117232,149,40,0,20,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,478.24,21.7013493,0.984753599
117236,149,40,0,25,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,479.49,21.71512294,0.983433573
117240,149,40,0,30,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,481.03,21.73277601,0.981879619
117244,149,40,0,35,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,482.84,21.75640921,0.980327524
117248,149,40,0,40,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,484.93,21.78031193,0.978248382
117252,149,40,0,45,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,487.3,21.80747981,0.975920738
117256,149,40,0,50,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,489.95,21.83784396,0.973347135
117260,149,40,0,55,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,492.88,21.87132865,0.970530387
117264,149,40,0,60,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,496.09,21.91086382,0.96773963
117268,149,40,0,65,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,499.58,21.95032687,0.964443833
117272,149,40,0,70,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,503.34,21.99220904,0.960895733
117276,149,40,0,75,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,507.39,22.04026803,0.957396509
117280,149,40,0,80,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,511.71,22.0875581,0.953392005
117284,149,40,0,85,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,516.31,22.1403562,0.949420644
117504,149,45,0,0,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,550.85,22.51280022,0.920080192
117508,149,45,0,5,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,550.99,22.51565821,0.920079973
117512,149,45,0,10,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,551.41,22.51850261,0.919611468
117516,149,45,0,15,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,552.11,22.52704855,0.919142773
117520,149,45,0,20,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,553.08,22.53515053,0.918190875
117524,149,45,0,25,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,554.34,22.54931916,0.917256187
117528,149,45,0,30,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,555.87,22.56585073,0.916073217
117532,149,45,0,35,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,557.69,22.58552233,0.914676288
117536,149,45,0,40,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,559.78,22.60464074,0.912804643
117540,149,45,0,45,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,562.15,22.62925284,0.910936732
117544,149,45,0,50,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,564.8,22.65646036,0.908844185
117548,149,45,0,55,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,567.73,22.68902734,0.906754904
117552,149,45,0,60,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,570.94,22.72124116,0.904219007
117556,149,45,0,65,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,574.42,22.75546768,0.901450697
117560,149,45,0,70,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,578.19,22.79522662,0.898705195
117564,149,45,0,75,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,582.23,22.83405115,0.895511897
117568,149,45,0,80,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,586.56,22.87823163,0.892344317
117572,149,45,0,85,3,4,5,30,60,10.11,5.51,0.0,3.48,15.73,2461,5906,4921,134,40,591.16,22.92410706,0.888955079
120384,161,0,0,0,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,0.16,0.16,0.16
120388,161,0,0,5,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,0.17,0.137049001,0.110484874
120392,161,0,0,10,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,0.19,0.133217994,0.093405441
120396,161,0,0,15,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,0.24,0.14925119,0.092816323
120400,161,0,0,20,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,0.3,0.167269925,0.093264093
120404,161,0,0,25,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,0.37,0.186524186,0.094030464
120408,161,0,0,30,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,0.47,0.215823357,0.09910579
120412,161,0,0,35,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,0.58,0.243909849,0.102572438
120416,161,0,0,40,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,0.71,0.274586722,0.10619418
120420,161,0,0,45,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,0.86,0.307318044,0.109819047
120424,161,0,0,50,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,1.02,0.338094211,0.112066368
120428,161,0,0,55,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,1.2,0.369766759,0.113939547
120432,161,0,0,60,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,1.4,0.402634606,0.115796162
120436,161,0,0,65,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,1.61,0.433239652,0.116581737
120440,161,0,0,70,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,1.85,0.467227648,0.118000905
120444,161,0,0,75,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.1,0.498727884,0.11844262
120448,161,0,0,80,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.36,0.527972851,0.118116666
120452,161,0,0,85,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.65,0.559772689,0.118243571
120672,161,5,0,0,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.15,0.503909077,0.118104352
120676,161,5,0,5,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.16,0.505085493,0.118107109
120680,161,5,0,10,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.19,0.50936125,0.11846981
120684,161,5,0,15,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.23,0.513567209,0.118274116
120688,161,5,0,20,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.29,0.520313966,0.118221233
120692,161,5,0,25,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.37,0.52982238,0.118443778
120696,161,5,0,30,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.46,0.539307468,0.118232742
120700,161,5,0,35,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.57,0.550825247,0.118057764
120704,161,5,0,40,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.7,0.564520437,0.11803086
120708,161,5,0,45,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,2.85,0.579756114,0.117935843
120712,161,5,0,50,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,3.01,0.595062785,0.117641103
120716,161,5,0,55,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,3.19,0.611518509,0.117227237
120720,161,5,0,60,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,3.39,0.629638302,0.116945248
120724,161,5,0,65,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,3.61,0.649184231,0.116742428
120728,161,5,0,70,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,3.84,0.667448698,0.116012439
120732,161,5,0,75,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,4.09,0.687201968,0.115463703
120736,161,5,0,80,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,4.36,0.707508409,0.114809208
120740,161,5,0,85,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,4.64,0.727358061,0.114019342
120960,161,10,0,0,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,5.28,0.770107644,0.112323065
120964,161,10,0,5,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,5.28,0.769395205,0.112115337
120968,161,10,0,10,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,5.31,0.77162541,0.112129147
120972,161,10,0,15,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,5.35,0.773869194,0.111938977
120976,161,10,0,20,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,5.41,0.777552169,0.111753674
120980,161,10,0,25,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,5.49,0.782628144,0.111567725
120984,161,10,0,30,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,5.59,0.789390807,0.111473676
120988,161,10,0,35,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,5.7,0.795665699,0.111067352
120992,161,10,0,40,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,5.83,0.803508549,0.110742022
120996,161,10,0,45,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,5.97,0.811123493,0.110204576
121000,161,10,0,50,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,6.14,0.821505871,0.10991399
121004,161,10,0,55,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,6.32,0.831515452,0.109401574
121008,161,10,0,60,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,6.52,0.842759834,0.10893315
121012,161,10,0,65,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,6.73,0.853525589,0.108247538
121016,161,10,0,70,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,6.96,0.865373081,0.107596346
121020,161,10,0,75,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,7.21,0.877863397,0.106885457
121024,161,10,0,80,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,7.48,0.891572716,0.106270309
121028,161,10,0,85,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,7.76,0.904897464,0.105520544
121248,161,15,0,0,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,9.04,0.962046409,0.102382001
121252,161,15,0,5,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,9.05,0.962466884,0.102358288
121256,161,15,0,10,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,9.08,0.964046521,0.102355253
121260,161,15,0,15,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,9.12,0.965716015,0.102259586
121264,161,15,0,20,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,9.18,0.968203949,0.102115347
121268,161,15,0,25,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,9.26,0.97149111,0.101921704
121272,161,15,0,30,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,9.35,0.974829344,0.101635535
121276,161,15,0,35,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,9.46,0.979243461,0.101365513
121280,161,15,0,40,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,9.59,0.984698185,0.1011085
121284,161,15,0,45,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,9.74,0.99083683,0.100796471
121288,161,15,0,50,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,9.9,0.996926342,0.100390114
121292,161,15,0,55,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,10.08,1.003947602,0.099991149
121296,161,15,0,60,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,10.28,1.011851456,0.099595659
121300,161,15,0,65,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,10.5,1.020275097,0.099139169
121304,161,15,0,70,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,10.73,1.02882934,0.098647699
121308,161,15,0,75,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,10.98,1.037824615,0.098094711
121312,161,15,0,80,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,11.25,1.047823131,0.097594072
121316,161,15,0,85,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,11.53,1.057239458,0.096943215
121536,161,20,0,0,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,13.3,1.115754507,0.093602114
121540,161,20,0,5,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,13.31,1.11600755,0.093574219
121544,161,20,0,10,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,13.33,1.116512855,0.093518451
121548,161,20,0,15,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,13.38,1.118356186,0.093476873
121552,161,20,0,20,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,13.44,1.120149057,0.093358178
121556,161,20,0,25,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,13.51,1.121887814,0.09316301
121560,161,20,0,30,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,13.61,1.125222651,0.093029097
121564,161,20,0,35,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,13.72,1.128480042,0.092818309
121568,161,20,0,40,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,13.85,1.132471529,0.092598683
121572,161,20,0,45,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,14.0,1.137175315,0.092369121
121576,161,20,0,50,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,14.16,1.14176061,0.092063368
121580,161,20,0,55,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,14.34,1.147019783,0.091747168
121584,161,20,0,60,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,14.54,1.152925313,0.091419311
121588,161,20,0,65,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,14.75,1.158946816,0.091061541
121592,161,20,0,70,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,14.99,1.166061755,0.090707139
121596,161,20,0,75,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,15.24,1.172960773,0.090278017
121600,161,20,0,80,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,15.5,1.179916796,0.08981959
121604,161,20,0,85,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,15.79,1.188144219,0.089403843
121824,161,25,0,0,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,17.96,1.244127186,0.086183321
121828,161,25,0,5,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,17.97,1.244550765,0.086194024
121832,161,25,0,10,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,17.99,1.244590457,0.086103691
121836,161,25,0,15,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,18.04,1.246165618,0.086082525
121840,161,25,0,20,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,18.1,1.247619902,0.085997537
121844,161,25,0,25,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,18.17,1.248951326,0.08584917
121848,161,25,0,30,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,18.27,1.251796124,0.085768666
121852,161,25,0,35,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,18.38,1.254236291,0.085588067
121856,161,25,0,40,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,18.51,1.257482751,0.085427492
121860,161,25,0,45,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,18.66,1.261254608,0.085249903
121864,161,25,0,50,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,18.82,1.26486483,0.085009726
121868,161,25,0,55,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,19.0,1.268977374,0.08475282
121872,161,25,0,60,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,19.2,1.273839029,0.084513847
121876,161,25,0,65,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,19.41,1.278507445,0.084213358
121880,161,25,0,70,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,19.65,1.284285496,0.083938383
121884,161,25,0,75,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,19.9,1.289840908,0.083602491
121888,161,25,0,80,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,20.16,1.295428941,0.08324088
121892,161,25,0,85,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,20.45,1.302315856,0.082935286
122112,161,30,0,0,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,22.97,1.355393565,0.079977872
122116,161,30,0,5,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,22.98,1.355734226,0.079983259
122120,161,30,0,10,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,23.0,1.355916562,0.079935205
122124,161,30,0,15,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,23.05,1.357118175,0.079903243
122128,161,30,0,20,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,23.11,1.358406685,0.079847197
122132,161,30,0,25,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,23.19,1.360118142,0.079772374
122136,161,30,0,30,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,23.28,1.361662086,0.079644486
122140,161,30,0,35,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,23.39,1.363620398,0.079498101
122144,161,30,0,40,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,23.52,1.36623324,0.079361959
122148,161,30,0,45,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,23.67,1.369490737,0.079235525
122152,161,30,0,50,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,23.83,1.372559215,0.079056601
122156,161,30,0,55,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,24.01,1.376009436,0.078858891
122160,161,30,0,60,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,24.21,1.379830257,0.07864236
122164,161,30,0,65,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,24.43,1.384254025,0.078434679
122168,161,30,0,70,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,24.66,1.388702515,0.078203353
122172,161,30,0,75,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,24.91,1.39348719,0.077952892
122176,161,30,0,80,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,25.17,1.39803861,0.077652442
122180,161,30,0,85,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,25.46,1.40369837,0.077390774
122400,161,35,0,0,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,28.29,1.454069999,0.074737347
122404,161,35,0,5,3,4,5,30,60,0.45,2.02,3.37,0.45,2.02,6562,5906,5249,18,20,28.3,1.454351128,0.07473983
