number,value,datetime_start,datetime_complete,duration,params_BFactor,params_EFactor,params_FFactor,params_HFactor,params_fperiod,state
0,0.9201299061275778,2025-04-10 13:03:51.251317,2025-04-10 13:03:56.260171,0 days 00:00:05.008854,1.3056451115793528,0.7233852875266916,1.069489002645836,1.099457796262936,1,COMPLETE
1,0.9234548513731655,2025-04-10 13:03:56.262675,2025-04-10 13:03:59.162704,0 days 00:00:02.900029,1.4612065628987887,0.7002768592512039,1.1269195015702633,1.045450206580524,2,COMPLETE
2,0.8908087106305358,2025-04-10 13:03:59.165168,2025-04-10 13:04:04.508796,0 days 00:00:05.343628,1.4070318090555267,0.7568981410302407,1.0001449285024606,1.1948325801054955,1,COMPLETE
3,0.8715261098252713,2025-04-10 13:04:04.511075,2025-04-10 13:04:09.665257,0 days 00:00:05.154182,1.3238024917666416,0.8730569756896767,1.0538225554306608,1.1167531517157743,1,COMPLETE
4,0.8774315123812717,2025-04-10 13:04:09.666949,2025-04-10 13:04:14.953039,0 days 00:00:05.286090,1.3841609623513342,0.8966849531654899,1.1002550057499472,1.0335247256465538,1,COMPLETE
5,0.9262139156632816,2025-04-10 13:04:14.956479,2025-04-10 13:04:18.442656,0 days 00:00:03.486177,1.4296048188537411,0.784433027392676,1.0642776105305476,1.0394807862607942,2,COMPLETE
6,0.9263183438256506,2025-04-10 13:04:18.444764,2025-04-10 13:04:22.064800,0 days 00:00:03.620036,1.4087040525105654,0.7149188004131298,1.0874949069386912,1.1261015645621755,2,COMPLETE
7,0.9054224043247476,2025-04-10 13:04:22.067829,2025-04-10 13:04:28.386669,0 days 00:00:06.318840,1.3971245719368988,0.7459119366576615,1.1499143019949132,1.1794005052002323,1,COMPLETE
8,0.9322808563511016,2025-04-10 13:04:28.389636,2025-04-10 13:04:31.485978,0 days 00:00:03.096342,1.4514794453103614,0.8537891591649805,1.005958430369634,1.0425027191147855,2,COMPLETE
9,0.9301103073674946,2025-04-10 13:04:31.488340,2025-04-10 13:04:35.004779,0 days 00:00:03.516439,1.3356464168712536,0.7748213251675333,1.1585443039489591,1.0162106060678713,2,COMPLETE
10,0.9340022837381328,2025-04-10 13:04:35.007629,2025-04-10 13:04:38.203925,0 days 00:00:03.196296,1.4854306831913378,0.8331137513417154,1.0154125948187802,1.0647703068300436,2,COMPLETE
11,0.9318418177441994,2025-04-10 13:04:38.206196,2025-04-10 13:04:41.120654,0 days 00:00:02.914458,1.4990581624699124,0.8337907493493776,1.0014273048898787,1.0749404327154108,2,COMPLETE
12,0.9343859648632638,2025-04-10 13:04:41.123396,2025-04-10 13:04:43.949290,0 days 00:00:02.825894,1.4954957098566148,0.827644631482833,1.028923857332028,1.073078152976959,2,COMPLETE
13,0.9282907859965251,2025-04-10 13:04:43.952041,2025-04-10 13:04:46.972193,0 days 00:00:03.020152,1.4835749390928148,0.8148631960888932,1.0368014944863617,1.0773862155401588,2,COMPLETE
14,0.928310183544212,2025-04-10 13:04:46.976370,2025-04-10 13:04:49.776886,0 days 00:00:02.800516,1.4756765965026677,0.8165578950649149,1.0358210144138318,1.0773141809607907,2,COMPLETE
15,0.9084592848326951,2025-04-10 13:04:49.779412,2025-04-10 13:04:52.709572,0 days 00:00:02.930160,1.4418707254816123,0.847040501195266,1.0297717023375008,1.128811329518441,2,COMPLETE
16,0.9281922037052299,2025-04-10 13:04:52.712124,2025-04-10 13:04:55.502927,0 days 00:00:02.790803,1.496843457704093,0.8014115963072478,1.1941463596065705,1.0031417263983986,2,COMPLETE
17,0.9097233295522534,2025-04-10 13:04:55.505545,2025-04-10 13:04:58.858192,0 days 00:00:03.352647,1.3693338076942654,0.8726230998186092,1.0244620886708624,1.0648386348876206,2,COMPLETE
18,0.9120521591146886,2025-04-10 13:04:58.860548,2025-04-10 13:05:02.274851,0 days 00:00:03.414303,1.4682608451871002,0.8338197840637014,1.0987958007877818,1.0990925101859603,2,COMPLETE
19,0.9099790433581525,2025-04-10 13:05:02.277563,2025-04-10 13:05:05.464400,0 days 00:00:03.186837,1.4335917166847971,0.8020929614612374,1.0505428300091837,1.1546284485684981,2,COMPLETE
20,0.8727833450295057,2025-04-10 13:05:05.466838,2025-04-10 13:05:10.316212,0 days 00:00:04.849374,1.3639027326342832,0.8994623445317668,1.020116732734868,1.0646178958748858,1,COMPLETE
21,0.9289782839707208,2025-04-10 13:05:10.318885,2025-04-10 13:05:13.051310,0 days 00:00:02.732425,1.453414907880674,0.8613650391835274,1.0120891294750003,1.0512629171877772,2,COMPLETE
22,0.9256972412274477,2025-04-10 13:05:13.055040,2025-04-10 13:05:15.832387,0 days 00:00:02.777347,1.4834643506116165,0.8477051377851008,1.0444342822011459,1.0216313801209558,2,COMPLETE
23,0.9316982786908232,2025-04-10 13:05:15.834744,2025-04-10 13:05:18.631467,0 days 00:00:02.796723,1.4554009041079083,0.8246477674257251,1.013424705932362,1.0900955018673792,2,COMPLETE
24,0.9312041743485857,2025-04-10 13:05:18.634016,2025-04-10 13:05:23.176122,0 days 00:00:04.542106,1.4997429365922132,0.8548277764761973,1.0728353921003553,1.0555456981469473,2,COMPLETE
