number,value,datetime_start,datetime_complete,duration,params_BFactor,params_EFactor,params_FFactor,params_HFactor,params_fperiod,state
0,0.9028473130813068,2025-04-10 13:22:40.039193,2025-04-10 13:22:48.924725,0 days 00:00:08.885532,1.4340517431178161,0.8070009338853777,1.0386669523311052,1.1366927725920954,2,COMPLETE
1,0.8375674162617219,2025-04-10 13:22:48.927617,2025-04-10 13:23:02.275567,0 days 00:00:13.347950,1.3596394763198145,0.8865752719177171,1.1668880933094123,1.1699290916875948,1,COMPLETE
2,0.9243715740612783,2025-04-10 13:23:02.279855,2025-04-10 13:23:08.947282,0 days 00:00:06.667427,1.3761267417070149,0.744402504191397,1.1366343923066295,1.1234560265147866,2,COMPLETE
3,0.8609164389266507,2025-04-10 13:23:08.949208,2025-04-10 13:23:22.404305,0 days 00:00:13.455097,1.3767169279033082,0.8392905321384617,1.1997327096010464,1.1410980960263777,1,COMPLETE
4,0.880695184058458,2025-04-10 13:23:22.406519,2025-04-10 13:23:29.897175,0 days 00:00:07.490656,1.4920749371922655,0.892478916894616,1.047351483647251,1.1609993969079901,2,COMPLETE
5,0.8636898793541086,2025-04-10 13:23:29.900067,2025-04-10 13:23:44.372016,0 days 00:00:14.471949,1.3965563179454685,0.8928101863837365,1.1669498748842533,1.0510855661057161,1,COMPLETE
6,0.9116651524841812,2025-04-10 13:23:44.375416,2025-04-10 13:23:55.304518,0 days 00:00:10.929102,1.4864127200367663,0.8073387395107627,1.100191394099126,1.009407781996469,1,COMPLETE
7,0.8621932991178007,2025-04-10 13:23:55.307973,2025-04-10 13:24:07.457039,0 days 00:00:12.149066,1.34080044432269,0.8446710097605881,1.0945771601318497,1.128363566946378,1,COMPLETE
8,0.8851642493710038,2025-04-10 13:24:07.461963,2025-04-10 13:24:18.782817,0 days 00:00:11.320854,1.3230432580436977,0.7710682788229147,1.1853449843797341,1.158208310565455,1,COMPLETE
9,0.92981480108676,2025-04-10 13:24:18.786602,2025-04-10 13:24:25.367504,0 days 00:00:06.580902,1.4511802804608616,0.7271429628871788,1.0968426129879136,1.0755685754146707,2,COMPLETE
10,0.9253666702023726,2025-04-10 13:24:25.369709,2025-04-10 13:24:30.930127,0 days 00:00:05.560418,1.4416019709824084,0.7004385262431927,1.0013228402276777,1.0757722781953816,2,COMPLETE
11,0.9281237498897987,2025-04-10 13:24:30.932683,2025-04-10 13:24:40.288811,0 days 00:00:09.356128,1.4465648510180693,0.7155510393131485,1.0055225946914261,1.0737020767189605,2,COMPLETE
12,0.9266265103817386,2025-04-10 13:24:40.292411,2025-04-10 13:24:47.783149,0 days 00:00:07.490738,1.4529725502305004,0.703932079994648,1.0043588079863213,1.0768265499768477,2,COMPLETE
13,0.9293226649806832,2025-04-10 13:24:47.785173,2025-04-10 13:24:55.028329,0 days 00:00:07.243156,1.4197767437938733,0.7469970446288314,1.0863651211225331,1.0366847384144913,2,COMPLETE
14,0.9268580145392225,2025-04-10 13:24:55.031115,2025-04-10 13:25:02.124418,0 days 00:00:07.093303,1.410211179911574,0.745393778276281,1.0864921303654904,1.020909745174241,2,COMPLETE
15,0.9293226649806832,2025-04-10 13:25:02.129102,2025-04-10 13:25:09.075738,0 days 00:00:06.946636,1.4699229644336418,0.7455682851736012,1.1196891909995035,1.0382834093969369,2,COMPLETE
16,0.9235858328622175,2025-04-10 13:25:09.077907,2025-04-10 13:25:16.311479,0 days 00:00:07.233572,1.4159138582964297,0.7758443949895251,1.0607972961035304,1.0949969928026082,2,COMPLETE
17,0.9263948333868667,2025-04-10 13:25:16.313375,2025-04-10 13:25:22.869317,0 days 00:00:06.555942,1.3027417934534742,0.7284049007296797,1.0695413128286393,1.0384267628152748,2,COMPLETE
18,0.9247549360717755,2025-04-10 13:25:22.871870,2025-04-10 13:25:29.473886,0 days 00:00:06.602016,1.4685594030348457,0.7799979451783444,1.1244667384616447,1.1064820161339914,2,COMPLETE
19,0.9280085674241831,2025-04-10 13:25:29.478150,2025-04-10 13:25:36.381192,0 days 00:00:06.903042,1.421727461163255,0.7286152903614586,1.1125896595975737,1.0520601136187477,2,COMPLETE
20,0.9096325627017234,2025-04-10 13:25:36.383850,2025-04-10 13:25:44.033042,0 days 00:00:07.649192,1.3886220700720806,0.7623073457699541,1.139764709169415,1.1969173131214248,2,COMPLETE
21,0.9292888129119172,2025-04-10 13:25:44.035462,2025-04-10 13:25:52.059609,0 days 00:00:08.024147,1.4703080912539026,0.7529528593544832,1.0832130745819968,1.0343992469151382,2,COMPLETE
22,0.9280927400157322,2025-04-10 13:25:52.062001,2025-04-10 13:25:58.762720,0 days 00:00:06.700719,1.4755929256479006,0.7291868076732676,1.115052116595883,1.0540494687762716,2,COMPLETE
23,0.9300226267519249,2025-04-10 13:25:58.765478,2025-04-10 13:26:05.488172,0 days 00:00:06.722694,1.458512716674098,0.793216443131024,1.1462953070145097,1.0052994254854788,2,COMPLETE
24,0.9295042341372113,2025-04-10 13:26:05.490507,2025-04-10 13:26:12.506200,0 days 00:00:07.015693,1.4287945364229875,0.793148371389257,1.149988839175144,1.0078905396211777,2,COMPLETE
