,Instance,HFactor,BFactor,FFactor,EFactor,fperiod,ADI,ADI_ue,ADIoe,F1,RMSE,R2,norm,MSE,area_c2f,SSIM,area_farsite,time
0,0,0.9,0.5,0.5,0.5,1,1.4553644553644554,1.452088452088452,0.003276003276003276,0.7853069951826672,0.1268046164514081,-0.4668718867649353,42.15447781671598,0.01607941075338871,1225,0.9758702594501195,2994,1.790036916732788
1,1,0.9,0.5,0.5,0.5,2,1.652212389380531,1.6495575221238938,0.002654867256637168,0.7695028323993639,0.12997610246687608,-0.6649063772352353,43.2087954009366,0.016893787212479867,1133,0.9750546297919629,2994,1.2051739692687988
2,2,0.9,0.5,0.5,0.6,1,0.7687353629976581,0.752927400468384,0.015807962529274005,0.8581405738378152,0.10899930126109819,0.23115732124618305,36.235341863986875,0.011880847675407641,1735,0.9803477058520356,2994,1.9457719326019287
3,3,0.9,0.5,0.5,0.6,2,0.9067850348763475,0.8985415345592898,0.008243500317057704,0.8407192927355742,0.11375208601263602,0.0875005110019591,37.815340802378074,0.012939537072226143,1590,0.979564098696331,2994,1.3363699913024902
4,4,0.9,0.5,0.5,0.7,1,0.4604651162790698,0.3925581395348837,0.06790697674418604,0.9041327714227898,0.09464745664835751,0.559667130156621,31.464265445104548,0.008958141050002715,2296,0.9829557916913222,2994,2.327049970626831
5,5,0.9,0.5,0.5,0.7,2,0.4978165938864629,0.45269286754002913,0.04512372634643377,0.8979733301717738,0.09635295342457945,0.5142084416846349,32.03123475609393,0.009283891633639177,2154,0.9828104674401609,2994,1.6317460536956787
6,6,0.9,0.5,0.5,0.7999999999999999,1,0.3076317859952793,0.1778127458693942,0.12981904012588513,0.9315274628757355,0.08411912129099912,0.7204510551560603,27.964262908219126,0.007076026566769821,2872,0.985423749288272,2994,2.353123903274536
7,7,0.9,0.5,0.5,0.7999999999999999,2,0.3156626506024096,0.20240963855421687,0.11325301204819277,0.9300161492336647,0.08433398529692974,0.7091550112377645,28.035691537752374,0.007112221076062761,2772,0.9853313511046075,2994,1.539945125579834
8,8,0.9,0.5,0.5,0.8999999999999999,1,0.36324324324324325,0.07891891891891892,0.2843243243243243,0.92079732198836,0.09550401217656222,0.7077467522348309,31.74901573277509,0.009121016341820946,3564,0.9830150183132979,2994,2.5514321327209473
9,9,0.9,0.5,0.5,0.8999999999999999,2,0.2978967495219885,0.14493307839388145,0.15296367112810708,0.9333690946658252,0.08395761242913066,0.7343786282589044,27.910571473905726,0.0070488806848001155,3015,0.9854372047885402,2994,1.6540617942810059
10,10,0.9,0.5,0.6,0.5,1,1.4553644553644554,1.452088452088452,0.003276003276003276,0.7853069951826672,0.1268046164514081,-0.4668718867649353,42.15447781671598,0.01607941075338871,1225,0.9758702594501195,2994,1.680232048034668
11,11,0.9,0.5,0.6,0.5,2,1.652212389380531,1.6495575221238938,0.002654867256637168,0.7695028323993639,0.12997610246687608,-0.6649063772352353,43.2087954009366,0.016893787212479867,1133,0.9750546297919629,2994,1.3772642612457275
12,12,0.9,0.5,0.6,0.6,1,0.7687353629976581,0.752927400468384,0.015807962529274005,0.8581405738378152,0.10899930126109819,0.23115732124618305,36.235341863986875,0.011880847675407641,1735,0.9803477058520356,2994,2.0940651893615723
13,13,0.9,0.5,0.6,0.6,2,0.9067850348763475,0.8985415345592898,0.008243500317057704,0.8407192927355742,0.11375208601263602,0.0875005110019591,37.815340802378074,0.012939537072226143,1590,0.979564098696331,2994,1.3075580596923828
14,14,0.9,0.5,0.6,0.7,1,0.4604651162790698,0.3925581395348837,0.06790697674418604,0.9041327714227898,0.09464745664835751,0.559667130156621,31.464265445104548,0.008958141050002715,2296,0.9829557916913222,2994,2.1808807849884033
15,15,0.9,0.5,0.6,0.7,2,0.4978165938864629,0.45269286754002913,0.04512372634643377,0.8979733301717738,0.09635295342457945,0.5142084416846349,32.03123475609393,0.009283891633639177,2154,0.9828104674401609,2994,1.4743411540985107
16,16,0.9,0.5,0.6,0.7999999999999999,1,0.3076317859952793,0.1778127458693942,0.12981904012588513,0.9315274628757355,0.08411912129099912,0.7204510551560603,27.964262908219126,0.007076026566769821,2872,0.985423749288272,2994,2.3476390838623047
17,17,0.9,0.5,0.6,0.7999999999999999,2,0.3156626506024096,0.20240963855421687,0.11325301204819277,0.9300161492336647,0.08433398529692974,0.7091550112377645,28.035691537752374,0.007112221076062761,2772,0.9853313511046075,2994,1.6263008117675781
18,18,0.9,0.5,0.6,0.8999999999999999,1,0.36324324324324325,0.07891891891891892,0.2843243243243243,0.92079732198836,0.09550401217656222,0.7077467522348309,31.74901573277509,0.009121016341820946,3564,0.9830150183132979,2994,2.7687532901763916
19,19,0.9,0.5,0.6,0.8999999999999999,2,0.2978967495219885,0.14493307839388145,0.15296367112810708,0.9333690946658252,0.08395761242913066,0.7343786282589044,27.910571473905726,0.0070488806848001155,3015,0.9854372047885402,2994,1.5997579097747803
20,20,0.9,0.5,0.7,0.5,1,1.4553644553644554,1.452088452088452,0.003276003276003276,0.7853069951826672,0.1268046164514081,-0.4668718867649353,42.15447781671598,0.01607941075338871,1225,0.9758702594501195,2994,1.7328109741210938
21,21,0.9,0.5,0.7,0.5,2,1.652212389380531,1.6495575221238938,0.002654867256637168,0.7695028323993639,0.12997610246687608,-0.6649063772352353,43.2087954009366,0.016893787212479867,1133,0.9750546297919629,2994,1.191593885421753
22,22,0.9,0.5,0.7,0.6,1,0.7687353629976581,0.752927400468384,0.015807962529274005,0.8581405738378152,0.10899930126109819,0.23115732124618305,36.235341863986875,0.011880847675407641,1735,0.9803477058520356,2994,1.929762840270996
23,23,0.9,0.5,0.7,0.6,2,0.9067850348763475,0.8985415345592898,0.008243500317057704,0.8407192927355742,0.11375208601263602,0.0875005110019591,37.815340802378074,0.012939537072226143,1590,0.979564098696331,2994,1.345747947692871
24,24,0.9,0.5,0.7,0.7,1,0.4604651162790698,0.3925581395348837,0.06790697674418604,0.9041327714227898,0.09464745664835751,0.559667130156621,31.464265445104548,0.008958141050002715,2296,0.9829557916913222,2994,2.175503969192505
25,25,0.9,0.5,0.7,0.7,2,0.4978165938864629,0.45269286754002913,0.04512372634643377,0.8979733301717738,0.09635295342457945,0.5142084416846349,32.03123475609393,0.009283891633639177,2154,0.9828104674401609,2994,1.606368064880371
26,26,0.9,0.5,0.7,0.7999999999999999,1,0.3076317859952793,0.1778127458693942,0.12981904012588513,0.9315274628757355,0.08411912129099912,0.7204510551560603,27.964262908219126,0.007076026566769821,2872,0.985423749288272,2994,2.4632208347320557
27,27,0.9,0.5,0.7,0.7999999999999999,2,0.3156626506024096,0.20240963855421687,0.11325301204819277,0.9300161492336647,0.08433398529692974,0.7091550112377645,28.035691537752374,0.007112221076062761,2772,0.9853313511046075,2994,1.5521049499511719
28,28,0.9,0.5,0.7,0.8999999999999999,1,0.36324324324324325,0.07891891891891892,0.2843243243243243,0.92079732198836,0.09550401217656222,0.7077467522348309,31.74901573277509,0.009121016341820946,3564,0.9830150183132979,2994,2.5516138076782227
29,29,0.9,0.5,0.7,0.8999999999999999,2,0.2978967495219885,0.14493307839388145,0.15296367112810708,0.9333690946658252,0.08395761242913066,0.7343786282589044,27.910571473905726,0.0070488806848001155,3015,0.9854372047885402,2994,1.6695201396942139
30,30,0.9,0.5,0.7999999999999999,0.5,1,1.4553644553644554,1.452088452088452,0.003276003276003276,0.7853069951826672,0.1268046164514081,-0.4668718867649353,42.15447781671598,0.01607941075338871,1225,0.9758702594501195,2994,1.7244548797607422
31,31,0.9,0.5,0.7999999999999999,0.5,2,1.652212389380531,1.6495575221238938,0.002654867256637168,0.7695028323993639,0.12997610246687608,-0.6649063772352353,43.2087954009366,0.016893787212479867,1133,0.9750546297919629,2994,1.2500500679016113
32,32,0.9,0.5,0.7999999999999999,0.6,1,0.7687353629976581,0.752927400468384,0.015807962529274005,0.8581405738378152,0.10899930126109819,0.23115732124618305,36.235341863986875,0.011880847675407641,1735,0.9803477058520356,2994,2.0894811153411865
33,33,0.9,0.5,0.7999999999999999,0.6,2,0.9067850348763475,0.8985415345592898,0.008243500317057704,0.8407192927355742,0.11375208601263602,0.0875005110019591,37.815340802378074,0.012939537072226143,1590,0.979564098696331,2994,1.411283016204834
34,34,0.9,0.5,0.7999999999999999,0.7,1,0.4604651162790698,0.3925581395348837,0.06790697674418604,0.9041327714227898,0.09464745664835751,0.559667130156621,31.464265445104548,0.008958141050002715,2296,0.9829557916913222,2994,2.1467597484588623
35,35,0.9,0.5,0.7999999999999999,0.7,2,0.4978165938864629,0.45269286754002913,0.04512372634643377,0.8979733301717738,0.09635295342457945,0.5142084416846349,32.03123475609393,0.009283891633639177,2154,0.9828104674401609,2994,1.4477009773254395
36,36,0.9,0.5,0.7999999999999999,0.7999999999999999,1,0.3076317859952793,0.1778127458693942,0.12981904012588513,0.9315274628757355,0.08411912129099912,0.7204510551560603,27.964262908219126,0.007076026566769821,2872,0.985423749288272,2994,2.351999044418335
37,37,0.9,0.5,0.7999999999999999,0.7999999999999999,2,0.3156626506024096,0.20240963855421687,0.11325301204819277,0.9300161492336647,0.08433398529692974,0.7091550112377645,28.035691537752374,0.007112221076062761,2772,0.9853313511046075,2994,1.6518299579620361
38,38,0.9,0.5,0.7999999999999999,0.8999999999999999,1,0.36324324324324325,0.07891891891891892,0.2843243243243243,0.92079732198836,0.09550401217656222,0.7077467522348309,31.74901573277509,0.009121016341820946,3564,0.9830150183132979,2994,2.6240899562835693
39,39,0.9,0.5,0.7999999999999999,0.8999999999999999,2,0.2978967495219885,0.14493307839388145,0.15296367112810708,0.9333690946658252,0.08395761242913066,0.7343786282589044,27.910571473905726,0.0070488806848001155,3015,0.9854372047885402,2994,1.744657039642334
40,40,0.9,0.5,0.8999999999999999,0.5,1,1.4553644553644554,1.452088452088452,0.003276003276003276,0.7853069951826672,0.1268046164514081,-0.4668718867649353,42.15447781671598,0.01607941075338871,1225,0.9758702594501195,2994,1.7251348495483398
