number,value,datetime_start,datetime_complete,duration,params_BFactor,params_EFactor,params_FFactor,params_HFactor,params_fperiod,state
0,0.9182567202301468,2025-04-10 13:16:09.914280,2025-04-10 13:16:15.854753,0 days 00:00:05.940473,1.4842932617800388,0.7194720229350037,1.162198380918428,1.0310212517229609,1,COMPLETE
1,0.9286937959460015,2025-04-10 13:16:15.857434,2025-04-10 13:16:20.786664,0 days 00:00:04.929230,1.4539128491665192,0.7106951786833617,1.1718442231595005,1.0013191618336397,2,COMPLETE
2,0.8886110779771732,2025-04-10 13:16:20.803523,2025-04-10 13:16:28.212555,0 days 00:00:07.409032,1.3583040577471508,0.8282790608863281,1.1955276482606723,1.0631990736006354,1,COMPLETE
3,0.8647326426631323,2025-04-10 13:16:28.214748,2025-04-10 13:16:35.521890,0 days 00:00:07.307142,1.3089215853094285,0.881299188359025,1.1071929081416803,1.036724892269524,1,COMPLETE
4,0.9305513830883217,2025-04-10 13:16:35.530390,2025-04-10 13:16:40.025942,0 days 00:00:04.495552,1.4348478147217887,0.7013988122592061,1.087754232215013,1.160055231170818,2,COMPLETE
5,0.930147687769578,2025-04-10 13:16:40.030572,2025-04-10 13:16:43.022897,0 days 00:00:02.992325,1.4952138859112802,0.8082112838695253,1.1484224486631651,1.014244324799125,2,COMPLETE
6,0.89055934851058,2025-04-10 13:16:43.026818,2025-04-10 13:16:47.741188,0 days 00:00:04.714370,1.3641871257510683,0.8406707941973585,1.135127481221793,1.1698519688998776,2,COMPLETE
7,0.8584523628305831,2025-04-10 13:16:47.744839,2025-04-10 13:16:55.686614,0 days 00:00:07.941775,1.40446278059801,0.8669436388913259,1.152532314085955,1.0837750465103677,1,COMPLETE
8,0.9252472956684585,2025-04-10 13:16:55.689993,2025-04-10 13:17:01.706439,0 days 00:00:06.016446,1.431718468749771,0.7792197915248029,1.004311496379936,1.092705583064517,2,COMPLETE
9,0.8501018145797377,2025-04-10 13:17:01.736788,2025-04-10 13:17:10.108808,0 days 00:00:08.372020,1.3626160090556871,0.8304959525704967,1.02303248775289,1.1965767879213802,1,COMPLETE
10,0.9255870950867178,2025-04-10 13:17:10.116821,2025-04-10 13:17:14.393435,0 days 00:00:04.276614,1.4356593139394247,0.755980518972343,1.0585844864809568,1.1392712295253842,2,COMPLETE
11,0.9265181666503401,2025-04-10 13:17:14.396550,2025-04-10 13:17:19.370647,0 days 00:00:04.974097,1.493769571325695,0.787821860502576,1.0810265618255805,1.1347047376342745,2,COMPLETE
12,0.9250303702033864,2025-04-10 13:17:19.382498,2025-04-10 13:17:24.694884,0 days 00:00:05.312386,1.4725204812536508,0.7486304806656965,1.1262828606197677,1.1344217864702895,2,COMPLETE
13,0.8944919895672807,2025-04-10 13:17:24.707909,2025-04-10 13:17:30.400152,0 days 00:00:05.692243,1.4056868221371928,0.8102051709997292,1.0744954470018637,1.1589462051718202,2,COMPLETE
14,0.9252156224940776,2025-04-10 13:17:30.403602,2025-04-10 13:17:36.147186,0 days 00:00:05.743584,1.4594432682090301,0.7585153223193907,1.1062589376708234,1.1152125167391234,2,COMPLETE
15,0.9257734663884405,2025-04-10 13:17:36.154908,2025-04-10 13:17:41.840355,0 days 00:00:05.685447,1.4965118963129347,0.7016439151699263,1.0509924539346642,1.1973065780189014,2,COMPLETE
16,0.893437394285999,2025-04-10 13:17:41.865924,2025-04-10 13:17:46.846324,0 days 00:00:04.980400,1.4285016626254545,0.89889068476966,1.1252447777048775,1.0649955795689652,2,COMPLETE
17,0.9303115035190572,2025-04-10 13:17:46.855468,2025-04-10 13:17:51.172869,0 days 00:00:04.317401,1.4558813895359568,0.7342418626462032,1.1823303859935783,1.0198434250071353,2,COMPLETE
18,0.9305513830883217,2025-04-10 13:17:51.181446,2025-04-10 13:17:55.674386,0 days 00:00:04.492940,1.3857085193059109,0.7316579368181702,1.1844591560279656,1.1118461414656635,2,COMPLETE
19,0.9254065344344874,2025-04-10 13:17:55.676948,2025-04-10 13:17:59.496561,0 days 00:00:03.819613,1.381905803447994,0.734046137969046,1.0905508537160893,1.1706303216093572,2,COMPLETE
20,0.9158454527285012,2025-04-10 13:17:59.500157,2025-04-10 13:18:05.559170,0 days 00:00:06.059013,1.3071987575354642,0.7272368988857248,1.0403263614255795,1.114793126665977,1,COMPLETE
21,0.9339372192345521,2025-04-10 13:18:05.569525,2025-04-10 13:18:10.426522,0 days 00:00:04.856997,1.4177154177989189,0.7326055905507995,1.1980462561852245,1.0575064851410543,2,COMPLETE
22,0.9303701675448541,2025-04-10 13:18:10.430737,2025-04-10 13:18:14.555153,0 days 00:00:04.124416,1.383700875087521,0.7041703587404412,1.193785407844615,1.0621362019801566,2,COMPLETE
23,0.9254065344344874,2025-04-10 13:18:14.560546,2025-04-10 13:18:18.779637,0 days 00:00:04.219091,1.41553623484997,0.7745974282998487,1.1992308109911272,1.1091924134202091,2,COMPLETE
24,0.9326151410254143,2025-04-10 13:18:18.798265,2025-04-10 13:18:23.841416,0 days 00:00:05.043151,1.3855383484039463,0.741151098948139,1.1752153616148,1.0807220509443896,2,COMPLETE
25,0.9325246832934092,2025-04-10 13:18:23.846956,2025-04-10 13:18:28.913308,0 days 00:00:05.066352,1.3365792197174284,0.7430121263781849,1.1730371562953557,1.076985174144837,2,COMPLETE
26,0.9294681100357711,2025-04-10 13:18:28.922596,2025-04-10 13:18:34.013337,0 days 00:00:05.090741,1.332724572275151,0.7657888684330777,1.1719081330265777,1.078241071868464,2,COMPLETE
27,0.9337560479534306,2025-04-10 13:18:34.018991,2025-04-10 13:18:38.666805,0 days 00:00:04.647814,1.3362408525137144,0.7473105235445628,1.1596927355642896,1.0570920280391658,2,COMPLETE
28,0.9340867319060875,2025-04-10 13:18:38.671931,2025-04-10 13:18:43.040248,0 days 00:00:04.368317,1.3381299701584455,0.7460354897043667,1.1523456588605432,1.0412179457954682,2,COMPLETE
29,0.9176951252963614,2025-04-10 13:18:43.045472,2025-04-10 13:18:50.588696,0 days 00:00:07.543224,1.3284917264235288,0.7224518114205601,1.1558374930221331,1.0480093137637359,1,COMPLETE
30,0.9295812370199135,2025-04-10 13:18:50.592490,2025-04-10 13:18:55.786025,0 days 00:00:05.193535,1.34785630933969,0.7920255647973026,1.1387815066662532,1.0396962044359188,2,COMPLETE
31,0.9339162605101008,2025-04-10 13:18:55.807171,2025-04-10 13:18:59.740772,0 days 00:00:03.933601,1.3189162229855382,0.7478944309697166,1.1658526294612739,1.0467697395581776,2,COMPLETE
32,0.9310891804781098,2025-04-10 13:18:59.768576,2025-04-10 13:19:04.201030,0 days 00:00:04.432454,1.3028714401568091,0.7157644862686077,1.1585581503115463,1.051036917117775,2,COMPLETE
33,0.9339744674624142,2025-04-10 13:19:04.208540,2025-04-10 13:19:08.213875,0 days 00:00:04.005335,1.3182436510265396,0.7647198109148606,1.16641593972906,1.0209575878076838,2,COMPLETE
34,0.9328385572263109,2025-04-10 13:19:08.219766,2025-04-10 13:19:12.739445,0 days 00:00:04.519679,1.3166598805915521,0.7650388082825405,1.1411898627436161,1.0056237703039335,2,COMPLETE
35,0.9334067703288169,2025-04-10 13:19:12.741157,2025-04-10 13:19:16.636818,0 days 00:00:03.895661,1.3238128248516488,0.7762174650189984,1.1874034018196122,1.0261739010554334,2,COMPLETE
36,0.9339744674624142,2025-04-10 13:19:16.639915,2025-04-10 13:19:20.530071,0 days 00:00:03.890156,1.3497231273809245,0.7558863079478508,1.1673690677343247,1.0335863975353745,2,COMPLETE
37,0.9183792349176436,2025-04-10 13:19:20.532958,2025-04-10 13:19:27.009595,0 days 00:00:06.476637,1.351485580958623,0.7173901687364457,1.117981846710122,1.0308165865145713,1,COMPLETE
38,0.9328720709514675,2025-04-10 13:19:27.016470,2025-04-10 13:19:31.207035,0 days 00:00:04.190565,1.3727500779594823,0.7637613174068324,1.1995051835465458,1.0021330992434563,2,COMPLETE
39,0.9305513830883217,2025-04-10 13:19:31.210410,2025-04-10 13:19:36.949364,0 days 00:00:05.738954,1.3451812195574933,0.7985259534812144,1.1478815635372246,1.0157578201366473,2,COMPLETE
40,0.9158454527285012,2025-04-10 13:19:36.958038,2025-04-10 13:19:42.988239,0 days 00:00:06.030201,1.4178015333823748,0.7840559001499184,1.1804208387465311,1.0349448313676008,1,COMPLETE
41,0.9336254397612933,2025-04-10 13:19:42.991131,2025-04-10 13:19:45.816958,0 days 00:00:02.825827,1.3129427026866172,0.7521731385917612,1.165125938554575,1.0443481615306074,2,COMPLETE
42,0.9337560479534306,2025-04-10 13:19:45.819520,2025-04-10 13:19:49.296177,0 days 00:00:03.476657,1.320986562946411,0.7702017577938693,1.1650679602623528,1.0246689606003923,2,COMPLETE
43,0.9290066714019359,2025-04-10 13:19:49.297923,2025-04-10 13:19:52.532154,0 days 00:00:03.234231,1.354372764026116,0.7366172239912706,1.1457502352491662,1.0100270360638521,2,COMPLETE
44,0.932238123425194,2025-04-10 13:19:52.534368,2025-04-10 13:19:56.112942,0 days 00:00:03.578574,1.3408452243597042,0.7559639163734536,1.1897409076644347,1.0646372825771206,2,COMPLETE
45,0.9258361598037529,2025-04-10 13:19:56.114877,2025-04-10 13:19:59.217402,0 days 00:00:03.102525,1.3702486062502592,0.8093297318291662,1.1300915862273468,1.0370239486847221,2,COMPLETE
46,0.9259509035267546,2025-04-10 13:19:59.219406,2025-04-10 13:20:02.477965,0 days 00:00:03.258559,1.3014773098374814,0.8519629675998502,1.1648977699821694,1.0508749162122366,2,COMPLETE
47,0.9287407966152412,2025-04-10 13:20:02.480383,2025-04-10 13:20:05.297694,0 days 00:00:02.817311,1.4455833212366171,0.7233630990957679,1.179112080580504,1.0218573009451035,2,COMPLETE
48,0.9340867319060875,2025-04-10 13:20:05.299556,2025-04-10 13:20:08.283828,0 days 00:00:02.984272,1.3981589229951714,0.7108990679367164,1.1516487407010363,1.0917636618910813,2,COMPLETE
49,0.9342361702521179,2025-04-10 13:20:08.285575,2025-04-10 13:20:10.657610,0 days 00:00:02.372035,1.40435130195301,0.7102952921389637,1.1161726654308244,1.0944198061320332,2,COMPLETE
50,0.9339372192345521,2025-04-10 13:20:10.659312,2025-04-10 13:20:13.014284,0 days 00:00:02.354972,1.3609459797422252,0.7085200488255832,1.1156494605218357,1.0933788599357357,2,COMPLETE
51,0.9328720709514675,2025-04-10 13:20:13.017197,2025-04-10 13:20:15.436020,0 days 00:00:02.418823,1.3996913391330694,0.7137051278988544,1.1515564737124087,1.0725043467327395,2,COMPLETE
52,0.9337383935997996,2025-04-10 13:20:15.437649,2025-04-10 13:20:21.006866,0 days 00:00:05.569217,1.3927037977669974,0.7001921014277817,1.1017165337372965,1.1012578592454865,2,COMPLETE
53,0.9338296591984212,2025-04-10 13:20:21.018875,2025-04-10 13:20:24.068345,0 days 00:00:03.049470,1.419560365510084,0.7089328582214118,1.1347387082926434,1.0908814082715381,2,COMPLETE
54,0.9339744674624142,2025-04-10 13:20:24.069863,2025-04-10 13:20:26.388486,0 days 00:00:02.318623,1.4111625073933682,0.729038549261449,1.111968816277865,1.0720254953595663,2,COMPLETE
55,0.9304314241289985,2025-04-10 13:20:26.390206,2025-04-10 13:20:28.671081,0 days 00:00:02.280875,1.4008169512607218,0.7273891226982231,1.1134504535615044,1.1248231266058069,2,COMPLETE
56,0.9339744674624142,2025-04-10 13:20:28.673169,2025-04-10 13:20:31.166020,0 days 00:00:02.492851,1.4098281965042232,0.7184851397423928,1.0946340610008667,1.0886434428097853,2,COMPLETE
57,0.9306586590762373,2025-04-10 13:20:31.168907,2025-04-10 13:20:33.764721,0 days 00:00:02.595814,1.440003840552006,0.7410954712003169,1.0704667843004345,1.1019409902933437,2,COMPLETE
58,0.9310302242999265,2025-04-10 13:20:33.788395,2025-04-10 13:20:36.491385,0 days 00:00:02.702990,1.3963037914036553,0.8228445657507368,1.1221520806886176,1.072470345880952,2,COMPLETE
59,0.930147687769578,2025-04-10 13:20:36.493674,2025-04-10 13:20:38.785747,0 days 00:00:02.292073,1.3672346918456992,0.7271857941877629,1.1321308472565903,1.1270367265223247,2,COMPLETE
60,0.9323104863071929,2025-04-10 13:20:38.787256,2025-04-10 13:20:40.995641,0 days 00:00:02.208385,1.373206572666021,0.7096754540077811,1.143801629372772,1.0700859902650857,2,COMPLETE
61,0.9338999576863911,2025-04-10 13:20:40.997251,2025-04-10 13:20:43.181234,0 days 00:00:02.183983,1.409589337231447,0.7191169856434293,1.092278953293834,1.0851463716901535,2,COMPLETE
62,0.932238123425194,2025-04-10 13:20:43.182738,2025-04-10 13:20:45.360797,0 days 00:00:02.178059,1.4244463815360204,0.7391253343589473,1.1088110098388944,1.088174570403408,2,COMPLETE
63,0.9276267252943708,2025-04-10 13:20:45.362518,2025-04-10 13:20:47.603378,0 days 00:00:02.240860,1.3907732168157487,0.7568134500430613,1.0803701100132963,1.0991288507432746,2,COMPLETE
64,0.9304671354277995,2025-04-10 13:20:47.605405,2025-04-10 13:20:49.827207,0 days 00:00:02.221802,1.4270564832504355,0.7299564446395891,1.1033982388757544,1.1061720082520317,2,COMPLETE
65,0.9337560479534306,2025-04-10 13:20:49.828761,2025-04-10 13:20:52.001803,0 days 00:00:02.173042,1.4104577179405717,0.7206782103969953,1.0951206827701587,1.0950680782603746,2,COMPLETE
66,0.9317471872131105,2025-04-10 13:20:52.003374,2025-04-10 13:20:54.184666,0 days 00:00:02.181292,1.4103305411352056,0.7135394594221899,1.0844972537191802,1.0581133214449154,2,COMPLETE
67,0.9263577579482816,2025-04-10 13:20:54.186132,2025-04-10 13:20:56.381051,0 days 00:00:02.194919,1.4833300703593695,0.7464847880178135,1.0956531961589782,1.1199313783029614,2,COMPLETE
68,0.9323104863071929,2025-04-10 13:20:56.382619,2025-04-10 13:20:58.621833,0 days 00:00:02.239214,1.434637035947048,0.7039524850909576,1.0693557005351904,1.0778789708948662,2,COMPLETE
69,0.9323104863071929,2025-04-10 13:20:58.624635,2025-04-10 13:21:01.067396,0 days 00:00:02.442761,1.4046726598287553,0.7355524226189836,1.1235869738108637,1.0317757780814323,2,COMPLETE
70,0.9285873122598061,2025-04-10 13:21:01.069548,2025-04-10 13:21:03.368989,0 days 00:00:02.299441,1.328774387042917,0.7227495297450058,1.1092713205065656,1.014701901022867,2,COMPLETE
71,0.9338296591984212,2025-04-10 13:21:03.371009,2025-04-10 13:21:06.367442,0 days 00:00:02.996433,1.4224949146010366,0.7328237493442478,1.1700262440712883,1.0547029410776465,2,COMPLETE
72,0.9326891009175848,2025-04-10 13:21:06.369409,2025-04-10 13:21:08.779233,0 days 00:00:02.409824,1.4134342017459898,0.7503698761065651,1.0006238784091614,1.0679457153650713,2,COMPLETE
73,0.9322216110812813,2025-04-10 13:21:08.780921,2025-04-10 13:21:11.106587,0 days 00:00:02.325666,1.3754231568223283,0.7420877005954092,1.1537512612920642,1.0824530310416591,2,COMPLETE
74,0.9306651247021089,2025-04-10 13:21:11.108993,2025-04-10 13:21:13.372794,0 days 00:00:02.263801,1.4302002369734421,0.7624445635785245,1.1759909341054962,1.0610293244116111,2,COMPLETE
75,0.9285873122598061,2025-04-10 13:21:13.374365,2025-04-10 13:21:15.972015,0 days 00:00:02.597650,1.3788975077456378,0.70703599959551,1.1928219655002246,1.0410961597999517,2,COMPLETE
76,0.9179555532696291,2025-04-10 13:21:15.974697,2025-04-10 13:21:19.652999,0 days 00:00:03.678302,1.4470964476041286,0.7268116662496376,1.1388525068932716,1.0273592410724182,1,COMPLETE
77,0.9305513830883217,2025-04-10 13:21:19.654655,2025-04-10 13:21:21.876087,0 days 00:00:02.221432,1.3873664938383499,0.7702956723235889,1.0151903008159011,1.054064971609228,2,COMPLETE
78,0.9304875395044638,2025-04-10 13:21:21.877656,2025-04-10 13:21:24.058668,0 days 00:00:02.181012,1.312313693292468,0.7160310589009805,1.1590649189076065,1.04388894071264,2,COMPLETE
79,0.9306586590762373,2025-04-10 13:21:24.060469,2025-04-10 13:21:26.248464,0 days 00:00:02.187995,1.3427004441739314,0.7530434755507848,1.1859500600093116,1.0848169689579408,2,COMPLETE
80,0.9303701675448541,2025-04-10 13:21:26.250082,2025-04-10 13:21:28.425541,0 days 00:00:02.175459,1.354388050221881,0.7333244554604377,1.1699061494287402,1.019685076825284,2,COMPLETE
81,0.9340867319060875,2025-04-10 13:21:28.427133,2025-04-10 13:21:30.811742,0 days 00:00:02.384609,1.3264216770956025,0.7094897147380708,1.1141018017149922,1.0937055031059995,2,COMPLETE
82,0.9339744674624142,2025-04-10 13:21:30.814382,2025-04-10 13:21:33.004120,0 days 00:00:02.189738,1.323161134253295,0.7119588987502736,1.1483470418944506,1.096693940499613,2,COMPLETE
83,0.9337560479534306,2025-04-10 13:21:33.005918,2025-04-10 13:21:35.515549,0 days 00:00:02.509631,1.3320804883625805,0.7122933734751147,1.1508376128026405,1.1080393847757408,2,COMPLETE
84,0.9333501751639733,2025-04-10 13:21:35.517675,2025-04-10 13:21:37.807606,0 days 00:00:02.289931,1.3068361452390245,0.7187908454336593,1.119949802259059,1.0996810471232954,2,COMPLETE
85,0.9336254397612933,2025-04-10 13:21:37.809237,2025-04-10 13:21:39.972119,0 days 00:00:02.162882,1.3259635971953798,0.704387698564623,1.1300764247145756,1.1148194854715343,2,COMPLETE
86,0.9332922500019258,2025-04-10 13:21:39.973707,2025-04-10 13:21:42.216996,0 days 00:00:02.243289,1.33730226093786,0.7253773803313499,1.0981043522091307,1.09025678346464,2,COMPLETE
87,0.9305513830883217,2025-04-10 13:21:42.219251,2025-04-10 13:21:44.660456,0 days 00:00:02.441205,1.3188591235204334,0.7111138838075499,1.1271375115358049,1.1440717353515562,2,COMPLETE
88,0.932888760487508,2025-04-10 13:21:44.662347,2025-04-10 13:21:46.859124,0 days 00:00:02.196777,1.3139229138215007,0.7014023542927622,1.1137259863854825,1.0932279554476323,2,COMPLETE
89,0.9333501751639733,2025-04-10 13:21:46.860870,2025-04-10 13:21:50.073937,0 days 00:00:03.213067,1.3224014983071677,0.7157632107488917,1.155935689033131,1.1042133341209281,2,COMPLETE
90,0.9323104863071929,2025-04-10 13:21:50.076723,2025-04-10 13:21:54.167032,0 days 00:00:04.090309,1.3313748663058267,0.7061991351920368,1.1434824081937949,1.0760629533192645,2,COMPLETE
91,0.9322216110812813,2025-04-10 13:21:54.170547,2025-04-10 13:22:00.519411,0 days 00:00:06.348864,1.399331237221746,0.7308129731364161,1.1049299725392245,1.0976042219374482,2,COMPLETE
92,0.9339162605101008,2025-04-10 13:22:00.522280,2025-04-10 13:22:06.640891,0 days 00:00:06.118611,1.4179406981939944,0.7204470229772727,1.1629814508426253,1.0860758665990826,2,COMPLETE
93,0.9302442140420892,2025-04-10 13:22:06.644889,2025-04-10 13:22:12.591848,0 days 00:00:05.946959,1.3079476945115716,0.7435304325981801,1.1382744325969703,1.191694856280176,2,COMPLETE
94,0.9305513830883217,2025-04-10 13:22:12.594941,2025-04-10 13:22:17.449299,0 days 00:00:04.854358,1.3472916699311717,0.7591919079415881,1.148297131442027,1.0671713051989036,2,COMPLETE
95,0.9339162605101008,2025-04-10 13:22:17.452685,2025-04-10 13:22:22.050130,0 days 00:00:04.597445,1.4063949333127121,0.7241824276897846,1.088272324012545,1.0812274001019482,2,COMPLETE
96,0.9324952019803376,2025-04-10 13:22:22.052230,2025-04-10 13:22:26.797587,0 days 00:00:04.745357,1.395522238936221,0.7389789108749074,1.1774977119907934,1.0326702083771158,2,COMPLETE
97,0.9326128333796422,2025-04-10 13:22:26.802479,2025-04-10 13:22:31.013465,0 days 00:00:04.210986,1.3382715812411106,0.7117735725760473,1.1348818050724407,1.0740783174053177,2,COMPLETE
98,0.9338296591984212,2025-04-10 13:22:31.017797,2025-04-10 13:22:35.431077,0 days 00:00:04.413280,1.3259738600192505,0.7456345531955928,1.110858906886981,1.0370980030747514,2,COMPLETE
99,0.9294681100357711,2025-04-10 13:22:35.433563,2025-04-10 13:22:39.903155,0 days 00:00:04.469592,1.4126372559905325,0.8164069767349527,1.1820109396913063,1.0111535961799283,2,COMPLETE
