number,value,datetime_start,datetime_complete,duration,params_BFactor,params_EFactor,params_FFactor,params_HFactor,params_fperiod,state
0,0.8698403197347984,2025-04-10 12:50:33.597392,2025-04-10 12:50:35.541061,0 days 00:00:01.943669,1.3917040713832711,0.7042799451808917,1.086452503849598,1.0709966989372726,1,COMPLETE
1,0.8092245628333261,2025-04-10 12:50:35.543764,2025-04-10 12:50:37.042340,0 days 00:00:01.498576,1.4751581973943875,0.8359379671679619,1.0861768775696978,1.0877958403378292,1,COMPLETE
2,0.7884742037073544,2025-04-10 12:50:37.045073,2025-04-10 12:50:38.894677,0 days 00:00:01.849604,1.3483198426671152,0.8398982746418233,1.025569309141312,1.1294613034929193,1,COMPLETE
3,0.8741716577901602,2025-04-10 12:50:38.899165,2025-04-10 12:50:40.367522,0 days 00:00:01.468357,1.4900680783413232,0.8437368303600812,1.0265251308600614,1.0156614877949162,2,COMPLETE
4,0.8613416457073506,2025-04-10 12:50:40.370735,2025-04-10 12:50:41.828562,0 days 00:00:01.457827,1.475280717547998,0.7213363446594314,1.1028091716689772,1.131782717801458,2,COMPLETE
5,0.8726837179125047,2025-04-10 12:50:41.830770,2025-04-10 12:50:43.106711,0 days 00:00:01.275941,1.4645184097225714,0.7124720306129069,1.1829997606652962,1.0275895015237517,1,COMPLETE
6,0.8635344905295055,2025-04-10 12:50:43.121012,2025-04-10 12:50:44.706903,0 days 00:00:01.585891,1.4964006957647131,0.7292983296033049,1.0667672228752547,1.10373012790076,2,COMPLETE
7,0.7972009269283364,2025-04-10 12:50:44.709988,2025-04-10 12:50:47.748198,0 days 00:00:03.038210,1.4469224087061225,0.8897076700929554,1.1742105165582346,1.1527745998577468,2,COMPLETE
8,0.8741716577901602,2025-04-10 12:50:47.752293,2025-04-10 12:50:49.413314,0 days 00:00:01.661021,1.3448348695545302,0.7788371949665853,1.10496395850699,1.1000038228847164,2,COMPLETE
9,0.8665579946388466,2025-04-10 12:50:49.416413,2025-04-10 12:50:52.084522,0 days 00:00:02.668109,1.4132153837472015,0.7672922158706622,1.0582837324141354,1.0411384034193267,1,COMPLETE
10,0.853138611319578,2025-04-10 12:50:52.089271,2025-04-10 12:50:54.323259,0 days 00:00:02.233988,1.4167757231006437,0.8979372167586035,1.0046678052824818,1.0008184000935925,2,COMPLETE
11,0.8315722690949119,2025-04-10 12:50:54.334974,2025-04-10 12:50:56.416037,0 days 00:00:02.081063,1.3059655170062658,0.8006877212018135,1.1375420277075439,1.1885553469578156,2,COMPLETE
12,0.8613416457073506,2025-04-10 12:50:56.427046,2025-04-10 12:50:58.405298,0 days 00:00:01.978252,1.3577701712017816,0.7898875933105349,1.122635782538223,1.0546088877821163,2,COMPLETE
13,0.8741716577901602,2025-04-10 12:50:58.452865,2025-04-10 12:51:00.291155,0 days 00:00:01.838290,1.3078895911126116,0.8463456048383681,1.0405379716771543,1.0032213012613078,2,COMPLETE
14,0.8613416457073506,2025-04-10 12:51:00.293087,2025-04-10 12:51:01.987677,0 days 00:00:01.694590,1.354273921236615,0.7583792870130499,1.1510992038789432,1.1036987802038796,2,COMPLETE
15,0.8614709863824901,2025-04-10 12:51:01.995624,2025-04-10 12:51:03.586315,0 days 00:00:01.590691,1.381322946098769,0.8120583698778492,1.1107752927192869,1.07327809472708,2,COMPLETE
16,0.8051104609559696,2025-04-10 12:51:03.589462,2025-04-10 12:51:05.093050,0 days 00:00:01.503588,1.3282239653387398,0.8633395646748614,1.0010626085103613,1.1703424334603452,2,COMPLETE
17,0.8677119507566708,2025-04-10 12:51:05.097627,2025-04-10 12:51:06.575145,0 days 00:00:01.477518,1.4360398048088459,0.7731848324503015,1.0644753116479795,1.1226424838077498,2,COMPLETE
18,0.8741716577901602,2025-04-10 12:51:06.577794,2025-04-10 12:51:08.048126,0 days 00:00:01.470332,1.3776493963335226,0.8174699901373456,1.0310496156024602,1.0387499657465127,2,COMPLETE
19,0.873327170516135,2025-04-10 12:51:08.051013,2025-04-10 12:51:09.478393,0 days 00:00:01.427380,1.3333805096841582,0.7494636653684601,1.1517703001701876,1.0208058349339064,2,COMPLETE
20,0.7896895068548729,2025-04-10 12:51:09.497435,2025-04-10 12:51:11.516758,0 days 00:00:02.019323,1.4983781197047858,0.8777603986712976,1.0842649241339446,1.0642339732817536,1,COMPLETE
21,0.8741716577901602,2025-04-10 12:51:11.538007,2025-04-10 12:51:13.255200,0 days 00:00:01.717193,1.3042858578908687,0.8517919542236111,1.031083105783235,1.0068044651414396,2,COMPLETE
22,0.8704886237790266,2025-04-10 12:51:13.262933,2025-04-10 12:51:14.853953,0 days 00:00:01.591020,1.3191853088499867,0.8321593119430989,1.04875111113069,1.010734955235494,2,COMPLETE
23,0.8562607182633426,2025-04-10 12:51:14.858673,2025-04-10 12:51:16.236123,0 days 00:00:01.377450,1.3389294227133375,0.8655364891532034,1.0167946016475389,1.0475772324874615,2,COMPLETE
24,0.8613416457073506,2025-04-10 12:51:16.238159,2025-04-10 12:51:17.808211,0 days 00:00:01.570052,1.3663613267875467,0.7930870412179547,1.0454823133091031,1.028265307255023,2,COMPLETE
25,0.8515260945098932,2025-04-10 12:51:17.810779,2025-04-10 12:51:19.544225,0 days 00:00:01.733446,1.317778795589425,0.8194980102133558,1.078333388899438,1.0858920664012859,2,COMPLETE
26,0.8515260945098932,2025-04-10 12:51:19.548331,2025-04-10 12:51:21.253464,0 days 00:00:01.705133,1.4234525135403227,0.7785086387380014,1.042865160040342,1.1478242343163256,2,COMPLETE
27,0.8677119507566708,2025-04-10 12:51:21.255611,2025-04-10 12:51:22.486378,0 days 00:00:01.230767,1.4007535095752721,0.8545070821215984,1.1137419689520547,1.0148191500573012,2,COMPLETE
28,0.859437362793904,2025-04-10 12:51:22.490781,2025-04-10 12:51:23.842217,0 days 00:00:01.351436,1.3037550320895819,0.8060349586850406,1.0145801132987737,1.0878484147434633,2,COMPLETE
29,0.8645299474471801,2025-04-10 12:51:23.845274,2025-04-10 12:51:25.252590,0 days 00:00:01.407316,1.3937774273361685,0.744832793276929,1.0972675776315954,1.075267661330153,1,COMPLETE
30,0.8331770981926538,2025-04-10 12:51:25.255046,2025-04-10 12:51:26.518118,0 days 00:00:01.263072,1.3696761823925265,0.8293864688065528,1.07577763846233,1.1161532536035434,2,COMPLETE
31,0.8677119507566708,2025-04-10 12:51:26.521036,2025-04-10 12:51:27.814806,0 days 00:00:01.293770,1.3805774362620493,0.8446812416501146,1.0334587110843183,1.02829806043678,2,COMPLETE
32,0.8741716577901602,2025-04-10 12:51:27.816849,2025-04-10 12:51:29.027140,0 days 00:00:01.210291,1.3445204717588333,0.8190681378583686,1.0534017214663032,1.0483701884093064,2,COMPLETE
33,0.8613416457073506,2025-04-10 12:51:29.029806,2025-04-10 12:51:30.595182,0 days 00:00:01.565376,1.3224169368588474,0.7854395509375078,1.021462955232783,1.0410646796424752,2,COMPLETE
34,0.8613416457073506,2025-04-10 12:51:30.597649,2025-04-10 12:51:32.267508,0 days 00:00:01.669859,1.3783046509014047,0.8186209929435846,1.033536805139571,1.000359127069423,2,COMPLETE
35,0.8148850767138549,2025-04-10 12:51:32.271624,2025-04-10 12:51:33.753465,0 days 00:00:01.481841,1.4053225670460958,0.8728495675502633,1.126270192261058,1.0348579814655068,1,COMPLETE
36,0.8515260945098932,2025-04-10 12:51:33.755971,2025-04-10 12:51:35.171880,0 days 00:00:01.415909,1.475575015811094,0.8390465899246102,1.0935712015626087,1.0613885234980687,2,COMPLETE
37,0.8741716577901602,2025-04-10 12:51:35.174077,2025-04-10 12:51:36.500631,0 days 00:00:01.326554,1.3635126566558449,0.8307985224292135,1.0100270508737728,1.0202836096276233,2,COMPLETE
38,0.7972009269283364,2025-04-10 12:51:36.502767,2025-04-10 12:51:37.843578,0 days 00:00:01.340811,1.4496980209146555,0.8482190241647254,1.0705266363719987,1.0826421584766677,1,COMPLETE
39,0.859437362793904,2025-04-10 12:51:37.846434,2025-04-10 12:51:39.197471,0 days 00:00:01.351037,1.3477247047044447,0.8006901248038939,1.0238269355047724,1.0974190255500627,2,COMPLETE
40,0.8051104609559696,2025-04-10 12:51:39.200914,2025-04-10 12:51:40.175965,0 days 00:00:00.975051,1.3134092685302223,0.8814202853683974,1.0593671729455987,1.1457795477043764,2,COMPLETE
41,0.8614709863824901,2025-04-10 12:51:40.177598,2025-04-10 12:51:41.352665,0 days 00:00:01.175067,1.3023724803963737,0.853395518812792,1.0371877727971102,1.0201057975811954,2,COMPLETE
42,0.8741716577901602,2025-04-10 12:51:41.354460,2025-04-10 12:51:42.692822,0 days 00:00:01.338362,1.3340695852581317,0.8586127638684058,1.0300965995997373,1.004160802775638,2,COMPLETE
43,0.8741716577901602,2025-04-10 12:51:42.696082,2025-04-10 12:51:44.115797,0 days 00:00:01.419715,1.3142236219840921,0.8420686938904605,1.0411118184530816,1.0096062744125214,2,COMPLETE
44,0.8741716577901602,2025-04-10 12:51:44.119995,2025-04-10 12:51:45.709826,0 days 00:00:01.589831,1.3290986623025374,0.8249836604328785,1.0236747685124985,1.0333091470581361,2,COMPLETE
45,0.8613416457073506,2025-04-10 12:51:45.714537,2025-04-10 12:51:47.546911,0 days 00:00:01.832374,1.3081135899938785,0.8091991195258459,1.0072982916369115,1.0113827285291581,2,COMPLETE
46,0.8562607182633426,2025-04-10 12:51:47.549145,2025-04-10 12:51:49.218745,0 days 00:00:01.669600,1.355377557677068,0.8692211152061063,1.0545900656331881,1.0404377773916602,2,COMPLETE
47,0.8207558768816168,2025-04-10 12:51:49.223344,2025-04-10 12:51:51.034930,0 days 00:00:01.811586,1.3877954257817793,0.8907421053867557,1.1060321259097439,1.1113661989339565,2,COMPLETE
48,0.873327170516135,2025-04-10 12:51:51.036927,2025-04-10 12:51:52.621345,0 days 00:00:01.584418,1.4656369227246002,0.763013585717625,1.027850506538048,1.0003792223801256,2,COMPLETE
49,0.8741716577901602,2025-04-10 12:51:52.623759,2025-04-10 12:51:54.626007,0 days 00:00:02.002248,1.3437104060727147,0.8365468393664415,1.1436752950110005,1.0203619051537867,2,COMPLETE
50,0.8207558768816168,2025-04-10 12:51:54.629696,2025-04-10 12:51:56.532567,0 days 00:00:01.902871,1.4800686478129539,0.8506677274031458,1.0649231874890197,1.0522593279168295,1,COMPLETE
51,0.8704886237790266,2025-04-10 12:51:56.536538,2025-04-10 12:51:59.443316,0 days 00:00:02.906778,1.3411810020861064,0.817995170815487,1.0516919272647505,1.0331984591986183,2,COMPLETE
52,0.8704886237790266,2025-04-10 12:51:59.449387,2025-04-10 12:52:00.932147,0 days 00:00:01.482760,1.3250314185512146,0.7973461997234299,1.0159934433284028,1.0555584257445065,2,COMPLETE
53,0.8574264359346009,2025-04-10 12:52:00.936134,2025-04-10 12:52:02.929302,0 days 00:00:01.993168,1.37442387940543,0.7827190735639972,1.0903327067386968,1.1346958941242438,2,COMPLETE
54,0.8562607182633426,2025-04-10 12:52:02.960707,2025-04-10 12:52:05.130722,0 days 00:00:02.170015,1.349977229235748,0.8259273277377885,1.1935456848167854,1.0963804354763207,2,COMPLETE
55,0.8613416457073506,2025-04-10 12:52:05.134426,2025-04-10 12:52:06.751909,0 days 00:00:01.617483,1.3600787630173545,0.8149900310351462,1.0445807714195112,1.014902950169643,2,COMPLETE
56,0.8659202592185714,2025-04-10 12:52:06.754421,2025-04-10 12:52:08.185726,0 days 00:00:01.431305,1.3337795656202562,0.7033214075974469,1.0600039229201264,1.0459639401963705,2,COMPLETE
57,0.8677119507566708,2025-04-10 12:52:08.192148,2025-04-10 12:52:10.187369,0 days 00:00:01.995221,1.3000354775697731,0.8599235031589374,1.0391055050335904,1.007031194605638,2,COMPLETE
58,0.8253041377914917,2025-04-10 12:52:10.194113,2025-04-10 12:52:11.765637,0 days 00:00:01.571524,1.4268703202858635,0.8064654726454447,1.0816445024824164,1.1979859581324508,2,COMPLETE
59,0.8515260945098932,2025-04-10 12:52:11.770510,2025-04-10 12:52:13.298369,0 days 00:00:01.527859,1.4891641609840633,0.8381248586122259,1.1198034525318965,1.0652731883742175,2,COMPLETE
60,0.87727020293853,2025-04-10 12:52:13.300469,2025-04-10 12:52:14.588431,0 days 00:00:01.287962,1.3860318401422338,0.7734662386356643,1.0521962150548232,1.022721079546613,2,COMPLETE
61,0.8749094481771917,2025-04-10 12:52:14.593861,2025-04-10 12:52:15.984520,0 days 00:00:01.390659,1.3900952494383103,0.778694236228689,1.0498633820806134,1.0259749795419721,2,COMPLETE
62,0.87727020293853,2025-04-10 12:52:15.991159,2025-04-10 12:52:17.493275,0 days 00:00:01.502116,1.387951229006336,0.7763651798335341,1.0341414643590858,1.0257540646724288,2,COMPLETE
63,0.87727020293853,2025-04-10 12:52:17.495692,2025-04-10 12:52:18.653589,0 days 00:00:01.157897,1.3879033490940373,0.7697735025146096,1.0695442541878695,1.0265548474936796,2,COMPLETE
