,Instance,HFactor,BFactor,FFactor,EFactor,fperiod,ADI,ADI_ue,ADIoe,F1,norm,MSE,area_c2f,SSIM,area_farsite,time
0,0,0.9,0.5,0.5,0.5,1,1.5990922844175492,1.598714069591528,0.00037821482602118004,0.7678531304327214,65.02307282803544,0.03825759632263786,2645,0.949261423289507,6871,3.194571018218994
1,1,0.9,0.5,0.5,0.5,2,1.763168476075593,1.762766385203056,0.0004020908725371934,0.7553753650061397,66.21933252457322,0.03967823081238576,2488,0.9480298388278865,6871,1.8024358749389648
2,2,0.9,0.5,0.5,0.6,1,0.8281786941580757,0.8162833729844039,0.011895321173671689,0.8461365916420232,55.97320787662612,0.02834934940369546,3828,0.958786546210549,6871,3.4041600227355957
3,3,0.9,0.5,0.5,0.6,2,0.9968088192631274,0.993327531186539,0.0034812880765883376,0.8255344360091577,58.61740355901138,0.031091083482635683,3459,0.9564315040606671,6871,2.040254831314087
4,4,0.9,0.5,0.5,0.7,1,0.46626779451206934,0.41757788322673817,0.048689911285331136,0.9000661871508691,47.53945729601885,0.02044989775051125,5083,0.9664941869070975,6871,3.8433408737182617
5,5,0.9,0.5,0.5,0.7,2,0.5409260478384902,0.5077902128593372,0.03313583497915295,0.8876728146191512,49.64876634922564,0.022304866351774436,4708,0.9646604507211114,6871,2.315601110458374
6,6,0.9,0.5,0.5,0.7999999999999999,1,0.35095137420718814,0.21053558844256517,0.14041578576462296,0.9205639648447649,44.63182720884279,0.01802486562788425,6473,0.9683041695590768,6871,4.225403308868408
7,7,0.9,0.5,0.5,0.7999999999999999,2,0.35242369838420107,0.23357271095152604,0.11885098743267504,0.92037303795436,44.30575583375144,0.017762455435510433,6232,0.9686606933412902,6871,2.5735018253326416
8,8,0.9,0.5,0.5,0.8999999999999999,1,0.3463484034144799,0.0861523869743914,0.26019601644008855,0.9208809759886747,46.8081189538738,0.019825542465208026,7972,0.9666262238156612,6871,4.579074144363403
9,9,0.9,0.5,0.5,0.8999999999999999,2,0.3187936616118589,0.17072755154200034,0.1480661100698586,0.9267485315022685,43.255057507764334,0.01692998172177281,6738,0.9693646316088326,6871,2.6051840782165527
10,10,0.9,0.5,0.6,0.5,1,1.5990922844175492,1.598714069591528,0.00037821482602118004,0.7678531304327214,65.02307282803544,0.03825759632263786,2645,0.949261423289507,6871,2.894808053970337
11,11,0.9,0.5,0.6,0.5,2,1.763168476075593,1.762766385203056,0.0004020908725371934,0.7553753650061397,66.21933252457322,0.03967823081238576,2488,0.9480298388278865,6871,1.8044731616973877
12,12,0.9,0.5,0.6,0.6,1,0.8281786941580757,0.8162833729844039,0.011895321173671689,0.8461365916420232,55.97320787662612,0.02834934940369546,3828,0.958786546210549,6871,3.4687020778656006
13,13,0.9,0.5,0.6,0.6,2,0.9968088192631274,0.993327531186539,0.0034812880765883376,0.8255344360091577,58.61740355901138,0.031091083482635683,3459,0.9564315040606671,6871,2.0436480045318604
14,14,0.9,0.5,0.6,0.7,1,0.46626779451206934,0.41757788322673817,0.048689911285331136,0.9000661871508691,47.53945729601885,0.02044989775051125,5083,0.9664941869070975,6871,3.8967409133911133
15,15,0.9,0.5,0.6,0.7,2,0.5409260478384902,0.5077902128593372,0.03313583497915295,0.8876728146191512,49.64876634922564,0.022304866351774436,4708,0.9646604507211114,6871,2.2841012477874756
16,16,0.9,0.5,0.6,0.7999999999999999,1,0.35095137420718814,0.21053558844256517,0.14041578576462296,0.9205639648447649,44.63182720884279,0.01802486562788425,6473,0.9683041695590768,6871,4.232733964920044
17,17,0.9,0.5,0.6,0.7999999999999999,2,0.35242369838420107,0.23357271095152604,0.11885098743267504,0.92037303795436,44.30575583375144,0.017762455435510433,6232,0.9686606933412902,6871,2.6051361560821533
18,18,0.9,0.5,0.6,0.8999999999999999,1,0.3463484034144799,0.0861523869743914,0.26019601644008855,0.9208809759886747,46.8081189538738,0.019825542465208026,7972,0.9666262238156612,6871,4.545292854309082
19,19,0.9,0.5,0.6,0.8999999999999999,2,0.3187936616118589,0.17072755154200034,0.1480661100698586,0.9267485315022685,43.255057507764334,0.01692998172177281,6738,0.9693646316088326,6871,2.596069812774658
20,20,0.9,0.5,0.7,0.5,1,1.5990922844175492,1.598714069591528,0.00037821482602118004,0.7678531304327214,65.02307282803544,0.03825759632263786,2645,0.949261423289507,6871,2.860992193222046
21,21,0.9,0.5,0.7,0.5,2,1.763168476075593,1.762766385203056,0.0004020908725371934,0.7553753650061397,66.21933252457322,0.03967823081238576,2488,0.9480298388278865,6871,1.7962512969970703
22,22,0.9,0.5,0.7,0.6,1,0.8281786941580757,0.8162833729844039,0.011895321173671689,0.8461365916420232,55.97320787662612,0.02834934940369546,3828,0.958786546210549,6871,3.384511947631836
23,23,0.9,0.5,0.7,0.6,2,0.9968088192631274,0.993327531186539,0.0034812880765883376,0.8255344360091577,58.61740355901138,0.031091083482635683,3459,0.9564315040606671,6871,2.0200297832489014
24,24,0.9,0.5,0.7,0.7,1,0.46626779451206934,0.41757788322673817,0.048689911285331136,0.9000661871508691,47.53945729601885,0.02044989775051125,5083,0.9664941869070975,6871,3.7978270053863525
25,25,0.9,0.5,0.7,0.7,2,0.5409260478384902,0.5077902128593372,0.03313583497915295,0.8876728146191512,49.64876634922564,0.022304866351774436,4708,0.9646604507211114,6871,2.313994884490967
26,26,0.9,0.5,0.7,0.7999999999999999,1,0.35095137420718814,0.21053558844256517,0.14041578576462296,0.9205639648447649,44.63182720884279,0.01802486562788425,6473,0.9683041695590768,6871,4.182119846343994
27,27,0.9,0.5,0.7,0.7999999999999999,2,0.35242369838420107,0.23357271095152604,0.11885098743267504,0.92037303795436,44.30575583375144,0.017762455435510433,6232,0.9686606933412902,6871,2.605485200881958
28,28,0.9,0.5,0.7,0.8999999999999999,1,0.3463484034144799,0.0861523869743914,0.26019601644008855,0.9208809759886747,46.8081189538738,0.019825542465208026,7972,0.9666262238156612,6871,4.564990043640137
29,29,0.9,0.5,0.7,0.8999999999999999,2,0.3187936616118589,0.17072755154200034,0.1480661100698586,0.9267485315022685,43.255057507764334,0.01692998172177281,6738,0.9693646316088326,6871,2.611143112182617
