,Instance,HFactor,BFactor,FFactor,EFactor,fperiod,ADI,ADI_ue,ADIoe,F1,RMSE,R2,norm,MSE,area_c2f,SSIM,area_farsite,time
0,0,0.9,0.5,0.5,0.5,1,1.5990922844175492,1.598714069591528,0.00037821482602118004,0.7678531304327214,0.195595491570327,-0.6376834037351307,65.02307282803544,0.03825759632263786,2645,0.949261423289507,6871,2.8375189304351807
1,1,0.9,0.5,0.5,0.5,2,1.763168476075593,1.762766385203056,0.0004020908725371934,0.7553753650061397,0.1991939527505435,-0.8030518867584755,66.21933252457322,0.03967823081238576,2488,0.9480298388278865,6871,1.7481400966644287
2,2,0.9,0.5,0.5,0.6,1,0.8281786941580757,0.8162833729844039,0.011895321173671689,0.8461365916420232,0.1683726504028949,0.1521903964859347,55.97320787662612,0.02834934940369546,3828,0.958786546210549,6871,3.2486178874969482
3,3,0.9,0.5,0.5,0.6,2,0.9968088192631274,0.993327531186539,0.0034812880765883376,0.8255344360091577,0.17632663860754472,-0.02544633115488848,58.61740355901138,0.031091083482635683,3459,0.9564315040606671,6871,2.4686977863311768
4,4,0.9,0.5,0.5,0.7,1,0.46626779451206934,0.41757788322673817,0.048689911285331136,0.9000661871508691,0.14300313895335043,0.5339448601162955,47.53945729601885,0.02044989775051125,5083,0.9664941869070975,6871,3.6960299015045166
5,5,0.9,0.5,0.5,0.7,2,0.5409260478384902,0.5077902128593372,0.03313583497915295,0.8876728146191512,0.1493481380927611,0.4531257540631861,49.64876634922564,0.022304866351774436,4708,0.9646604507211114,6871,2.2172980308532715
6,6,0.9,0.5,0.5,0.7999999999999999,1,0.35095137420718814,0.21053558844256517,0.14041578576462296,0.9205639648447649,0.13425671539213319,0.6731138594836095,44.63182720884279,0.01802486562788425,6473,0.9683041695590768,6871,3.9875731468200684
7,7,0.9,0.5,0.5,0.7999999999999999,2,0.35242369838420107,0.23357271095152604,0.11885098743267504,0.92037303795436,0.1332758621638233,0.6661888788568981,44.30575583375144,0.017762455435510433,6232,0.9686606933412902,6871,2.4550158977508545
8,8,0.9,0.5,0.5,0.8999999999999999,1,0.3463484034144799,0.0861523869743914,0.26019601644008855,0.9208809759886747,0.1408032047405457,0.7037962161904596,46.8081189538738,0.019825542465208026,7972,0.9666262238156612,6871,4.344063997268677
9,9,0.9,0.5,0.5,0.8999999999999999,2,0.3187936616118589,0.17072755154200034,0.1480661100698586,0.9267485315022685,0.13011526321601477,0.7042919467754234,43.255057507764334,0.01692998172177281,6738,0.9693646316088326,6871,2.5685980319976807
10,10,0.9,0.5,0.6,0.5,1,1.5990922844175492,1.598714069591528,0.00037821482602118004,0.7678531304327214,0.195595491570327,-0.6376834037351307,65.02307282803544,0.03825759632263786,2645,0.949261423289507,6871,2.7845160961151123
11,11,0.9,0.5,0.6,0.5,2,1.763168476075593,1.762766385203056,0.0004020908725371934,0.7553753650061397,0.1991939527505435,-0.8030518867584755,66.21933252457322,0.03967823081238576,2488,0.9480298388278865,6871,1.7570490837097168
12,12,0.9,0.5,0.6,0.6,1,0.8281786941580757,0.8162833729844039,0.011895321173671689,0.8461365916420232,0.1683726504028949,0.1521903964859347,55.97320787662612,0.02834934940369546,3828,0.958786546210549,6871,3.2785842418670654
13,13,0.9,0.5,0.6,0.6,2,0.9968088192631274,0.993327531186539,0.0034812880765883376,0.8255344360091577,0.17632663860754472,-0.02544633115488848,58.61740355901138,0.031091083482635683,3459,0.9564315040606671,6871,1.9681079387664795
14,14,0.9,0.5,0.6,0.7,1,0.46626779451206934,0.41757788322673817,0.048689911285331136,0.9000661871508691,0.14300313895335043,0.5339448601162955,47.53945729601885,0.02044989775051125,5083,0.9664941869070975,6871,3.6977038383483887
15,15,0.9,0.5,0.6,0.7,2,0.5409260478384902,0.5077902128593372,0.03313583497915295,0.8876728146191512,0.1493481380927611,0.4531257540631861,49.64876634922564,0.022304866351774436,4708,0.9646604507211114,6871,2.223757028579712
16,16,0.9,0.5,0.6,0.7999999999999999,1,0.35095137420718814,0.21053558844256517,0.14041578576462296,0.9205639648447649,0.13425671539213319,0.6731138594836095,44.63182720884279,0.01802486562788425,6473,0.9683041695590768,6871,4.017008066177368
17,17,0.9,0.5,0.6,0.7999999999999999,2,0.35242369838420107,0.23357271095152604,0.11885098743267504,0.92037303795436,0.1332758621638233,0.6661888788568981,44.30575583375144,0.017762455435510433,6232,0.9686606933412902,6871,2.4578161239624023
18,18,0.9,0.5,0.6,0.8999999999999999,1,0.3463484034144799,0.0861523869743914,0.26019601644008855,0.9208809759886747,0.1408032047405457,0.7037962161904596,46.8081189538738,0.019825542465208026,7972,0.9666262238156612,6871,4.428570747375488
19,19,0.9,0.5,0.6,0.8999999999999999,2,0.3187936616118589,0.17072755154200034,0.1480661100698586,0.9267485315022685,0.13011526321601477,0.7042919467754234,43.255057507764334,0.01692998172177281,6738,0.9693646316088326,6871,2.522346258163452
20,20,0.9,0.5,0.7,0.5,1,1.5990922844175492,1.598714069591528,0.00037821482602118004,0.7678531304327214,0.195595491570327,-0.6376834037351307,65.02307282803544,0.03825759632263786,2645,0.949261423289507,6871,2.7873289585113525
21,21,0.9,0.5,0.7,0.5,2,1.763168476075593,1.762766385203056,0.0004020908725371934,0.7553753650061397,0.1991939527505435,-0.8030518867584755,66.21933252457322,0.03967823081238576,2488,0.9480298388278865,6871,1.7545161247253418
22,22,0.9,0.5,0.7,0.6,1,0.8281786941580757,0.8162833729844039,0.011895321173671689,0.8461365916420232,0.1683726504028949,0.1521903964859347,55.97320787662612,0.02834934940369546,3828,0.958786546210549,6871,3.2592267990112305
23,23,0.9,0.5,0.7,0.6,2,0.9968088192631274,0.993327531186539,0.0034812880765883376,0.8255344360091577,0.17632663860754472,-0.02544633115488848,58.61740355901138,0.031091083482635683,3459,0.9564315040606671,6871,1.9492948055267334
24,24,0.9,0.5,0.7,0.7,1,0.46626779451206934,0.41757788322673817,0.048689911285331136,0.9000661871508691,0.14300313895335043,0.5339448601162955,47.53945729601885,0.02044989775051125,5083,0.9664941869070975,6871,3.717751979827881
25,25,0.9,0.5,0.7,0.7,2,0.5409260478384902,0.5077902128593372,0.03313583497915295,0.8876728146191512,0.1493481380927611,0.4531257540631861,49.64876634922564,0.022304866351774436,4708,0.9646604507211114,6871,2.215053081512451
26,26,0.9,0.5,0.7,0.7999999999999999,1,0.35095137420718814,0.21053558844256517,0.14041578576462296,0.9205639648447649,0.13425671539213319,0.6731138594836095,44.63182720884279,0.01802486562788425,6473,0.9683041695590768,6871,3.989485025405884
27,27,0.9,0.5,0.7,0.7999999999999999,2,0.35242369838420107,0.23357271095152604,0.11885098743267504,0.92037303795436,0.1332758621638233,0.6661888788568981,44.30575583375144,0.017762455435510433,6232,0.9686606933412902,6871,2.463772773742676
28,28,0.9,0.5,0.7,0.8999999999999999,1,0.3463484034144799,0.0861523869743914,0.26019601644008855,0.9208809759886747,0.1408032047405457,0.7037962161904596,46.8081189538738,0.019825542465208026,7972,0.9666262238156612,6871,4.362614631652832
29,29,0.9,0.5,0.7,0.8999999999999999,2,0.3187936616118589,0.17072755154200034,0.1480661100698586,0.9267485315022685,0.13011526321601477,0.7042919467754234,43.255057507764334,0.01692998172177281,6738,0.9693646316088326,6871,2.5147221088409424
30,30,0.9,0.5,0.7999999999999999,0.5,1,1.5990922844175492,1.598714069591528,0.00037821482602118004,0.7678531304327214,0.195595491570327,-0.6376834037351307,65.02307282803544,0.03825759632263786,2645,0.949261423289507,6871,2.787292957305908
