,Instance,HFactor,BFactor,FFactor,EFactor,fperiod,ADI,ADI_ue,ADIoe,F1,RMSE,R2,norm,MSE,area_c2f,SSIM,area_farsite,time
0,0,0.9,0.5,0.5,0.5,1,1.75,1.4642857142857142,0.2857142857142857,0.7665557682993622,0.02105665545233901,-0.3615546383292012,7.0,0.0004433827388385182,36,0.9989032964243633,69,0.7965288162231445
1,1,0.9,0.5,0.5,0.5,2,1.9615384615384615,1.6538461538461537,0.3076923076923077,0.7523117606796665,0.021482085408195087,-0.5004616220130342,7.14142842854285,0.00046147999348498833,34,0.9988898970733401,69,0.7873001098632812
2,2,0.9,0.5,0.5,0.6,1,1.0769230769230769,0.7692307692307693,0.3076923076923077,0.824904937802162,0.019494674851760742,0.17609037042480524,6.48074069840786,0.00038004234757587274,51,0.9989538954842309,69,0.7131922245025635
3,3,0.9,0.5,0.5,0.6,2,1.2857142857142858,0.9714285714285714,0.3142857142857143,0.8042459760373895,0.020178905558666405,0.021331772647912417,6.708203932499369,0.0004071882295455779,46,0.9989355341917004,69,0.825767993927002
4,4,0.9,0.5,0.5,0.7,1,0.8163265306122449,0.40816326530612246,0.40816326530612246,0.8549819209640053,0.019024854609941244,0.41992768385602197,6.324555320336759,0.00036194509292940264,69,0.9989916814378303,69,0.6903519630432129
5,5,0.9,0.5,0.5,0.7,2,0.7959183673469388,0.40816326530612246,0.3877551020408163,0.8575759547422852,0.018785538736117408,0.42611747449645265,6.244997998398398,0.00035289646560616756,68,0.9990258434072737,69,0.6869580745697021
6,6,0.9,0.5,0.5,0.7999999999999999,1,0.6610169491525424,0.1694915254237288,0.4915254237288136,0.8757078915158911,0.018785538736117408,0.5564650041245225,6.244997998398398,0.00035289646560616756,88,0.9990365086323097,69,0.695828914642334
7,7,0.9,0.5,0.5,0.7999999999999999,2,0.7321428571428571,0.23214285714285715,0.5,0.8659202592185714,0.01926119726944921,0.5115334859833642,6.4031242374328485,0.00037099372025263766,84,0.9989855093432704,69,0.6891040802001953
8,8,0.9,0.5,0.5,0.8999999999999999,1,0.8484848484848485,0.045454545454545456,0.803030303030303,0.850937041161985,0.022510511546856585,0.5289044953549153,7.483314773547883,0.0005067231301011636,119,0.9987877960776732,69,0.6913971900939941
9,9,0.9,0.5,0.5,0.8999999999999999,2,0.7666666666666667,0.15,0.6166666666666667,0.8613416457073506,0.020401883659819577,0.5253565933603718,6.782329983125268,0.000416236856868813,97,0.9989091161511211,69,0.747032880783081
10,10,0.9,0.5,0.6,0.5,1,1.75,1.4642857142857142,0.2857142857142857,0.7665557682993622,0.02105665545233901,-0.3615546383292012,7.0,0.0004433827388385182,36,0.9989032964243633,69,0.7128551006317139
11,11,0.9,0.5,0.6,0.5,2,1.9615384615384615,1.6538461538461537,0.3076923076923077,0.7523117606796665,0.021482085408195087,-0.5004616220130342,7.14142842854285,0.00046147999348498833,34,0.9988898970733401,69,0.6754276752471924
12,12,0.9,0.5,0.6,0.6,1,1.0769230769230769,0.7692307692307693,0.3076923076923077,0.824904937802162,0.019494674851760742,0.17609037042480524,6.48074069840786,0.00038004234757587274,51,0.9989538954842309,69,0.6766259670257568
13,13,0.9,0.5,0.6,0.6,2,1.2857142857142858,0.9714285714285714,0.3142857142857143,0.8042459760373895,0.020178905558666405,0.021331772647912417,6.708203932499369,0.0004071882295455779,46,0.9989355341917004,69,0.6862399578094482
14,14,0.9,0.5,0.6,0.7,1,0.8163265306122449,0.40816326530612246,0.40816326530612246,0.8549819209640053,0.019024854609941244,0.41992768385602197,6.324555320336759,0.00036194509292940264,69,0.9989916814378303,69,0.6811201572418213
15,15,0.9,0.5,0.6,0.7,2,0.7959183673469388,0.40816326530612246,0.3877551020408163,0.8575759547422852,0.018785538736117408,0.42611747449645265,6.244997998398398,0.00035289646560616756,68,0.9990258434072737,69,0.6647849082946777
16,16,0.9,0.5,0.6,0.7999999999999999,1,0.6610169491525424,0.1694915254237288,0.4915254237288136,0.8757078915158911,0.018785538736117408,0.5564650041245225,6.244997998398398,0.00035289646560616756,88,0.9990365086323097,69,0.6873831748962402
17,17,0.9,0.5,0.6,0.7999999999999999,2,0.7321428571428571,0.23214285714285715,0.5,0.8659202592185714,0.01926119726944921,0.5115334859833642,6.4031242374328485,0.00037099372025263766,84,0.9989855093432704,69,0.6681339740753174
18,18,0.9,0.5,0.6,0.8999999999999999,1,0.8484848484848485,0.045454545454545456,0.803030303030303,0.850937041161985,0.022510511546856585,0.5289044953549153,7.483314773547883,0.0005067231301011636,119,0.9987877960776732,69,0.692065954208374
19,19,0.9,0.5,0.6,0.8999999999999999,2,0.7666666666666667,0.15,0.6166666666666667,0.8613416457073506,0.020401883659819577,0.5253565933603718,6.782329983125268,0.000416236856868813,97,0.9989091161511211,69,0.6801350116729736
20,20,0.9,0.5,0.7,0.5,1,1.75,1.4642857142857142,0.2857142857142857,0.7665557682993622,0.02105665545233901,-0.3615546383292012,7.0,0.0004433827388385182,36,0.9989032964243633,69,0.6796362400054932
21,21,0.9,0.5,0.7,0.5,2,1.9615384615384615,1.6538461538461537,0.3076923076923077,0.7523117606796665,0.021482085408195087,-0.5004616220130342,7.14142842854285,0.00046147999348498833,34,0.9988898970733401,69,0.6767232418060303
22,22,0.9,0.5,0.7,0.6,1,1.0769230769230769,0.7692307692307693,0.3076923076923077,0.824904937802162,0.019494674851760742,0.17609037042480524,6.48074069840786,0.00038004234757587274,51,0.9989538954842309,69,0.6775491237640381
23,23,0.9,0.5,0.7,0.6,2,1.2857142857142858,0.9714285714285714,0.3142857142857143,0.8042459760373895,0.020178905558666405,0.021331772647912417,6.708203932499369,0.0004071882295455779,46,0.9989355341917004,69,0.6764199733734131
24,24,0.9,0.5,0.7,0.7,1,0.8163265306122449,0.40816326530612246,0.40816326530612246,0.8549819209640053,0.019024854609941244,0.41992768385602197,6.324555320336759,0.00036194509292940264,69,0.9989916814378303,69,0.6893141269683838
25,25,0.9,0.5,0.7,0.7,2,0.7959183673469388,0.40816326530612246,0.3877551020408163,0.8575759547422852,0.018785538736117408,0.42611747449645265,6.244997998398398,0.00035289646560616756,68,0.9990258434072737,69,0.683131217956543
26,26,0.9,0.5,0.7,0.7999999999999999,1,0.6610169491525424,0.1694915254237288,0.4915254237288136,0.8757078915158911,0.018785538736117408,0.5564650041245225,6.244997998398398,0.00035289646560616756,88,0.9990365086323097,69,0.7022736072540283
27,27,0.9,0.5,0.7,0.7999999999999999,2,0.7321428571428571,0.23214285714285715,0.5,0.8659202592185714,0.01926119726944921,0.5115334859833642,6.4031242374328485,0.00037099372025263766,84,0.9989855093432704,69,0.6883511543273926
28,28,0.9,0.5,0.7,0.8999999999999999,1,0.8484848484848485,0.045454545454545456,0.803030303030303,0.850937041161985,0.022510511546856585,0.5289044953549153,7.483314773547883,0.0005067231301011636,119,0.9987877960776732,69,0.7004406452178955
29,29,0.9,0.5,0.7,0.8999999999999999,2,0.7666666666666667,0.15,0.6166666666666667,0.8613416457073506,0.020401883659819577,0.5253565933603718,6.782329983125268,0.000416236856868813,97,0.9989091161511211,69,0.68172287940979
30,30,0.9,0.5,0.7999999999999999,0.5,1,1.75,1.4642857142857142,0.2857142857142857,0.7665557682993622,0.02105665545233901,-0.3615546383292012,7.0,0.0004433827388385182,36,0.9989032964243633,69,0.6871449947357178
31,31,0.9,0.5,0.7999999999999999,0.5,2,1.9615384615384615,1.6538461538461537,0.3076923076923077,0.7523117606796665,0.021482085408195087,-0.5004616220130342,7.14142842854285,0.00046147999348498833,34,0.9988898970733401,69,0.6925480365753174
32,32,0.9,0.5,0.7999999999999999,0.6,1,1.0769230769230769,0.7692307692307693,0.3076923076923077,0.824904937802162,0.019494674851760742,0.17609037042480524,6.48074069840786,0.00038004234757587274,51,0.9989538954842309,69,0.7088208198547363
33,33,0.9,0.5,0.7999999999999999,0.6,2,1.2857142857142858,0.9714285714285714,0.3142857142857143,0.8042459760373895,0.020178905558666405,0.021331772647912417,6.708203932499369,0.0004071882295455779,46,0.9989355341917004,69,0.6807658672332764
34,34,0.9,0.5,0.7999999999999999,0.7,1,0.8163265306122449,0.40816326530612246,0.40816326530612246,0.8549819209640053,0.019024854609941244,0.41992768385602197,6.324555320336759,0.00036194509292940264,69,0.9989916814378303,69,0.69281005859375
35,35,0.9,0.5,0.7999999999999999,0.7,2,0.7959183673469388,0.40816326530612246,0.3877551020408163,0.8575759547422852,0.018785538736117408,0.42611747449645265,6.244997998398398,0.00035289646560616756,68,0.9990258434072737,69,0.6872351169586182
36,36,0.9,0.5,0.7999999999999999,0.7999999999999999,1,0.6610169491525424,0.1694915254237288,0.4915254237288136,0.8757078915158911,0.018785538736117408,0.5564650041245225,6.244997998398398,0.00035289646560616756,88,0.9990365086323097,69,0.6955099105834961
37,37,0.9,0.5,0.7999999999999999,0.7999999999999999,2,0.7321428571428571,0.23214285714285715,0.5,0.8659202592185714,0.01926119726944921,0.5115334859833642,6.4031242374328485,0.00037099372025263766,84,0.9989855093432704,69,0.6753239631652832
