,Instance,HFactor,BFactor,FFactor,EFactor,fperiod,ADI,ADI_ue,ADIoe,F1,RMSE,R2,norm,MSE,area_c2f,SSIM,area_farsite,time
0,0,0.9,0.5,0.5,0.5,1,1.5398058252427185,1.5242718446601942,0.015533980582524271,0.7806925622602487,0.08470868590248232,-0.5234620708494278,28.160255680657446,0.007175561467325407,523,0.9882846948875985,1300,1.1381309032440186
1,1,0.9,0.5,0.5,0.5,2,1.691358024691358,1.6748971193415638,0.01646090534979424,0.7690283008186332,0.08624367605627223,-0.6714389801780609,28.6705423736629,0.007437971659699224,494,0.9881234213817869,1300,0.9373359680175781
2,2,0.9,0.5,0.5,0.6,1,0.8398328690807799,0.8105849582172702,0.02924791086350975,0.8507566172426902,0.07386692274564269,0.1785394223453125,24.55605831561735,0.005456322275910744,739,0.9898935826471961,1300,1.3966059684753418
3,3,0.9,0.5,0.5,0.6,2,1.0482866043613708,1.0249221183800623,0.02336448598130841,0.8265171108676646,0.07803669770394694,-0.03047926605126383,25.942243542145693,0.006089726188537199,657,0.9893392799392134,1300,1.0433290004730225
4,4,0.9,0.5,0.5,0.7,1,0.48824786324786323,0.3888888888888889,0.09935897435897435,0.9008444078226914,0.06430569715599409,0.5517054068804239,21.37755832643195,0.004135222686718425,1029,0.9908942872351666,1300,1.5196712017059326
5,5,0.9,0.5,0.5,0.7,2,0.5206703910614525,0.45251396648044695,0.06815642458100558,0.8956548224110519,0.06493581702440912,0.5082988464641608,21.587033144922902,0.004216660332627541,956,0.9910592122347658,1300,1.0676281452178955
6,6,0.9,0.5,0.5,0.7999999999999999,1,0.40347666971637697,0.18938700823421775,0.2140896614821592,0.9150543405133634,0.06316996635701703,0.6636324969719165,21.0,0.003990444649546664,1327,0.990945630932623,1300,1.3340473175048828
7,7,0.9,0.5,0.5,0.7999999999999999,2,0.40505144995322734,0.21608980355472404,0.18896164639850327,0.9148004790937205,0.06259437379637872,0.6553597267362856,20.808652046684813,0.003918055630960783,1271,0.9910974583613836,1300,1.0092031955718994
8,8,0.9,0.5,0.5,0.8999999999999999,1,0.4711297071129707,0.08786610878661087,0.3832635983263598,0.9033823733737687,0.07137490583518372,0.6542354057758698,23.727621035409346,0.005094377182981342,1653,0.9899316809053265,1300,1.385753870010376
9,9,0.9,0.5,0.5,0.8999999999999999,2,0.41659232827832293,0.15967885816235505,0.2569134701159679,0.9127362965478238,0.06500545330932457,0.6642789814240904,21.61018278497431,0.004225708959950776,1409,0.9908827381112552,1300,1.1035687923431396
10,10,0.9,0.5,0.6,0.5,1,1.5398058252427185,1.5242718446601942,0.015533980582524271,0.7806925622602487,0.08470868590248232,-0.5234620708494278,28.160255680657446,0.007175561467325407,523,0.9882846948875985,1300,1.1314060688018799
11,11,0.9,0.5,0.6,0.5,2,1.691358024691358,1.6748971193415638,0.01646090534979424,0.7690283008186332,0.08624367605627223,-0.6714389801780609,28.6705423736629,0.007437971659699224,494,0.9881234213817869,1300,0.9272892475128174
12,12,0.9,0.5,0.6,0.6,1,0.8398328690807799,0.8105849582172702,0.02924791086350975,0.8507566172426902,0.07386692274564269,0.1785394223453125,24.55605831561735,0.005456322275910744,739,0.9898935826471961,1300,1.225881814956665
13,13,0.9,0.5,0.6,0.6,2,1.0482866043613708,1.0249221183800623,0.02336448598130841,0.8265171108676646,0.07803669770394694,-0.03047926605126383,25.942243542145693,0.006089726188537199,657,0.9893392799392134,1300,1.0409679412841797
14,14,0.9,0.5,0.6,0.7,1,0.48824786324786323,0.3888888888888889,0.09935897435897435,0.9008444078226914,0.06430569715599409,0.5517054068804239,21.37755832643195,0.004135222686718425,1029,0.9908942872351666,1300,1.2389559745788574
15,15,0.9,0.5,0.6,0.7,2,0.5206703910614525,0.45251396648044695,0.06815642458100558,0.8956548224110519,0.06493581702440912,0.5082988464641608,21.587033144922902,0.004216660332627541,956,0.9910592122347658,1300,1.1096892356872559
16,16,0.9,0.5,0.6,0.7999999999999999,1,0.40347666971637697,0.18938700823421775,0.2140896614821592,0.9150543405133634,0.06316996635701703,0.6636324969719165,21.0,0.003990444649546664,1327,0.990945630932623,1300,1.3880219459533691
17,17,0.9,0.5,0.6,0.7999999999999999,2,0.40505144995322734,0.21608980355472404,0.18896164639850327,0.9148004790937205,0.06259437379637872,0.6553597267362856,20.808652046684813,0.003918055630960783,1271,0.9910974583613836,1300,1.0226800441741943
18,18,0.9,0.5,0.6,0.8999999999999999,1,0.4711297071129707,0.08786610878661087,0.3832635983263598,0.9033823733737687,0.07137490583518372,0.6542354057758698,23.727621035409346,0.005094377182981342,1653,0.9899316809053265,1300,1.4578380584716797
19,19,0.9,0.5,0.6,0.8999999999999999,2,0.41659232827832293,0.15967885816235505,0.2569134701159679,0.9127362965478238,0.06500545330932457,0.6642789814240904,21.61018278497431,0.004225708959950776,1409,0.9908827381112552,1300,1.02488112449646
20,20,0.9,0.5,0.7,0.5,1,1.5398058252427185,1.5242718446601942,0.015533980582524271,0.7806925622602487,0.08470868590248232,-0.5234620708494278,28.160255680657446,0.007175561467325407,523,0.9882846948875985,1300,1.0229501724243164
21,21,0.9,0.5,0.7,0.5,2,1.691358024691358,1.6748971193415638,0.01646090534979424,0.7690283008186332,0.08624367605627223,-0.6714389801780609,28.6705423736629,0.007437971659699224,494,0.9881234213817869,1300,0.85201096534729
22,22,0.9,0.5,0.7,0.6,1,0.8398328690807799,0.8105849582172702,0.02924791086350975,0.8507566172426902,0.07386692274564269,0.1785394223453125,24.55605831561735,0.005456322275910744,739,0.9898935826471961,1300,1.1182708740234375
23,23,0.9,0.5,0.7,0.6,2,1.0482866043613708,1.0249221183800623,0.02336448598130841,0.8265171108676646,0.07803669770394694,-0.03047926605126383,25.942243542145693,0.006089726188537199,657,0.9893392799392134,1300,0.8845241069793701
24,24,0.9,0.5,0.7,0.7,1,0.48824786324786323,0.3888888888888889,0.09935897435897435,0.9008444078226914,0.06430569715599409,0.5517054068804239,21.37755832643195,0.004135222686718425,1029,0.9908942872351666,1300,1.2382969856262207
25,25,0.9,0.5,0.7,0.7,2,0.5206703910614525,0.45251396648044695,0.06815642458100558,0.8956548224110519,0.06493581702440912,0.5082988464641608,21.587033144922902,0.004216660332627541,956,0.9910592122347658,1300,0.9557600021362305
26,26,0.9,0.5,0.7,0.7999999999999999,1,0.40347666971637697,0.18938700823421775,0.2140896614821592,0.9150543405133634,0.06316996635701703,0.6636324969719165,21.0,0.003990444649546664,1327,0.990945630932623,1300,1.3190979957580566
27,27,0.9,0.5,0.7,0.7999999999999999,2,0.40505144995322734,0.21608980355472404,0.18896164639850327,0.9148004790937205,0.06259437379637872,0.6553597267362856,20.808652046684813,0.003918055630960783,1271,0.9910974583613836,1300,0.9944477081298828
