,Instance,HFactor,BFactor,FFactor,EFactor,fperiod,ADI,ADI_ue,ADIoe,F1,norm,MSE,area_c2f,SSIM,area_farsite,time
0,0,0.9,0.5,0.5,0.5,1,1.6328919002155837,1.631967970434247,0.0009239297813366184,0.7625926548915101,72.81483365359011,0.047975822067792315,3250,0.9383880827564148,8546,3.6778688430786133
1,1,0.9,0.5,0.5,0.5,2,1.7989521938441388,1.7982973149967256,0.0006548788474132286,0.7501136725226443,74.1215218408257,0.049713158513853446,3056,0.9367447734011861,8546,2.170736789703369
2,2,0.9,0.5,0.5,0.6,1,0.8327630453378957,0.8276304533789564,0.0051325919589392645,0.8436418322864092,62.40192304729078,0.035235354796677346,4700,0.9505622632618292,8546,4.186708927154541
3,3,0.9,0.5,0.5,0.6,2,1.0101010101010102,1.0075170307728447,0.002583979328165375,0.8218888504167402,65.57438524302,0.03890909748991078,4268,0.9469417032813515,8546,2.378140926361084
4,4,0.9,0.5,0.5,0.7,1,0.44495867768595043,0.41256198347107437,0.03239669421487603,0.9024783638787286,51.884487084291386,0.024358904754148796,6246,0.9615066826670384,8546,4.6488916873931885
5,5,0.9,0.5,0.5,0.7,2,0.5117173837005946,0.49457852395942636,0.01713885974116824,0.8910549095351556,54.092513345194085,0.026476283547785803,5816,0.9594391472085758,8546,2.7166030406951904
6,6,0.9,0.5,0.5,0.7999999999999999,1,0.3035913140311804,0.18958797327394208,0.11400334075723831,0.9287717137577834,46.70117771534247,0.019735056191975676,8003,0.9647591516434322,8546,5.120628833770752
7,7,0.9,0.5,0.5,0.7999999999999999,2,0.31003125888036376,0.21426541631145213,0.09576584256891162,0.9275666460826377,46.71188285650665,0.019744104819298912,7712,0.9647873392437594,8546,3.0063140392303467
8,8,0.9,0.5,0.5,0.8999999999999999,1,0.30188202601995706,0.07944928634583807,0.22243273967411897,0.9285347403502976,48.88762624632127,0.021626219302531807,9678,0.9632168657268846,8546,5.5698020458221436
9,9,0.9,0.5,0.5,0.8999999999999999,2,0.26516068307113083,0.1491192685222536,0.11604141454887723,0.9366407600267299,44.40720662234904,0.017843893081419548,8300,0.9670219759961082,8546,3.075345993041992
10,10,0.9,0.5,0.6,0.5,1,1.6328919002155837,1.631967970434247,0.0009239297813366184,0.7625926548915101,72.81483365359011,0.047975822067792315,3250,0.9383880827564148,8546,3.517360210418701
11,11,0.9,0.5,0.6,0.5,2,1.7989521938441388,1.7982973149967256,0.0006548788474132286,0.7501136725226443,74.1215218408257,0.049713158513853446,3056,0.9367447734011861,8546,2.111103057861328
12,12,0.9,0.5,0.6,0.6,1,0.8327630453378957,0.8276304533789564,0.0051325919589392645,0.8436418322864092,62.40192304729078,0.035235354796677346,4700,0.9505622632618292,8546,4.15587306022644
13,13,0.9,0.5,0.6,0.6,2,1.0101010101010102,1.0075170307728447,0.002583979328165375,0.8218888504167402,65.57438524302,0.03890909748991078,4268,0.9469417032813515,8546,2.3870248794555664
14,14,0.9,0.5,0.6,0.7,1,0.44495867768595043,0.41256198347107437,0.03239669421487603,0.9024783638787286,51.884487084291386,0.024358904754148796,6246,0.9615066826670384,8546,4.662199974060059
15,15,0.9,0.5,0.6,0.7,2,0.5117173837005946,0.49457852395942636,0.01713885974116824,0.8910549095351556,54.092513345194085,0.026476283547785803,5816,0.9594391472085758,8546,2.7102420330047607
16,16,0.9,0.5,0.6,0.7999999999999999,1,0.3035913140311804,0.18958797327394208,0.11400334075723831,0.9287717137577834,46.70117771534247,0.019735056191975676,8003,0.9647591516434322,8546,5.179608106613159
17,17,0.9,0.5,0.6,0.7999999999999999,2,0.31003125888036376,0.21426541631145213,0.09576584256891162,0.9275666460826377,46.71188285650665,0.019744104819298912,7712,0.9647873392437594,8546,3.0139241218566895
18,18,0.9,0.5,0.6,0.8999999999999999,1,0.30188202601995706,0.07944928634583807,0.22243273967411897,0.9285347403502976,48.88762624632127,0.021626219302531807,9678,0.9632168657268846,8546,5.565011024475098
19,19,0.9,0.5,0.6,0.8999999999999999,2,0.26516068307113083,0.1491192685222536,0.11604141454887723,0.9366407600267299,44.40720662234904,0.017843893081419548,8300,0.9670219759961082,8546,3.1101861000061035
