,Instance,HFactor,BFactor,FFactor,EFactor,fperiod,ADI,ADI_ue,ADIoe,F1,norm,MSE,area_c2f,SSIM,area_farsite,time
0,0,0.9,0.5,0.5,0.5,1,1.5021479713603818,1.4968973747016707,0.005250596658711217,0.7781756126681403,56.098128311023,0.02847603018622075,2106,0.960359007627451,5231,2.248594045639038
1,1,0.9,0.5,0.5,0.5,2,1.6756894790602657,1.6716036772216547,0.0040858018386108275,0.7643858553246683,57.28001396647874,0.02968854624753425,1966,0.9594093327975017,5231,1.4574158191680908
2,2,0.9,0.5,0.5,0.6,1,0.7891179452517743,0.767826968570463,0.021290976681311254,0.8530492730322139,48.321837713398274,0.021128544799753877,3022,0.9674904272176161,5231,2.6298940181732178
3,3,0.9,0.5,0.5,0.6,2,0.9351749539594844,0.9267034990791897,0.00847145488029466,0.8347367504404148,50.38849074937649,0.02297446477369383,2738,0.9658391365543765,5231,1.6351258754730225
4,4,0.9,0.5,0.5,0.7,1,0.456619793048554,0.3879013000795967,0.06871849296895728,0.9030000079494314,41.48493702538308,0.015572687623287547,4028,0.9726086640913562,5231,2.9557271003723145
5,5,0.9,0.5,0.5,0.7,2,0.5065550906555091,0.4591352859135286,0.04741980474198047,0.8946717578195735,42.61455150532503,0.016432307218994878,3755,0.9717819556170149,5231,1.8237218856811523
6,6,0.9,0.5,0.5,0.7999999999999999,1,0.35274050488969755,0.1896747782579031,0.16306572663179442,0.9213553638948775,39.382737335030434,0.014034420978337587,5114,0.9747121245193313,5231,3.2097370624542236
7,7,0.9,0.5,0.5,0.7999999999999999,2,0.343569614407758,0.20780420226275687,0.13576541214500115,0.9231714010907341,38.57460304397182,0.013464357456973776,4919,0.9752197589118868,5231,2.0120909214019775
8,8,0.9,0.5,0.5,0.8999999999999999,1,0.4014613778705637,0.09206680584551148,0.3093945720250522,0.9118241584244355,43.8520238985614,0.01740051034258103,6272,0.9701399208453391,5231,3.503082036972046
9,9,0.9,0.5,0.5,0.8999999999999999,2,0.3164251207729469,0.14866051822573562,0.16776460254721123,0.9282765428224466,37.960505792204614,0.01303907197278173,5318,0.9759399825733991,5231,2.0681488513946533
10,10,0.9,0.5,0.6,0.5,1,1.5021479713603818,1.4968973747016707,0.005250596658711217,0.7781756126681403,56.098128311023,0.02847603018622075,2106,0.960359007627451,5231,2.2432401180267334
11,11,0.9,0.5,0.6,0.5,2,1.6756894790602657,1.6716036772216547,0.0040858018386108275,0.7643858553246683,57.28001396647874,0.02968854624753425,1966,0.9594093327975017,5231,1.4395978450775146
12,12,0.9,0.5,0.6,0.6,1,0.7891179452517743,0.767826968570463,0.021290976681311254,0.8530492730322139,48.321837713398274,0.021128544799753877,3022,0.9674904272176161,5231,2.6123931407928467
13,13,0.9,0.5,0.6,0.6,2,0.9351749539594844,0.9267034990791897,0.00847145488029466,0.8347367504404148,50.38849074937649,0.02297446477369383,2738,0.9658391365543765,5231,1.648827075958252
14,14,0.9,0.5,0.6,0.7,1,0.456619793048554,0.3879013000795967,0.06871849296895728,0.9030000079494314,41.48493702538308,0.015572687623287547,4028,0.9726086640913562,5231,2.964158058166504
15,15,0.9,0.5,0.6,0.7,2,0.5065550906555091,0.4591352859135286,0.04741980474198047,0.8946717578195735,42.61455150532503,0.016432307218994878,3755,0.9717819556170149,5231,1.818267822265625
16,16,0.9,0.5,0.6,0.7999999999999999,1,0.35274050488969755,0.1896747782579031,0.16306572663179442,0.9213553638948775,39.382737335030434,0.014034420978337587,5114,0.9747121245193313,5231,3.2036080360412598
17,17,0.9,0.5,0.6,0.7999999999999999,2,0.343569614407758,0.20780420226275687,0.13576541214500115,0.9231714010907341,38.57460304397182,0.013464357456973776,4919,0.9752197589118868,5231,2.018038034439087
18,18,0.9,0.5,0.6,0.8999999999999999,1,0.4014613778705637,0.09206680584551148,0.3093945720250522,0.9118241584244355,43.8520238985614,0.01740051034258103,6272,0.9701399208453391,5231,3.4947118759155273
19,19,0.9,0.5,0.6,0.8999999999999999,2,0.3164251207729469,0.14866051822573562,0.16776460254721123,0.9282765428224466,37.960505792204614,0.01303907197278173,5318,0.9759399825733991,5231,2.052572250366211
20,20,0.9,0.5,0.7,0.5,1,1.5021479713603818,1.4968973747016707,0.005250596658711217,0.7781756126681403,56.098128311023,0.02847603018622075,2106,0.960359007627451,5231,2.236299991607666
21,21,0.9,0.5,0.7,0.5,2,1.6756894790602657,1.6716036772216547,0.0040858018386108275,0.7643858553246683,57.28001396647874,0.02968854624753425,1966,0.9594093327975017,5231,1.4382457733154297
22,22,0.9,0.5,0.7,0.6,1,0.7891179452517743,0.767826968570463,0.021290976681311254,0.8530492730322139,48.321837713398274,0.021128544799753877,3022,0.9674904272176161,5231,2.6464109420776367
23,23,0.9,0.5,0.7,0.6,2,0.9351749539594844,0.9267034990791897,0.00847145488029466,0.8347367504404148,50.38849074937649,0.02297446477369383,2738,0.9658391365543765,5231,1.628291130065918
24,24,0.9,0.5,0.7,0.7,1,0.456619793048554,0.3879013000795967,0.06871849296895728,0.9030000079494314,41.48493702538308,0.015572687623287547,4028,0.9726086640913562,5231,2.9503610134124756
25,25,0.9,0.5,0.7,0.7,2,0.5065550906555091,0.4591352859135286,0.04741980474198047,0.8946717578195735,42.61455150532503,0.016432307218994878,3755,0.9717819556170149,5231,1.8139050006866455
26,26,0.9,0.5,0.7,0.7999999999999999,1,0.35274050488969755,0.1896747782579031,0.16306572663179442,0.9213553638948775,39.382737335030434,0.014034420978337587,5114,0.9747121245193313,5231,3.2491250038146973
