,Instance,HFactor,BFactor,FFactor,EFactor,fperiod,ADI,ADI_ue,ADIoe,F1,norm,MSE,area_c2f,SSIM,area_farsite,time
0,0,0.9,0.5,0.5,0.5,1,1.3227848101265822,1.2784810126582278,0.04430379746835443,0.8004784644977296,14.45683229480096,0.0018911631105561287,165,0.9960953612438228,360,0.7311029434204102
1,1,0.9,0.5,0.5,0.5,2,1.5172413793103448,1.4827586206896552,0.034482758620689655,0.7838148999974925,14.832396974191326,0.0019906980111117144,150,0.996085377760054,360,0.6840481758117676
2,2,0.9,0.5,0.5,0.6,1,0.7255813953488373,0.6744186046511628,0.05116279069767442,0.8665403633834883,12.489995996796797,0.0014115858624246702,226,0.9965245612771574,360,0.7430920600891113
3,3,0.9,0.5,0.5,0.6,2,0.9270833333333334,0.875,0.052083333333333336,0.8412333203112023,13.341664064126334,0.0016106556635358416,202,0.9963543253331009,360,0.6979548931121826
4,4,0.9,0.5,0.5,0.7,1,0.3920863309352518,0.2949640287769784,0.09712230215827339,0.9177977935859011,10.44030650891055,0.0009863003782326222,305,0.9972458189500886,360,0.7685198783874512
5,5,0.9,0.5,0.5,0.7,2,0.4065934065934066,0.31868131868131866,0.08791208791208792,0.9152732661353211,10.535653752852738,0.0010043976328790922,297,0.9971939599408834,360,0.7128558158874512
6,6,0.9,0.5,0.5,0.7999999999999999,1,0.29449838187702265,0.1650485436893204,0.12944983818770225,0.9356185870531325,9.539392014169456,0.000823425086414391,349,0.9974665658695856,360,0.7871849536895752
7,7,0.9,0.5,0.5,0.7999999999999999,2,0.33,0.2,0.13,0.9289598853310608,9.9498743710662,0.0008958141050002715,339,0.9973506553697339,360,0.7217741012573242
8,8,0.9,0.5,0.5,0.8999999999999999,1,0.3617021276595745,0.09422492401215805,0.2674772036474164,0.9231532770903761,10.908712114635714,0.0010767866514649728,417,0.9967774427939312,360,0.8014740943908691
9,9,0.9,0.5,0.5,0.8999999999999999,2,0.3069620253164557,0.13924050632911392,0.16772151898734178,0.9332503522102406,9.848857801796104,0.0008777168503538013,369,0.9973212377113394,360,0.7429311275482178
10,10,0.9,0.5,0.6,0.5,1,1.3227848101265822,1.2784810126582278,0.04430379746835443,0.8004784644977296,14.45683229480096,0.0018911631105561287,165,0.9960953612438228,360,0.7341220378875732
11,11,0.9,0.5,0.6,0.5,2,1.5172413793103448,1.4827586206896552,0.034482758620689655,0.7838148999974925,14.832396974191326,0.0019906980111117144,150,0.996085377760054,360,0.7071800231933594
12,12,0.9,0.5,0.6,0.6,1,0.7255813953488373,0.6744186046511628,0.05116279069767442,0.8665403633834883,12.489995996796797,0.0014115858624246702,226,0.9965245612771574,360,0.7443361282348633
13,13,0.9,0.5,0.6,0.6,2,0.9270833333333334,0.875,0.052083333333333336,0.8412333203112023,13.341664064126334,0.0016106556635358416,202,0.9963543253331009,360,0.6968827247619629
14,14,0.9,0.5,0.6,0.7,1,0.3920863309352518,0.2949640287769784,0.09712230215827339,0.9177977935859011,10.44030650891055,0.0009863003782326222,305,0.9972458189500886,360,0.7588019371032715
15,15,0.9,0.5,0.6,0.7,2,0.4065934065934066,0.31868131868131866,0.08791208791208792,0.9152732661353211,10.535653752852738,0.0010043976328790922,297,0.9971939599408834,360,0.7116222381591797
16,16,0.9,0.5,0.6,0.7999999999999999,1,0.29449838187702265,0.1650485436893204,0.12944983818770225,0.9356185870531325,9.539392014169456,0.000823425086414391,349,0.9974665658695856,360,0.7788810729980469
17,17,0.9,0.5,0.6,0.7999999999999999,2,0.33,0.2,0.13,0.9289598853310608,9.9498743710662,0.0008958141050002715,339,0.9973506553697339,360,0.7272629737854004
18,18,0.9,0.5,0.6,0.8999999999999999,1,0.3617021276595745,0.09422492401215805,0.2674772036474164,0.9231532770903761,10.908712114635714,0.0010767866514649728,417,0.9967774427939312,360,0.8004319667816162
19,19,0.9,0.5,0.6,0.8999999999999999,2,0.3069620253164557,0.13924050632911392,0.16772151898734178,0.9332503522102406,9.848857801796104,0.0008777168503538013,369,0.9973212377113394,360,0.7258250713348389
20,20,0.9,0.5,0.7,0.5,1,1.3227848101265822,1.2784810126582278,0.04430379746835443,0.8004784644977296,14.45683229480096,0.0018911631105561287,165,0.9960953612438228,360,0.7264063358306885
21,21,0.9,0.5,0.7,0.5,2,1.5172413793103448,1.4827586206896552,0.034482758620689655,0.7838148999974925,14.832396974191326,0.0019906980111117144,150,0.996085377760054,360,0.6837329864501953
22,22,0.9,0.5,0.7,0.6,1,0.7255813953488373,0.6744186046511628,0.05116279069767442,0.8665403633834883,12.489995996796797,0.0014115858624246702,226,0.9965245612771574,360,0.7434990406036377
23,23,0.9,0.5,0.7,0.6,2,0.9270833333333334,0.875,0.052083333333333336,0.8412333203112023,13.341664064126334,0.0016106556635358416,202,0.9963543253331009,360,0.694493293762207
24,24,0.9,0.5,0.7,0.7,1,0.3920863309352518,0.2949640287769784,0.09712230215827339,0.9177977935859011,10.44030650891055,0.0009863003782326222,305,0.9972458189500886,360,0.7777280807495117
25,25,0.9,0.5,0.7,0.7,2,0.4065934065934066,0.31868131868131866,0.08791208791208792,0.9152732661353211,10.535653752852738,0.0010043976328790922,297,0.9971939599408834,360,0.7145209312438965
26,26,0.9,0.5,0.7,0.7999999999999999,1,0.29449838187702265,0.1650485436893204,0.12944983818770225,0.9356185870531325,9.539392014169456,0.000823425086414391,349,0.9974665658695856,360,0.7732019424438477
27,27,0.9,0.5,0.7,0.7999999999999999,2,0.33,0.2,0.13,0.9289598853310608,9.9498743710662,0.0008958141050002715,339,0.9973506553697339,360,0.7238690853118896
28,28,0.9,0.5,0.7,0.8999999999999999,1,0.3617021276595745,0.09422492401215805,0.2674772036474164,0.9231532770903761,10.908712114635714,0.0010767866514649728,417,0.9967774427939312,360,0.8130970001220703
29,29,0.9,0.5,0.7,0.8999999999999999,2,0.3069620253164557,0.13924050632911392,0.16772151898734178,0.9332503522102406,9.848857801796104,0.0008777168503538013,369,0.9973212377113394,360,0.7277529239654541
30,30,0.9,0.5,0.7999999999999999,0.5,1,1.3227848101265822,1.2784810126582278,0.04430379746835443,0.8004784644977296,14.45683229480096,0.0018911631105561287,165,0.9960953612438228,360,0.7232351303100586
31,31,0.9,0.5,0.7999999999999999,0.5,2,1.5172413793103448,1.4827586206896552,0.034482758620689655,0.7838148999974925,14.832396974191326,0.0019906980111117144,150,0.996085377760054,360,0.6842920780181885
32,32,0.9,0.5,0.7999999999999999,0.6,1,0.7255813953488373,0.6744186046511628,0.05116279069767442,0.8665403633834883,12.489995996796797,0.0014115858624246702,226,0.9965245612771574,360,0.7418539524078369
33,33,0.9,0.5,0.7999999999999999,0.6,2,0.9270833333333334,0.875,0.052083333333333336,0.8412333203112023,13.341664064126334,0.0016106556635358416,202,0.9963543253331009,360,0.7050478458404541
34,34,0.9,0.5,0.7999999999999999,0.7,1,0.3920863309352518,0.2949640287769784,0.09712230215827339,0.9177977935859011,10.44030650891055,0.0009863003782326222,305,0.9972458189500886,360,0.7747468948364258
35,35,0.9,0.5,0.7999999999999999,0.7,2,0.4065934065934066,0.31868131868131866,0.08791208791208792,0.9152732661353211,10.535653752852738,0.0010043976328790922,297,0.9971939599408834,360,0.7164900302886963
36,36,0.9,0.5,0.7999999999999999,0.7999999999999999,1,0.29449838187702265,0.1650485436893204,0.12944983818770225,0.9356185870531325,9.539392014169456,0.000823425086414391,349,0.9974665658695856,360,0.7774889469146729
37,37,0.9,0.5,0.7999999999999999,0.7999999999999999,2,0.33,0.2,0.13,0.9289598853310608,9.9498743710662,0.0008958141050002715,339,0.9973506553697339,360,0.7136242389678955
38,38,0.9,0.5,0.7999999999999999,0.8999999999999999,1,0.3617021276595745,0.09422492401215805,0.2674772036474164,0.9231532770903761,10.908712114635714,0.0010767866514649728,417,0.9967774427939312,360,0.823836088180542
39,39,0.9,0.5,0.7999999999999999,0.8999999999999999,2,0.3069620253164557,0.13924050632911392,0.16772151898734178,0.9332503522102406,9.848857801796104,0.0008777168503538013,369,0.9973212377113394,360,0.726747989654541
40,40,0.9,0.5,0.8999999999999999,0.5,1,1.3227848101265822,1.2784810126582278,0.04430379746835443,0.8004784644977296,14.45683229480096,0.0018911631105561287,165,0.9960953612438228,360,0.7211530208587646
41,41,0.9,0.5,0.8999999999999999,0.5,2,1.5172413793103448,1.4827586206896552,0.034482758620689655,0.7838148999974925,14.832396974191326,0.0019906980111117144,150,0.996085377760054,360,0.6850390434265137
42,42,0.9,0.5,0.8999999999999999,0.6,1,0.7255813953488373,0.6744186046511628,0.05116279069767442,0.8665403633834883,12.489995996796797,0.0014115858624246702,226,0.9965245612771574,360,0.7447302341461182
43,43,0.9,0.5,0.8999999999999999,0.6,2,0.9270833333333334,0.875,0.052083333333333336,0.8412333203112023,13.341664064126334,0.0016106556635358416,202,0.9963543253331009,360,0.6934938430786133
44,44,0.9,0.5,0.8999999999999999,0.7,1,0.3920863309352518,0.2949640287769784,0.09712230215827339,0.9177977935859011,10.44030650891055,0.0009863003782326222,305,0.9972458189500886,360,0.7645649909973145
45,45,0.9,0.5,0.8999999999999999,0.7,2,0.4065934065934066,0.31868131868131866,0.08791208791208792,0.9152732661353211,10.535653752852738,0.0010043976328790922,297,0.9971939599408834,360,0.7099969387054443
46,46,0.9,0.5,0.8999999999999999,0.7999999999999999,1,0.29449838187702265,0.1650485436893204,0.12944983818770225,0.9356185870531325,9.539392014169456,0.000823425086414391,349,0.9974665658695856,360,0.7770588397979736
47,47,0.9,0.5,0.8999999999999999,0.7999999999999999,2,0.33,0.2,0.13,0.9289598853310608,9.9498743710662,0.0008958141050002715,339,0.9973506553697339,360,0.7161071300506592
48,48,0.9,0.5,0.8999999999999999,0.8999999999999999,1,0.3617021276595745,0.09422492401215805,0.2674772036474164,0.9231532770903761,10.908712114635714,0.0010767866514649728,417,0.9967774427939312,360,0.804081916809082
49,49,0.9,0.5,0.8999999999999999,0.8999999999999999,2,0.3069620253164557,0.13924050632911392,0.16772151898734178,0.9332503522102406,9.848857801796104,0.0008777168503538013,369,0.9973212377113394,360,0.720221996307373
50,50,0.9,0.5,0.9999999999999999,0.5,1,1.3227848101265822,1.2784810126582278,0.04430379746835443,0.8004784644977296,14.45683229480096,0.0018911631105561287,165,0.9960953612438228,360,0.7302229404449463
51,51,0.9,0.5,0.9999999999999999,0.5,2,1.5172413793103448,1.4827586206896552,0.034482758620689655,0.7838148999974925,14.832396974191326,0.0019906980111117144,150,0.996085377760054,360,0.6882481575012207
52,52,0.9,0.5,0.9999999999999999,0.6,1,0.7255813953488373,0.6744186046511628,0.05116279069767442,0.8665403633834883,12.489995996796797,0.0014115858624246702,226,0.9965245612771574,360,0.7400407791137695
53,53,0.9,0.5,0.9999999999999999,0.6,2,0.9270833333333334,0.875,0.052083333333333336,0.8412333203112023,13.341664064126334,0.0016106556635358416,202,0.9963543253331009,360,0.7018249034881592
54,54,0.9,0.5,0.9999999999999999,0.7,1,0.3920863309352518,0.2949640287769784,0.09712230215827339,0.9177977935859011,10.44030650891055,0.0009863003782326222,305,0.9972458189500886,360,0.767676830291748
55,55,0.9,0.5,0.9999999999999999,0.7,2,0.4065934065934066,0.31868131868131866,0.08791208791208792,0.9152732661353211,10.535653752852738,0.0010043976328790922,297,0.9971939599408834,360,0.7094049453735352
56,56,0.9,0.5,0.9999999999999999,0.7999999999999999,1,0.29449838187702265,0.1650485436893204,0.12944983818770225,0.9356185870531325,9.539392014169456,0.000823425086414391,349,0.9974665658695856,360,0.7997782230377197
57,57,0.9,0.5,0.9999999999999999,0.7999999999999999,2,0.33,0.2,0.13,0.9289598853310608,9.9498743710662,0.0008958141050002715,339,0.9973506553697339,360,0.7230300903320312
58,58,0.9,0.5,0.9999999999999999,0.8999999999999999,1,0.3617021276595745,0.09422492401215805,0.2674772036474164,0.9231532770903761,10.908712114635714,0.0010767866514649728,417,0.9967774427939312,360,0.8119728565216064
