,Instance,HFactor,BFactor,FFactor,EFactor,fperiod,ADI,ADI_ue,ADIoe,F1,norm,MSE,area_c2f,SSIM,area_farsite,time
0,0,0.9,0.5,0.5,0.5,1,1.5398058252427185,1.5242718446601942,0.015533980582524271,0.7806925622602487,28.160255680657446,0.007175561467325407,523,0.9882846948875985,1300,1.021981954574585
1,1,0.9,0.5,0.5,0.5,2,1.691358024691358,1.6748971193415638,0.01646090534979424,0.7690283008186332,28.6705423736629,0.007437971659699224,494,0.9881234213817869,1300,0.83980393409729
2,2,0.9,0.5,0.5,0.6,1,0.8398328690807799,0.8105849582172702,0.02924791086350975,0.8507566172426902,24.55605831561735,0.005456322275910744,739,0.9898935826471961,1300,1.0911870002746582
3,3,0.9,0.5,0.5,0.6,2,1.0482866043613708,1.0249221183800623,0.02336448598130841,0.8265171108676646,25.942243542145693,0.006089726188537199,657,0.9893392799392134,1300,0.8677871227264404
4,4,0.9,0.5,0.5,0.7,1,0.48824786324786323,0.3888888888888889,0.09935897435897435,0.9008444078226914,21.37755832643195,0.004135222686718425,1029,0.9908942872351666,1300,1.1970751285552979
5,5,0.9,0.5,0.5,0.7,2,0.5206703910614525,0.45251396648044695,0.06815642458100558,0.8956548224110519,21.587033144922902,0.004216660332627541,956,0.9910592122347658,1300,0.9319407939910889
6,6,0.9,0.5,0.5,0.7999999999999999,1,0.40347666971637697,0.18938700823421775,0.2140896614821592,0.9150543405133634,21.0,0.003990444649546664,1327,0.990945630932623,1300,1.2927660942077637
7,7,0.9,0.5,0.5,0.7999999999999999,2,0.40505144995322734,0.21608980355472404,0.18896164639850327,0.9148004790937205,20.808652046684813,0.003918055630960783,1271,0.9910974583613836,1300,0.9904429912567139
8,8,0.9,0.5,0.5,0.8999999999999999,1,0.4711297071129707,0.08786610878661087,0.3832635983263598,0.9033823733737687,23.727621035409346,0.005094377182981342,1653,0.9899316809053265,1300,1.3571438789367676
9,9,0.9,0.5,0.5,0.8999999999999999,2,0.41659232827832293,0.15967885816235505,0.2569134701159679,0.9127362965478238,21.61018278497431,0.004225708959950776,1409,0.9908827381112552,1300,1.0060222148895264
10,10,0.9,0.5,0.6,0.5,1,1.5398058252427185,1.5242718446601942,0.015533980582524271,0.7806925622602487,28.160255680657446,0.007175561467325407,523,0.9882846948875985,1300,0.9991040229797363
11,11,0.9,0.5,0.6,0.5,2,1.691358024691358,1.6748971193415638,0.01646090534979424,0.7690283008186332,28.6705423736629,0.007437971659699224,494,0.9881234213817869,1300,0.8229172229766846
12,12,0.9,0.5,0.6,0.6,1,0.8398328690807799,0.8105849582172702,0.02924791086350975,0.8507566172426902,24.55605831561735,0.005456322275910744,739,0.9898935826471961,1300,1.0909488201141357
13,13,0.9,0.5,0.6,0.6,2,1.0482866043613708,1.0249221183800623,0.02336448598130841,0.8265171108676646,25.942243542145693,0.006089726188537199,657,0.9893392799392134,1300,0.8656630516052246
14,14,0.9,0.5,0.6,0.7,1,0.48824786324786323,0.3888888888888889,0.09935897435897435,0.9008444078226914,21.37755832643195,0.004135222686718425,1029,0.9908942872351666,1300,1.2104520797729492
15,15,0.9,0.5,0.6,0.7,2,0.5206703910614525,0.45251396648044695,0.06815642458100558,0.8956548224110519,21.587033144922902,0.004216660332627541,956,0.9910592122347658,1300,0.9285221099853516
16,16,0.9,0.5,0.6,0.7999999999999999,1,0.40347666971637697,0.18938700823421775,0.2140896614821592,0.9150543405133634,21.0,0.003990444649546664,1327,0.990945630932623,1300,1.293360948562622
17,17,0.9,0.5,0.6,0.7999999999999999,2,0.40505144995322734,0.21608980355472404,0.18896164639850327,0.9148004790937205,20.808652046684813,0.003918055630960783,1271,0.9910974583613836,1300,0.9885718822479248
18,18,0.9,0.5,0.6,0.8999999999999999,1,0.4711297071129707,0.08786610878661087,0.3832635983263598,0.9033823733737687,23.727621035409346,0.005094377182981342,1653,0.9899316809053265,1300,1.3742132186889648
19,19,0.9,0.5,0.6,0.8999999999999999,2,0.41659232827832293,0.15967885816235505,0.2569134701159679,0.9127362965478238,21.61018278497431,0.004225708959950776,1409,0.9908827381112552,1300,1.0019829273223877
20,20,0.9,0.5,0.7,0.5,1,1.5398058252427185,1.5242718446601942,0.015533980582524271,0.7806925622602487,28.160255680657446,0.007175561467325407,523,0.9882846948875985,1300,1.0036420822143555
21,21,0.9,0.5,0.7,0.5,2,1.691358024691358,1.6748971193415638,0.01646090534979424,0.7690283008186332,28.6705423736629,0.007437971659699224,494,0.9881234213817869,1300,0.8226079940795898
22,22,0.9,0.5,0.7,0.6,1,0.8398328690807799,0.8105849582172702,0.02924791086350975,0.8507566172426902,24.55605831561735,0.005456322275910744,739,0.9898935826471961,1300,1.1000440120697021
23,23,0.9,0.5,0.7,0.6,2,1.0482866043613708,1.0249221183800623,0.02336448598130841,0.8265171108676646,25.942243542145693,0.006089726188537199,657,0.9893392799392134,1300,0.8669168949127197
24,24,0.9,0.5,0.7,0.7,1,0.48824786324786323,0.3888888888888889,0.09935897435897435,0.9008444078226914,21.37755832643195,0.004135222686718425,1029,0.9908942872351666,1300,1.1976139545440674
25,25,0.9,0.5,0.7,0.7,2,0.5206703910614525,0.45251396648044695,0.06815642458100558,0.8956548224110519,21.587033144922902,0.004216660332627541,956,0.9910592122347658,1300,0.9273190498352051
26,26,0.9,0.5,0.7,0.7999999999999999,1,0.40347666971637697,0.18938700823421775,0.2140896614821592,0.9150543405133634,21.0,0.003990444649546664,1327,0.990945630932623,1300,1.282189130783081
27,27,0.9,0.5,0.7,0.7999999999999999,2,0.40505144995322734,0.21608980355472404,0.18896164639850327,0.9148004790937205,20.808652046684813,0.003918055630960783,1271,0.9910974583613836,1300,0.9813499450683594
28,28,0.9,0.5,0.7,0.8999999999999999,1,0.4711297071129707,0.08786610878661087,0.3832635983263598,0.9033823733737687,23.727621035409346,0.005094377182981342,1653,0.9899316809053265,1300,1.3641529083251953
29,29,0.9,0.5,0.7,0.8999999999999999,2,0.41659232827832293,0.15967885816235505,0.2569134701159679,0.9127362965478238,21.61018278497431,0.004225708959950776,1409,0.9908827381112552,1300,1.008026123046875
30,30,0.9,0.5,0.7999999999999999,0.5,1,1.5398058252427185,1.5242718446601942,0.015533980582524271,0.7806925622602487,28.160255680657446,0.007175561467325407,523,0.9882846948875985,1300,1.0072588920593262
31,31,0.9,0.5,0.7999999999999999,0.5,2,1.691358024691358,1.6748971193415638,0.01646090534979424,0.7690283008186332,28.6705423736629,0.007437971659699224,494,0.9881234213817869,1300,0.8216278553009033
32,32,0.9,0.5,0.7999999999999999,0.6,1,0.8398328690807799,0.8105849582172702,0.02924791086350975,0.8507566172426902,24.55605831561735,0.005456322275910744,739,0.9898935826471961,1300,1.0937530994415283
33,33,0.9,0.5,0.7999999999999999,0.6,2,1.0482866043613708,1.0249221183800623,0.02336448598130841,0.8265171108676646,25.942243542145693,0.006089726188537199,657,0.9893392799392134,1300,0.8682818412780762
34,34,0.9,0.5,0.7999999999999999,0.7,1,0.48824786324786323,0.3888888888888889,0.09935897435897435,0.9008444078226914,21.37755832643195,0.004135222686718425,1029,0.9908942872351666,1300,1.2140684127807617
35,35,0.9,0.5,0.7999999999999999,0.7,2,0.5206703910614525,0.45251396648044695,0.06815642458100558,0.8956548224110519,21.587033144922902,0.004216660332627541,956,0.9910592122347658,1300,0.9253330230712891
36,36,0.9,0.5,0.7999999999999999,0.7999999999999999,1,0.40347666971637697,0.18938700823421775,0.2140896614821592,0.9150543405133634,21.0,0.003990444649546664,1327,0.990945630932623,1300,1.2761921882629395
37,37,0.9,0.5,0.7999999999999999,0.7999999999999999,2,0.40505144995322734,0.21608980355472404,0.18896164639850327,0.9148004790937205,20.808652046684813,0.003918055630960783,1271,0.9910974583613836,1300,0.9871349334716797
38,38,0.9,0.5,0.7999999999999999,0.8999999999999999,1,0.4711297071129707,0.08786610878661087,0.3832635983263598,0.9033823733737687,23.727621035409346,0.005094377182981342,1653,0.9899316809053265,1300,1.3607161045074463
39,39,0.9,0.5,0.7999999999999999,0.8999999999999999,2,0.41659232827832293,0.15967885816235505,0.2569134701159679,0.9127362965478238,21.61018278497431,0.004225708959950776,1409,0.9908827381112552,1300,1.006065845489502
40,40,0.9,0.5,0.8999999999999999,0.5,1,1.5398058252427185,1.5242718446601942,0.015533980582524271,0.7806925622602487,28.160255680657446,0.007175561467325407,523,0.9882846948875985,1300,0.996406078338623
41,41,0.9,0.5,0.8999999999999999,0.5,2,1.691358024691358,1.6748971193415638,0.01646090534979424,0.7690283008186332,28.6705423736629,0.007437971659699224,494,0.9881234213817869,1300,0.8279390335083008
42,42,0.9,0.5,0.8999999999999999,0.6,1,0.8398328690807799,0.8105849582172702,0.02924791086350975,0.8507566172426902,24.55605831561735,0.005456322275910744,739,0.9898935826471961,1300,1.095832109451294
43,43,0.9,0.5,0.8999999999999999,0.6,2,1.0482866043613708,1.0249221183800623,0.02336448598130841,0.8265171108676646,25.942243542145693,0.006089726188537199,657,0.9893392799392134,1300,0.8753409385681152
44,44,0.9,0.5,0.8999999999999999,0.7,1,0.48824786324786323,0.3888888888888889,0.09935897435897435,0.9008444078226914,21.37755832643195,0.004135222686718425,1029,0.9908942872351666,1300,1.2035160064697266
45,45,0.9,0.5,0.8999999999999999,0.7,2,0.5206703910614525,0.45251396648044695,0.06815642458100558,0.8956548224110519,21.587033144922902,0.004216660332627541,956,0.9910592122347658,1300,0.9288289546966553
46,46,0.9,0.5,0.8999999999999999,0.7999999999999999,1,0.40347666971637697,0.18938700823421775,0.2140896614821592,0.9150543405133634,21.0,0.003990444649546664,1327,0.990945630932623,1300,1.2869439125061035
47,47,0.9,0.5,0.8999999999999999,0.7999999999999999,2,0.40505144995322734,0.21608980355472404,0.18896164639850327,0.9148004790937205,20.808652046684813,0.003918055630960783,1271,0.9910974583613836,1300,0.9834229946136475
48,48,0.9,0.5,0.8999999999999999,0.8999999999999999,1,0.4711297071129707,0.08786610878661087,0.3832635983263598,0.9033823733737687,23.727621035409346,0.005094377182981342,1653,0.9899316809053265,1300,1.3616251945495605
49,49,0.9,0.5,0.8999999999999999,0.8999999999999999,2,0.41659232827832293,0.15967885816235505,0.2569134701159679,0.9127362965478238,21.61018278497431,0.004225708959950776,1409,0.9908827381112552,1300,1.010509967803955
50,50,0.9,0.5,0.9999999999999999,0.5,1,1.5398058252427185,1.5242718446601942,0.015533980582524271,0.7806925622602487,28.160255680657446,0.007175561467325407,523,0.9882846948875985,1300,0.9941568374633789
51,51,0.9,0.5,0.9999999999999999,0.5,2,1.691358024691358,1.6748971193415638,0.01646090534979424,0.7690283008186332,28.6705423736629,0.007437971659699224,494,0.9881234213817869,1300,0.8228359222412109
