number,value,datetime_start,datetime_complete,duration,params_BFactor,params_EFactor,params_FFactor,params_HFactor,params_fperiod,state
0,0.9122647738004758,2025-04-10 12:59:28.506236,2025-04-10 12:59:30.752654,0 days 00:00:02.246418,1.4864347900911732,0.7870288732820792,1.1375678336267905,1.0819347817985152,2,COMPLETE
1,0.8811155278806279,2025-04-10 12:59:30.754879,2025-04-10 12:59:34.447120,0 days 00:00:03.692241,1.375385260971121,0.8177844635416815,1.0811104996108758,1.1072799324413714,1,COMPLETE
2,0.9124264271453624,2025-04-10 12:59:34.449497,2025-04-10 12:59:37.347669,0 days 00:00:02.898172,1.3689145285434066,0.7290116985633283,1.1534657096949088,1.1242505002533378,2,COMPLETE
3,0.8682299898137016,2025-04-10 12:59:37.350744,2025-04-10 12:59:41.149493,0 days 00:00:03.798749,1.3775932237897153,0.8777486698459247,1.1978401859356276,1.061074400808071,1,COMPLETE
4,0.9191166497455818,2025-04-10 12:59:41.151554,2025-04-10 12:59:43.406441,0 days 00:00:02.254887,1.357874572479728,0.8243016416822112,1.1429718081417928,1.0935629758456713,2,COMPLETE
5,0.9198267191414722,2025-04-10 12:59:43.409017,2025-04-10 12:59:45.900027,0 days 00:00:02.491010,1.3748395553605732,0.8761626566805354,1.0133929810579068,1.0143662209757882,2,COMPLETE
6,0.9022373306696414,2025-04-10 12:59:45.903126,2025-04-10 12:59:49.291681,0 days 00:00:03.388555,1.4977670214352221,0.778590214575791,1.1523565843850376,1.063037993363461,1,COMPLETE
7,0.9124810080429483,2025-04-10 12:59:49.293953,2025-04-10 12:59:51.552160,0 days 00:00:02.258207,1.351327868582788,0.8314551077316827,1.1966826322242599,1.0289462923107784,2,COMPLETE
8,0.906627583164141,2025-04-10 12:59:51.553988,2025-04-10 12:59:54.771058,0 days 00:00:03.217070,1.4258740924806173,0.7743997947546272,1.0142205155824462,1.0191773333073535,1,COMPLETE
9,0.8598496768062069,2025-04-10 12:59:54.773520,2025-04-10 12:59:58.453065,0 days 00:00:03.679545,1.3198008476960965,0.8807005072280184,1.169058691984307,1.131808980071763,1,COMPLETE
10,0.8475737555896352,2025-04-10 12:59:58.455481,2025-04-10 13:00:01.218125,0 days 00:00:02.762644,1.4393458594081927,0.8963032345841699,1.0060147243067366,1.1765361768607363,2,COMPLETE
11,0.893311521564691,2025-04-10 13:00:01.219946,2025-04-10 13:00:03.694967,0 days 00:00:02.475021,1.310515419571634,0.8485386714916836,1.0785150340284337,1.1694859971514946,2,COMPLETE
12,0.91232794079783,2025-04-10 13:00:03.697982,2025-04-10 13:00:06.079099,0 days 00:00:02.381117,1.417005778012549,0.8528340485916707,1.0480461859026478,1.0066675936085299,2,COMPLETE
13,0.9184648958782814,2025-04-10 13:00:06.082341,2025-04-10 13:00:08.385698,0 days 00:00:02.303357,1.3457969318290088,0.7434035706544785,1.1160420620138929,1.0480709056280821,2,COMPLETE
14,0.894549991701862,2025-04-10 13:00:08.387941,2025-04-10 13:00:10.824964,0 days 00:00:02.437023,1.4036606977059205,0.818017546091022,1.043135048237939,1.1994058053604542,2,COMPLETE
15,0.8986152466705011,2025-04-10 13:00:10.827117,2025-04-10 13:00:13.375899,0 days 00:00:02.548782,1.4502125833161121,0.8538228653044112,1.115652922733494,1.0869894824359363,2,COMPLETE
16,0.9127681111143295,2025-04-10 13:00:13.378231,2025-04-10 13:00:15.829309,0 days 00:00:02.451078,1.3348057172977486,0.7068593476615537,1.0443039306005755,1.0002402967340507,2,COMPLETE
17,0.8912193606622649,2025-04-10 13:00:15.831097,2025-04-10 13:00:19.107323,0 days 00:00:03.276226,1.3982289553585991,0.8710854272168315,1.0738553308654435,1.1448943914420293,2,COMPLETE
18,0.9124901839448724,2025-04-10 13:00:19.109492,2025-04-10 13:00:21.954635,0 days 00:00:02.845143,1.362183944394233,0.7981615947936983,1.1054680820986515,1.0400582502445659,2,COMPLETE
19,0.8993314041605723,2025-04-10 13:00:21.957148,2025-04-10 13:00:24.763308,0 days 00:00:02.806160,1.3876732107173684,0.8327032809751482,1.1318437087252535,1.1060779894792971,2,COMPLETE
20,0.8632037497208418,2025-04-10 13:00:24.766342,2025-04-10 13:00:28.728584,0 days 00:00:03.962242,1.3299661573408343,0.8975239137747522,1.1755231485164226,1.0742340916956608,1,COMPLETE
21,0.9187473682304496,2025-04-10 13:00:28.731342,2025-04-10 13:00:31.331118,0 days 00:00:02.599776,1.3460112235493418,0.7504751912147298,1.1220582844382587,1.0466343770444726,2,COMPLETE
22,0.9202250930010468,2025-04-10 13:00:31.333892,2025-04-10 13:00:34.701778,0 days 00:00:03.367886,1.3552215842220054,0.7503337311762369,1.0925791355944559,1.0271858489978611,2,COMPLETE
